player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Unai Simón,es ESP,25-237,90,3,1,2,66.7,1.4,7,15,46.7,14,4,57.1,44.8,12,58.3,49.0,15,2,13.3,0,6.5,20,2022-2023
Jeremías Ledesma,ar ARG,29-355,90,9,4,5,55.6,2.9,5,14,35.7,32,5,34.4,33.6,6,50.0,45.2,8,0,0.0,2,16.3,20,2022-2023
Álvaro Fernández,es ESP,24-297,90,3,1,2,66.7,1.3,8,25,32.0,32,4,59.4,43.8,6,100.0,66.0,18,0,0.0,3,21.2,20,2022-2023
Aitor Fernández,es ESP,31-277,90,4,1,3,75.0,1.5,5,12,41.7,35,13,28.6,32.9,8,25.0,30.4,18,2,11.1,2,11.5,20,2022-2023
Édgar Badía,es ESP,30-357,90,2,1,1,50.0,1.4,4,14,28.6,11,1,72.7,51.0,6,100.0,61.5,13,2,15.4,0,6.5,20,2022-2023
Pepe Reina,es ESP,40-157,90,7,3,4,85.7,3.5,3,6,50.0,34,4,8.8,20.2,5,60.0,39.2,8,1,12.5,2,23.0,20,2022-2023
Jan Oblak,si SVN,30-028,90,1,1,0,100.0,1.0,3,15,20.0,27,5,33.3,31.6,7,85.7,55.0,5,0,0.0,3,27.8,20,2022-2023
David Soria,es ESP,29-306,90,4,1,3,75.0,0.6,16,33,48.5,27,2,81.5,50.7,11,100.0,65.5,29,3,10.3,0,6.3,20,2022-2023
Rui Silva,pt POR,28-362,90,6,4,2,33.3,2.3,6,12,50.0,20,1,50.0,35.5,5,40.0,44.4,8,1,12.5,1,26.0,20,2022-2023
Iván Villar,es ESP,25-210,90,7,3,4,71.4,3.0,7,20,35.0,24,5,50.0,31.9,8,100.0,62.0,14,0,0.0,1,19.5,20,2022-2023
Predrag Rajković,rs SRB,27-097,90,1,0,0,100.0,1.0,21,39,53.8,28,1,85.7,57.8,15,100.0,66.3,27,1,3.7,0,3.7,20,2022-2023
Andriy Lunin,ua UKR,23-359,90,1,1,1,0.0,0.1,1,3,33.3,27,8,11.1,26.2,1,0.0,21.0,8,1,12.5,4,22.3,20,2022-2023
Paulo Gazzaniga,ar ARG,31-034,90,4,0,4,100.0,1.0,5,11,45.5,19,4,42.1,38.3,12,25.0,31.3,15,1,6.7,0,10.7,20,2022-2023
Giorgi Mamardashvili,ge GEO,22-129,90,8,1,7,87.5,1.8,3,8,37.5,24,7,16.7,26.3,8,50.0,38.6,18,1,5.6,0,9.0,20,2022-2023
Álex Remiro,es ESP,27-318,90,2,1,1,50.0,0.9,6,9,66.7,35,3,25.7,31.1,4,0.0,12.3,15,0,0.0,4,23.8,20,2022-2023
Jordi Masip,es ESP,34-033,90,4,0,4,100.0,0.8,5,13,38.5,30,6,30.0,33.9,8,50.0,40.4,9,0,0.0,1,21.5,20,2022-2023
Marc-André ter Stegen,de GER,30-281,90,1,0,1,100.0,0.0,2,5,40.0,37,3,10.8,23.6,3,33.3,30.7,5,0,0.0,0,,20,2022-2023
Yassine Bounou,ma MAR,31-306,90,7,3,4,57.1,3.4,4,13,30.8,34,4,32.4,34.3,5,40.0,35.4,21,3,14.3,0,6.0,20,2022-2023
Stole Dimitrievski,mk MKD,29-043,90,5,0,5,100.0,1.1,4,19,21.1,29,10,55.2,44.0,9,33.3,33.0,24,4,16.7,1,13.1,20,2022-2023
Fernando,es ESP,32-241,90,11,2,10,81.8,2.9,6,15,40.0,29,5,41.4,36.0,6,50.0,40.7,9,1,11.1,0,11.5,20,2022-2023
