player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-312,90,33,31,2,0,0,0,1,0,0,0,0,0,22,0,1,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,37,36,0,0,0,0,1,0,0,0,0,0,20,1,2,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,25,25,0,0,0,0,0,0,0,0,0,0,18,0,2,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,45,27,18,2,0,0,4,16,0,0,0,0,34,0,2,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,9,5,4,1,0,0,2,3,0,0,0,0,6,0,0,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,48,45,3,1,0,0,7,0,2,1,1,0,38,0,2,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,16,16,0,0,0,1,0,0,0,0,0,0,12,0,0,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,65,56,9,4,0,0,7,1,4,0,3,0,49,0,1,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,36,25,11,0,0,0,3,11,0,0,0,0,21,0,3,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,14,11,3,1,0,0,4,0,2,1,0,0,4,0,0,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,62,56,5,5,0,1,1,0,0,0,0,0,49,1,0,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,68,67,1,1,0,0,0,0,0,0,0,0,56,0,1,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,74,66,8,0,0,1,2,8,0,0,0,0,59,0,2,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,24,19,5,1,0,0,0,0,0,0,0,0,15,0,0,16,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-158,45,11,10,0,0,0,0,0,0,0,0,0,0,6,1,3,16,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-334,45,8,7,1,0,0,0,0,0,0,0,0,0,4,0,0,16,2022-2023
Iago Aspas,10,es ESP,FW,35-158,90,37,37,0,0,0,0,0,0,0,0,0,0,28,0,1,16,2022-2023
Franco Cervi,11,ar ARG,CM,28-225,89,32,29,3,0,0,1,4,0,3,1,2,0,25,0,0,16,2022-2023
   Luca de la Torre,23,us USA,CM,24-228,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2022-2023
Fran Beltrán,8,es ESP,CM,23-337,86,49,47,2,1,0,0,1,0,1,0,1,0,33,0,1,16,2022-2023
   Renato Tapia,14,pe PER,CM,27-162,4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,16,2022-2023
Gabriel Veiga,28,es ESP,CM,20-224,69,19,19,0,0,0,0,2,0,0,0,0,0,13,0,0,16,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,CM,24-192,21,9,7,2,2,0,0,1,0,0,0,0,0,6,0,0,16,2022-2023
Javi Galán,17,es ESP,LB,28-048,90,36,28,8,2,0,0,3,6,0,0,0,0,23,0,1,16,2022-2023
Unai Núñez,4,es ESP,CB,25-341,90,40,39,1,1,0,3,0,0,0,0,0,0,31,0,0,16,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-099,90,44,43,1,1,0,0,0,0,0,0,0,0,37,0,0,16,2022-2023
Óscar Mingueza,3,es ESP,CB,23-238,90,58,47,11,4,0,0,0,7,0,0,0,0,46,0,1,16,2022-2023
Hugo Mallo,2,es ESP,RB,31-198,90,29,25,3,0,0,0,0,3,0,0,0,0,22,1,0,16,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-296,90,41,29,12,5,0,0,0,0,0,0,0,0,22,0,0,16,2022-2023
Edinson Cavani,7,uy URU,FW,35-326,90,18,16,1,0,0,0,0,0,0,0,0,0,15,1,0,16,2022-2023
Samuel Lino,16,br BRA,"LW,AM",23-014,90,43,43,0,0,1,0,6,0,0,0,0,0,31,0,1,16,2022-2023
Samu Castillejo,11,es ESP,RW,27-353,55,27,27,0,0,0,0,2,0,0,0,0,0,22,0,1,16,2022-2023
   Hugo Duro,19,es ESP,AM,23-057,35,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,16,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-352,45,20,19,1,1,0,0,0,0,0,0,0,0,19,0,0,16,2022-2023
   Justin Kluivert,9,nl NED,"RW,LW",23-246,45,21,14,6,0,0,0,6,0,6,2,2,0,13,1,1,16,2022-2023
Hugo Guillamón,6,,CM,22-340,45,,,,,,,3,,,,,,,,,16,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,DM,22-221,45,42,37,5,4,1,0,4,1,0,0,0,0,32,0,1,16,2022-2023
Yunus Musah,4,us USA,"DM,RM",20-038,90,53,53,0,0,0,0,1,0,0,0,0,0,45,0,2,16,2022-2023
José Luis Gayà,14,es ESP,LB,27-226,90,76,58,18,2,0,1,16,11,5,1,3,0,58,0,3,16,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,26-018,90,79,77,2,2,0,0,0,0,0,0,0,0,69,0,0,16,2022-2023
Eray Cömert,24,ch SUI,CB,24-336,90,88,83,5,5,0,3,0,0,0,0,0,0,75,0,1,16,2022-2023
Thierry Correia,2,pt POR,RB,23-303,81,77,69,8,1,0,0,4,7,0,0,0,0,60,0,1,16,2022-2023
   Dimitri Foulquier,20,fr FRA,RB,29-289,9,13,11,2,0,0,0,4,2,0,0,0,0,8,0,0,16,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-099,90,25,20,5,1,0,0,0,0,0,0,0,0,22,0,0,16,2022-2023
Anthony Lozano,9,hn HON,FW,29-256,90,15,15,0,0,0,0,1,0,0,0,0,0,11,0,0,16,2022-2023
Brian Ocampo,14,uy URU,LW,23-195,70,13,11,2,1,0,0,2,0,1,1,0,0,8,0,2,16,2022-2023
   José Mari,6,es ESP,DM,35-031,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2022-2023
