player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Martin Braithwaite,17,dk DEN,FW,31-230,80,13,12,1,0,0,0,2,0,0,0,0,0,7,0,0,18,2022-2023
   Rubén,27,es ESP,FW,21-351,10,6,6,0,0,0,0,2,0,0,0,0,0,5,0,0,18,2022-2023
Joselu,9,es ESP,FW,32-300,90,35,35,0,0,0,0,2,0,0,0,0,0,25,0,2,18,2022-2023
Javi Puado,7,es ESP,LM,24-241,80,13,12,1,0,0,0,0,1,0,0,0,0,7,0,2,18,2022-2023
   Nico Ribaudo,21,es ESP,LM,21-285,10,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1,18,2022-2023
Sergi Darder,10,es ESP,CM,29-030,90,34,26,8,2,1,1,9,1,5,2,2,0,22,0,3,18,2022-2023
Vinicius Souza,12,br BRA,CM,23-218,90,22,22,0,0,0,0,0,0,0,0,0,0,18,0,0,18,2022-2023
Aleix Vidal,22,es ESP,RM,33-153,71,23,23,0,0,0,0,2,0,0,0,0,0,15,0,1,18,2022-2023
   Fernando Calero,5,es ESP,RM,27-129,19,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2022-2023
Brian Oliván,14,es ESP,LB,28-295,90,37,26,10,1,0,1,4,7,2,0,2,0,19,1,1,18,2022-2023
Leandro Cabrera,4,uy URU,CB,31-218,90,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0,18,2022-2023
César Montes,23,mx MEX,CB,25-331,90,20,18,2,2,0,1,0,0,0,0,0,0,15,0,0,18,2022-2023
Óscar Gil,2,es ESP,RB,25-270,90,37,23,13,0,0,0,2,13,0,0,0,0,29,1,2,18,2022-2023
Álvaro Fernández,25,es ESP,GK,24-283,90,32,22,10,4,0,0,0,0,0,0,0,0,21,0,0,18,2022-2023
Borja Iglesias,9,es ESP,FW,30-004,90,20,19,1,0,0,0,0,0,0,0,0,0,16,0,2,18,2022-2023
Andrés Guardado,18,mx MEX,"LW,DM",36-115,73,38,35,3,0,0,0,0,3,0,0,0,0,32,0,2,18,2022-2023
   Joaquín,17,es ESP,"RW,AM",41-184,17,18,17,1,0,0,0,1,0,1,1,0,0,14,0,1,18,2022-2023
Luiz Henrique,11,br BRA,RW,22-019,80,26,25,1,0,0,0,0,1,0,0,0,0,24,0,0,18,2022-2023
   Willian José,12,br BRA,AM,31-059,10,4,4,0,0,0,1,0,0,0,0,0,0,3,0,0,18,2022-2023
Sergio Canales,10,es ESP,"AM,DM",31-339,90,84,78,6,3,0,0,7,0,2,0,2,0,73,0,1,18,2022-2023
William Carvalho,14,pt POR,DM,30-289,90,94,92,1,1,1,2,0,0,0,0,0,0,86,1,0,18,2022-2023
Guido Rodríguez,5,ar ARG,DM,28-284,59,36,33,3,3,0,1,0,0,0,0,0,0,31,0,0,18,2022-2023
   Rodri,28,es ESP,LW,22-250,31,21,20,1,1,0,0,5,0,0,0,0,0,15,0,1,18,2022-2023
Abner,20,br BRA,LB,22-239,80,69,60,9,1,0,0,1,8,0,0,0,0,59,0,3,18,2022-2023
   Juan Miranda,33,es ESP,LB,23-002,10,12,9,3,0,0,0,2,2,1,0,1,0,6,0,2,18,2022-2023
Édgar González,3,es ESP,CB,25-295,90,79,79,0,0,0,0,0,0,0,0,0,0,75,0,0,18,2022-2023
Germán Pezzella,16,ar ARG,CB,31-208,90,69,67,2,2,0,2,0,0,0,0,0,0,63,0,0,18,2022-2023
Aitor Ruibal,24,es ESP,RB,26-305,90,63,51,12,2,0,1,3,10,0,0,0,0,55,0,0,18,2022-2023
Claudio Bravo,1,cl CHI,GK,39-283,90,30,20,10,4,0,0,0,0,0,0,0,0,23,0,0,18,2022-2023
Álvaro Morata,19,es ESP,FW,30-090,74,26,25,1,0,1,0,0,0,0,0,0,0,14,0,0,18,2022-2023
   Memphis,9,nl NED,FW,28-342,16,12,12,0,0,1,0,0,0,0,0,0,0,11,0,0,18,2022-2023
Antoine Griezmann,8,fr FRA,LM,31-306,55,42,40,1,1,1,3,0,0,0,0,0,0,39,1,0,18,2022-2023
   Yannick Carrasco,21,be BEL,LM,29-139,35,16,12,4,0,0,0,1,2,2,1,0,0,12,0,0,18,2022-2023
Thomas Lemar,11,fr FRA,CM,27-070,58,45,45,0,0,1,0,0,0,0,0,0,0,37,0,3,18,2022-2023
   Geoffrey Kondogbia,4,cf CTA,DM,29-340,32,23,23,0,0,0,1,0,0,0,0,0,0,20,0,0,18,2022-2023
Marcos Llorente,14,es ESP,CM,27-356,55,34,34,0,0,0,0,2,0,0,0,0,0,29,0,1,18,2022-2023
   Rodrigo De Paul,5,ar ARG,CM,28-242,35,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0,18,2022-2023
Ángel Correa,10,ar ARG,RM,27-318,90,39,36,3,0,1,0,2,1,2,0,1,0,31,0,1,18,2022-2023
Koke,6,es ESP,"DM,CM",31-013,74,63,62,1,1,0,1,0,0,0,0,0,0,60,0,0,18,2022-2023
   Saúl Ñíguez,17,es ESP,CM,28-061,16,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,18,2022-2023
Reinildo Mandava,23,mz MOZ,LB,29-000,90,44,34,10,0,0,1,0,10,0,0,0,0,41,0,1,18,2022-2023
Mario Hermoso,22,es ESP,CB,27-217,90,42,40,2,2,0,0,0,0,0,0,0,0,36,0,0,18,2022-2023
Axel Witsel,20,be BEL,CB,34-009,90,42,41,1,1,0,0,0,0,0,0,0,0,36,0,2,18,2022-2023
Nahuel Molina,16,ar ARG,RB,24-290,90,65,58,7,0,2,0,3,7,0,0,0,0,51,0,2,18,2022-2023
Jan Oblak,13,si SVN,GK,30-014,90,27,14,13,2,0,0,0,0,0,0,0,0,16,0,0,18,2022-2023
Sergio León,7,es ESP,FW,34-015,74,15,14,1,0,0,0,1,0,0,0,0,0,11,0,2,18,2022-2023
   Roque Mesa,17,es ESP,FW,33-228,16,15,13,2,2,0,0,0,0,0,0,0,0,12,0,0,18,2022-2023
Shon Weissman,9,il ISR,FW,26-341,90,13,10,3,0,0,0,0,0,0,0,0,0,9,0,1,18,2022-2023
Óscar Plano,10,es ESP,CM,31-344,90,48,47,1,0,0,0,2,1,0,0,0,0,39,0,2,18,2022-2023
Álvaro Aguado,6,es ESP,CM,26-265,90,84,81,3,3,1,4,1,0,0,0,0,0,76,0,0,18,2022-2023
Kike Pérez,4,es ESP,CM,25-341,74,48,44,4,2,0,2,3,2,0,0,0,0,37,0,2,18,2022-2023
   Sergi Guardiola,16,es ESP,CM,31-237,16,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,18,2022-2023
Lucas Olaza,12,uy URU,LB,28-184,59,33,27,6,1,0,0,6,4,1,0,1,0,24,0,3,18,2022-2023
   Gonzalo Plata,11,ec ECU,LB,22-081,31,19,16,3,0,0,0,0,3,0,0,0,0,16,0,0,18,2022-2023
David Torres,32,es ESP,CB,19-322,90,71,67,3,1,0,0,1,2,0,0,0,0,53,1,4,18,2022-2023
Jawad El Yamiq,15,ma MAR,CB,30-326,90,77,77,0,0,0,0,0,0,0,0,0,0,73,0,0,18,2022-2023
Javi Sánchez,5,es ESP,CB,25-313,68,55,54,1,1,0,1,0,0,0,0,0,0,47,0,0,18,2022-2023
   Lucas Oliveira Rosa,39,br BRA,CB,22-293,22,22,21,1,0,1,0,1,1,0,0,0,0,20,0,0,18,2022-2023
Luis Pérez,2,es ESP,RB,27-351,59,30,26,4,1,0,0,3,3,0,0,0,0,25,0,1,18,2022-2023
   Iván Fresneda,27,es ESP,RB,18-115,31,32,31,1,0,0,0,0,1,0,0,0,0,30,0,0,18,2022-2023
Jordi Masip,1,es ESP,GK,34-018,90,42,33,9,2,0,0,0,0,0,0,0,0,32,0,0,18,2022-2023
Youssef En-Nesyri,15,ma MAR,FW,25-234,78,11,10,1,0,0,0,0,0,0,0,0,0,9,0,0,18,2022-2023
   Rafa Mir,12,es ESP,FW,25-217,12,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2022-2023
Ivan Rakitić,10,hr CRO,AM,34-317,90,86,78,8,3,0,3,10,1,4,1,3,0,72,0,1,18,2022-2023
Óliver Torres,21,es ESP,AM,28-072,78,52,48,4,2,0,2,5,1,1,0,0,0,41,0,0,18,2022-2023
   Suso,7,es ESP,AM,29-063,12,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,18,2022-2023
Joan Jordán,8,es ESP,CM,28-199,90,86,85,0,0,0,3,0,0,0,0,0,0,77,1,1,18,2022-2023
Fernando,20,br BRA,CM,35-180,73,59,58,0,0,0,2,0,0,0,0,0,0,50,1,0,18,2022-2023
   Gonzalo Montiel,2,ar ARG,CM,26-020,17,18,16,2,0,0,0,0,2,0,0,0,0,14,0,0,18,2022-2023
Érik Lamela,17,ar ARG,WB,30-323,73,46,41,4,1,0,0,5,0,3,0,1,0,37,1,2,18,2022-2023
   Lucas Ocampos,5,ar ARG,WB,28-194,17,12,10,1,0,0,0,0,1,0,0,0,0,8,1,1,18,2022-2023
Jesús Navas,16,es ESP,WB,37-061,90,75,59,16,0,0,1,10,16,0,0,0,0,54,0,2,18,2022-2023
Karim Rekik,4,nl NED,CB,28-050,90,84,71,13,2,0,0,0,11,0,0,0,0,80,0,0,18,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-066,90,83,83,0,0,0,0,0,0,0,0,0,0,78,0,0,18,2022-2023
Loïc Bade,22,fr FRA,CB,22-285,90,90,88,0,0,0,0,2,0,0,0,0,0,76,2,2,18,2022-2023
Yassine Bounou,13,ma MAR,GK,31-291,90,31,24,7,2,0,0,0,0,0,0,0,0,29,0,0,18,2022-2023
Anthony Lozano,9,hn HON,FW,29-271,90,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0,18,2022-2023
Rubén Sobrino,7,es ESP,FW,30-234,80,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1,18,2022-2023
   Santiago Arzamendia,21,py PAR,FW,24-261,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022-2023
Brian Ocampo,14,uy URU,LM,23-210,69,11,9,1,0,0,0,2,0,1,1,0,0,6,1,1,18,2022-2023
   Youba Diarra,12,ml MLI,LM,24-303,21,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,18,2022-2023
Álex Fernández,8,es ESP,CM,30-098,90,26,25,1,1,0,1,0,0,0,0,0,0,20,0,1,18,2022-2023
Rubén Alcaraz,4,es ESP,CM,31-265,89,25,25,0,0,0,0,0,0,0,0,0,0,17,0,2,18,2022-2023
   Álvaro Negredo,18,es ESP,CM,37-154,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2022-2023
Theo Bongonda,10,cd COD,RM,27-062,69,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,18,2022-2023
   Iván Alejo,11,es ESP,RM,27-345,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022-2023
Alfonso Espino,22,uy URU,LB,31-016,90,27,15,12,3,0,1,1,9,0,0,0,0,18,0,0,18,2022-2023
Mamadou Mbaye,5,sn SEN,CB,24-207,90,20,19,1,1,0,0,0,0,0,0,0,0,13,0,0,18,2022-2023
Luis Hernández,23,es ESP,CB,33-282,90,27,22,5,4,0,2,0,1,0,0,0,0,21,0,0,18,2022-2023
Isaac Carcelen,20,es ESP,RB,29-273,90,25,20,5,1,0,1,1,4,0,0,0,0,17,0,0,18,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-342,90,40,19,21,10,0,0,0,0,0,0,0,0,13,0,0,18,2022-2023
Gerard Moreno,7,es ESP,FW,30-290,90,25,23,1,0,0,0,0,0,0,0,0,0,19,1,1,18,2022-2023
Yeremi Pino,21,es ESP,LW,20-094,80,23,23,0,0,0,0,1,0,0,0,0,0,13,0,5,18,2022-2023
   José Luis Morales,22,es ESP,LW,35-183,10,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0,18,2022-2023
Samuel Chukwueze,11,ng NGA,RW,23-245,85,38,37,1,0,0,1,3,0,1,1,0,0,30,0,1,18,2022-2023
   Diego Collado,27,es ESP,RW,22-013,5,4,4,0,0,0,0,2,0,0,0,0,0,2,0,1,18,2022-2023
Alex Baena,16,es ESP,LM,21-186,90,47,47,0,0,1,0,3,0,0,0,0,0,37,0,2,18,2022-2023
Daniel Parejo,10,es ESP,CM,33-281,90,94,86,8,6,0,1,5,0,2,1,1,0,79,0,1,18,2022-2023
Étienne Capoue,6,fr FRA,RM,34-195,80,39,39,0,0,0,0,1,0,0,0,0,0,35,0,1,18,2022-2023
   Manu Trigueros,14,es ESP,RM,31-097,10,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2022-2023
Johan Mojica,12,co COL,LB,30-154,85,53,44,9,1,0,0,3,8,0,0,0,0,50,0,0,18,2022-2023
   Alberto Moreno,18,es ESP,LB,30-201,5,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,18,2022-2023
Pau Torres,4,es ESP,CB,26-006,90,111,104,7,6,0,2,0,1,0,0,0,0,104,0,0,18,2022-2023
Jorge Cuenca,5,es ESP,CB,23-066,60,64,63,1,1,0,0,0,0,0,0,0,0,59,0,0,18,2022-2023
   Mamadou Fall,33,sn SEN,RB,20-062,30,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1,18,2022-2023
Aïssa Mandi,23,dz ALG,"RB,CB",31-092,90,73,70,3,1,0,1,0,2,0,0,0,0,66,0,1,18,2022-2023
Pepe Reina,1,es ESP,GK,40-144,90,39,32,7,2,0,1,0,0,0,0,0,0,35,0,0,18,2022-2023
Cristhian Stuani,7,uy URU,FW,36-102,63,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,18,2022-2023
   Valentín Castellanos,9,ar ARG,FW,24-111,27,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,18,2022-2023
Rodrigo Riquelme,17,es ESP,LW,22-295,90,28,27,1,1,0,0,3,0,0,0,0,0,20,0,0,18,2022-2023
Toni Villa,12,es ESP,RW,28-015,74,16,15,0,0,0,0,3,0,0,0,0,0,10,1,0,18,2022-2023
   Valery Fernández,11,es ESP,"LB,RW",23-060,16,6,4,2,1,0,0,0,1,0,0,0,0,5,0,0,18,2022-2023
Iván Martín,23,es ESP,AM,23-342,63,22,22,0,0,0,0,1,0,0,0,0,0,11,0,4,18,2022-2023
   Yangel Herrera,21,ve VEN,"RW,AM",25-008,27,8,7,1,1,0,0,0,0,0,0,0,0,6,0,1,18,2022-2023
Aleix García,14,es ESP,DM,25-208,74,25,18,7,4,0,1,3,1,2,1,1,0,21,0,1,18,2022-2023
   Borja García,24,es ESP,DM,32-081,16,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2022-2023
Oriol Romeu,18,es ESP,DM,31-120,90,31,28,3,3,0,1,0,0,0,0,0,0,24,0,0,18,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-179,80,30,22,8,1,1,0,1,7,0,0,0,0,19,0,2,18,2022-2023
   Juanpe,15,es ESP,CB,31-267,10,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2022-2023
Bernardo Espinosa,2,co COL,CB,33-195,90,23,21,2,2,0,0,0,0,0,0,0,0,18,0,0,18,2022-2023
Santiago Bueno,22,uy URU,CB,24-074,77,15,14,1,1,0,1,0,0,0,0,0,0,12,0,0,18,2022-2023
Arnau Martinez,4,es ESP,RB,19-272,90,32,20,9,3,0,0,0,6,0,0,0,0,20,3,1,18,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-020,90,43,24,18,5,0,0,0,0,0,0,0,0,31,1,0,18,2022-2023
Lucas Boyé,9,ar ARG,FW,26-328,86,19,17,2,0,0,0,1,0,0,0,0,0,15,0,2,18,2022-2023
   Roger Martí,18,es ESP,FW,32-019,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022-2023
