player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Iago Aspas,10,es ESP,FW,35-032,90,27,27,0,0,1,1,2,0,0,0,0,0,20,0,0,4,2022-2023
Carles Pérez,7,es ESP,FW,24-198,45,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,4,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-208,45,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,LM,24-066,66,35,31,4,2,0,0,4,0,2,0,2,0,26,0,0,4,2022-2023
   Augusto Solari,21,ar ARG,"LM,RM",30-242,24,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,4,2022-2023
Fran Beltrán,8,es ESP,"CM,DM",23-211,82,67,63,4,4,0,0,1,0,0,0,0,0,63,0,0,4,2022-2023
   Luca de la Torre,23,us USA,CM,24-102,8,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2022-2023
Franco Cervi,11,ar ARG,"RM,LM",28-099,90,38,38,0,0,0,0,2,0,0,0,0,0,31,0,0,4,2022-2023
Renato Tapia,14,pe PER,DM,27-036,45,31,31,0,0,0,1,1,0,0,0,0,0,29,0,0,4,2022-2023
   Gabriel Veiga,28,es ESP,"CM,DM",20-098,45,26,25,1,0,0,0,0,0,0,0,0,0,24,0,1,4,2022-2023
Javi Galán,17,es ESP,LB,27-287,90,59,49,9,0,0,1,3,9,0,0,0,0,44,1,0,4,2022-2023
Unai Núñez,4,es ESP,CB,25-215,90,74,71,3,3,0,2,0,0,0,0,0,0,64,0,0,4,2022-2023
Joseph Aidoo,15,gh GHA,CB,26-338,90,74,70,2,2,0,0,0,0,0,0,0,0,58,2,3,4,2022-2023
Hugo Mallo,2,es ESP,RB,31-072,82,51,40,11,6,0,0,2,5,0,0,0,0,44,0,1,4,2022-2023
   Óscar Mingueza,3,es ESP,RB,23-112,8,4,2,2,0,0,0,0,2,0,0,0,0,3,0,0,4,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-170,90,44,29,14,7,0,0,0,0,0,0,0,0,32,1,0,4,2022-2023
Anthony Lozano,9,hn HON,FW,29-130,62,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1,4,2022-2023
   Lucas Pérez,15,es ESP,FW,33-357,28,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0,4,2022-2023
Blanco,36,,AM,22-041,73,,,,,,,0,,,,,,,,,4,2022-2023
   Álvaro Giménez,19,es ESP,FW,31-106,17,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2022-2023
Brian Ocampo,14,uy URU,LM,23-069,73,20,20,0,0,0,0,3,0,0,0,0,0,15,0,0,4,2022-2023
   Álex Fernández,8,es ESP,CM,29-322,17,18,17,1,1,0,0,0,0,0,0,0,0,16,0,0,4,2022-2023
Tomás Alarcón,12,cl CHI,CM,23-226,90,40,36,4,2,0,1,4,0,2,1,1,0,31,0,0,4,2022-2023
Iván Alejo,11,es ESP,RM,27-204,62,18,17,1,0,0,0,1,1,0,0,0,0,12,0,1,4,2022-2023
   Rubén Sobrino,7,es ESP,RM,30-093,28,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0,4,2022-2023
Fede San Emeterio,24,es ESP,DM,25-170,62,37,34,3,3,0,0,0,0,0,0,0,0,29,0,0,4,2022-2023
   Theo Bongonda,10,cd COD,"LM,DM",26-286,28,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,4,2022-2023
Alfonso Espino,22,uy URU,LB,30-240,90,52,44,8,1,0,0,1,7,0,0,0,0,37,0,2,4,2022-2023
Víctor Chust,32,es ESP,CB,22-181,90,44,42,2,2,0,1,0,0,0,0,0,0,37,0,0,4,2022-2023
Luis Hernández,23,es ESP,CB,33-141,90,53,44,9,4,0,1,0,5,0,0,0,0,45,0,0,4,2022-2023
Joseba Zaldúa,2,es ESP,RB,30-070,90,50,37,12,1,0,0,3,11,0,0,0,0,38,1,3,4,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-201,90,17,10,7,3,0,0,0,0,0,0,0,0,6,0,0,4,2022-2023
Vedat Muriqi,7,xk KVX,FW,28-132,90,23,23,0,0,0,0,1,0,0,0,0,0,17,0,1,4,2022-2023
Lee Kang-in,19,kr KOR,FW,21-196,90,44,35,9,3,0,2,11,0,5,2,3,0,33,0,3,4,2022-2023
Dani Rodríguez,14,es ESP,CM,34-089,72,28,26,2,1,0,3,1,0,1,0,0,0,25,0,1,4,2022-2023
   Abdón Prats,9,es ESP,CM,29-270,18,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2022-2023
Rodrigo Battaglia,16,ar ARG,CM,31-053,89,49,48,1,1,0,0,1,0,0,0,0,0,45,0,0,4,2022-2023
   Iñigo Ruiz de Galarreta,4,es ESP,CM,29-028,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2022-2023
Antonio Sánchez,10,es ESP,CM,25-245,59,20,18,2,0,0,0,1,1,0,0,0,0,18,0,0,4,2022-2023
   Clément Grenier,8,fr FRA,CM,31-239,31,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,4,2022-2023
Jaume Costa,18,es ESP,LB,34-169,90,52,43,9,1,0,0,2,8,0,0,0,0,42,0,1,4,2022-2023
Copete,6,es ESP,CB,22-328,90,45,43,2,1,0,0,0,1,0,0,0,0,37,0,1,4,2022-2023
Antonio Raillo,21,es ESP,CB,30-330,90,52,50,2,2,0,0,0,0,0,0,0,0,45,0,0,4,2022-2023
Martin Valjent,24,sk SVK,CB,26-266,90,42,41,0,0,0,0,0,0,0,0,0,0,39,1,0,4,2022-2023
Pablo Maffeo,15,es ESP,RB,25-053,90,40,36,4,0,0,0,2,4,0,0,0,0,29,0,2,4,2022-2023
Predrag Rajković,1,rs SRB,GK,26-307,90,29,17,12,2,0,1,0,0,0,0,0,0,18,0,0,4,2022-2023
Valentín Castellanos,9,ar ARG,FW,23-335,77,11,9,1,0,0,0,0,0,0,0,0,0,5,1,0,4,2022-2023
   Manu Vallejo,25,es ESP,FW,25-201,13,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,4,2022-2023
Rodrigo Riquelme,17,es ESP,"LW,RW",22-154,78,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0,4,2022-2023
   Samuel Sáiz,10,es ESP,RW,31-224,12,14,13,1,0,0,0,1,0,0,0,0,0,9,0,1,4,2022-2023
Reinier,19,br BRA,RW,20-227,64,14,13,1,1,0,0,0,0,0,0,0,0,13,0,0,4,2022-2023
   Toni Villa,12,es ESP,LW,27-239,26,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0,4,2022-2023
Miguel Gutiérrez,3,es ESP,LM,21-038,89,44,37,7,0,0,0,1,7,0,0,0,0,39,0,0,4,2022-2023
   Bernardo Espinosa,2,co COL,LM,33-054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2022-2023
Aleix García,14,es ESP,CM,25-067,90,42,36,6,3,0,0,4,0,3,2,1,0,36,0,0,4,2022-2023
Oriol Romeu,18,es ESP,CM,30-344,90,33,31,2,2,0,0,0,0,0,0,0,0,27,0,1,4,2022-2023
Arnau Martinez,4,es ESP,RM,19-131,90,37,22,15,2,0,0,1,13,0,0,0,0,28,0,0,4,2022-2023
Juanpe,15,es ESP,CB,31-126,90,61,54,6,3,0,0,0,0,0,0,0,0,54,1,1,4,2022-2023
David López,5,es ESP,CB,32-329,89,46,44,2,2,0,0,0,0,0,0,0,0,41,0,0,4,2022-2023
   Javi Hernández ,16,es ESP,CB,24-124,1,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,4,2022-2023
Santiago Bueno,22,uy URU,CB,23-298,90,50,46,4,4,0,0,0,0,0,0,0,0,41,0,1,4,2022-2023
Juan Carlos,1,es ESP,GK,34-226,90,34,27,7,3,0,0,0,0,0,0,0,0,28,0,0,4,2022-2023
Karim Benzema,9,fr FRA,FW,34-258,90,51,47,4,1,1,0,0,0,1,0,0,0,46,0,0,4,2022-2023
Vinicius Júnior,20,br BRA,LW,22-053,90,46,44,2,0,0,1,3,1,1,0,0,0,36,0,0,4,2022-2023
Rodrygo,21,br BRA,RW,21-237,79,19,17,2,0,0,0,2,2,0,0,0,0,13,0,1,4,2022-2023
   Dani Ceballos,19,es ESP,RM,26-027,11,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,4,2022-2023
Eduardo Camavinga,12,fr FRA,LM,19-297,62,38,37,1,1,0,0,0,0,0,0,0,0,36,0,0,4,2022-2023
   Federico Valverde,15,uy URU,"RM,RW",24-043,28,26,26,0,0,0,0,0,0,0,0,0,0,24,0,1,4,2022-2023
