player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Rafa Mir,12,es ESP,FW,25-343,90,13,10,3,0,0,0,0,0,0,0,0,0,12,0,0,37,2022-2023
Bryan Gil,25,es ESP,LW,22-105,61,18,17,1,0,0,0,2,1,0,0,0,0,13,0,1,37,2022-2023
   Joan Jordán,8,es ESP,DM,28-325,29,12,10,2,2,0,0,1,0,0,0,0,0,10,0,0,37,2022-2023
Érik Lamela,17,ar ARG,RW,31-084,73,28,28,0,0,0,0,0,0,0,0,0,0,21,0,0,37,2022-2023
   Jesús Corona,9,mx MEX,LW,30-141,17,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1,37,2022-2023
Papu Gómez,24,ar ARG,"AM,LW",35-101,73,28,28,0,0,0,0,3,0,0,0,0,0,23,0,0,37,2022-2023
   Óliver Torres,21,es ESP,"DM,AM",28-198,17,10,10,0,0,0,1,1,0,0,0,0,0,9,0,0,37,2022-2023
Ivan Rakitić,10,hr CRO,DM,35-078,61,29,27,2,1,0,0,4,0,1,0,1,0,21,0,0,37,2022-2023
   Suso,7,es ESP,"RW,AM",29-189,29,10,10,0,0,0,0,2,0,0,0,0,0,5,0,1,37,2022-2023
Manuel Sebastián,43,es ESP,"DM,LB",18-304,90,36,34,2,2,0,0,0,0,0,0,0,0,30,0,0,37,2022-2023
Marcos Acuña,19,ar ARG,LB,31-211,82,43,34,9,1,0,0,3,8,0,0,0,0,30,0,0,37,2022-2023
Karim Rekik,4,nl NED,CB,28-176,90,41,41,0,0,0,0,0,0,0,0,0,0,37,0,0,37,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-192,80,31,29,2,2,0,0,0,0,0,0,0,0,25,0,0,37,2022-2023
   Loïc Bade,22,fr FRA,CB,23-046,10,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,37,2022-2023
Gonzalo Montiel,2,ar ARG,RB,26-146,90,42,37,5,1,0,0,0,4,0,0,0,0,35,0,1,37,2022-2023
Yassine Bounou,13,ma MAR,GK,32-052,90,28,17,10,3,0,0,0,0,0,0,0,0,20,1,0,37,2022-2023
Rodrygo,21,br BRA,"FW,LW",22-138,80,25,24,1,0,0,1,0,0,0,0,0,0,23,0,0,37,2022-2023
