player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Marko Dmitrović,rs SRB,31-073,90,4,2,2,50.0,1.3,5,24,20.8,21,2,81.0,58.0,7,100.0,71.4,17,1,5.9,0,12.0,28,2022-2023
Iván Villar,es ESP,25-272,90,2,2,0,0.0,1.1,3,6,50.0,19,9,15.8,28.2,7,42.9,35.0,20,0,0.0,0,11.0,28,2022-2023
Aitor Fernández,es ESP,31-340,90,1,1,0,0.0,0.2,4,6,66.7,20,1,20.0,28.3,7,28.6,33.1,6,0,0.0,0,3.0,28,2022-2023
Édgar Badía,es ESP,31-055,90,6,2,4,66.7,1.2,4,17,23.5,28,3,39.3,38.9,17,35.3,33.0,31,2,6.5,0,9.5,28,2022-2023
Fernando Pacheco,es ESP,30-325,90,7,2,5,71.4,2.5,8,14,57.1,39,3,30.8,29.6,7,28.6,29.6,14,1,7.1,2,13.5,28,2022-2023
Unai Simón,es ESP,25-301,90,2,1,1,50.0,1.0,6,14,42.9,36,4,22.2,32.8,7,85.7,56.4,17,0,0.0,2,17.3,28,2022-2023
Álex Remiro,es ESP,28-015,90,4,0,4,100.0,0.5,5,16,31.3,38,0,39.5,36.3,2,50.0,47.0,14,0,0.0,3,21.0,28,2022-2023
David Soria,es ESP,30-004,90,6,2,3,66.7,2.9,11,27,40.7,27,2,85.2,51.9,5,80.0,49.8,7,0,0.0,0,,28,2022-2023
Thibaut Courtois,be BEL,30-332,90,8,3,5,62.5,1.9,2,8,25.0,32,6,21.9,28.1,3,33.3,32.0,13,1,7.7,1,18.6,28,2022-2023
Pepe Reina,es ESP,40-220,90,4,2,3,50.0,1.1,3,10,30.0,19,7,21.1,30.8,13,46.2,39.3,8,0,0.0,0,4.0,28,2022-2023
Jordi Masip,es ESP,34-096,90,6,3,3,66.7,2.3,4,8,50.0,24,7,33.3,31.4,1,0.0,20.0,10,0,0.0,0,13.0,28,2022-2023
Predrag Rajković,rs SRB,27-160,90,6,3,3,50.0,1.4,14,26,53.8,26,2,76.9,54.0,6,100.0,70.7,12,0,0.0,0,,28,2022-2023
Rui Silva,pt POR,29-061,90,4,2,2,75.0,2.4,4,13,30.8,17,4,41.2,30.9,8,75.0,45.6,15,1,6.7,0,12.5,28,2022-2023
David Gil,es ESP,29-088,90,2,0,2,100.0,0.3,5,13,38.5,18,3,38.9,34.6,8,75.0,55.9,13,0,0.0,1,18.3,28,2022-2023
Fernando,es ESP,32-303,90,3,1,2,66.7,0.4,3,13,23.1,14,5,57.1,40.5,13,38.5,42.2,34,3,8.8,0,7.0,28,2022-2023
Giorgi Mamardashvili,ge GEO,22-192,90,4,2,2,50.0,0.9,4,12,33.3,14,1,50.0,35.7,5,100.0,68.0,6,0,0.0,1,16.3,28,2022-2023
Stole Dimitrievski,mk MKD,29-105,90,4,2,2,50.0,1.2,1,9,11.1,18,6,33.3,37.8,10,30.0,33.8,6,0,0.0,3,22.3,28,2022-2023
Jan Oblak,si SVN,30-092,90,3,1,2,66.7,0.7,6,18,33.3,17,5,52.9,40.6,16,56.3,45.4,19,0,0.0,0,10.0,28,2022-2023
Marc-André ter Stegen,de GER,30-345,90,0,0,0,,0.0,8,10,80.0,29,2,27.6,29.4,5,40.0,34.4,8,0,0.0,2,19.7,28,2022-2023
Paulo Gazzaniga,ar ARG,31-098,90,3,0,3,100.0,0.5,8,30,26.7,37,3,59.5,44.7,11,72.7,52.8,32,4,12.5,5,19.2,28,2022-2023
