player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Quique,7,es ESP,"FW,RW",30-061,78,0,0,0,0,1,0,0,0,31,0,0,1,0.0,0.0,0.1,2,0,12,20,60.0,2,14,2,0,0,37,2019-2020
   Sergi Enrich,9,es ESP,RW,30-141,12,0,0,0,0,1,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,6,83.3,0,6,1,1,1,37,2019-2020
Pablo de Blasis,16,ar ARG,LW,32-163,90,1,0,1,1,1,0,1,0,53,1,1,0,0.8,0.0,0.5,2,0,26,43,60.5,6,28,3,1,0,37,2019-2020
Pedro León,21,es ESP,"RW,RM",33-235,79,0,1,0,0,2,1,0,0,25,0,0,1,0.6,0.6,0.2,2,1,13,20,65.0,0,11,0,1,1,37,2019-2020
   Sebastián Cristóforo,18,uy URU,RM,26-328,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,1,3,0,0,0,37,2019-2020
Takashi Inui,22,jp JPN,AM,32-044,64,1,0,0,0,3,2,0,0,18,0,0,1,1.0,1.0,0.0,1,0,9,12,75.0,3,12,2,0,0,37,2019-2020
   Charles,19,br BRA,"FW,AM",36-103,26,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,1,6,8,75.0,1,6,0,0,0,37,2019-2020
Edu Expósito,10,es ESP,"DM,CM",23-350,90,0,0,0,0,2,2,0,0,54,1,1,0,0.1,0.1,0.0,3,0,37,45,82.2,4,25,0,0,0,37,2019-2020
Sergio Álvarez,6,es ESP,DM,28-175,45,0,0,0,0,0,0,1,0,24,3,0,0,0.0,0.0,0.0,0,0,12,17,70.6,1,5,0,1,1,37,2019-2020
   Papakouli Diop,8,sn SEN,"DM,LM",34-119,45,0,0,0,0,0,0,0,0,19,2,0,2,0.0,0.0,0.0,1,0,10,12,83.3,1,6,0,0,0,37,2019-2020
Rafa Soares,11,pt POR,LB,25-068,90,0,0,0,0,0,0,1,0,57,0,1,0,0.0,0.0,0.1,2,0,33,49,67.3,4,17,0,1,0,37,2019-2020
Pedro Bigas,3,es ESP,CB,29-305,90,1,0,0,0,1,1,0,0,53,2,2,1,0.2,0.2,0.0,0,0,29,45,64.4,2,22,0,0,0,37,2019-2020
Paulo Oliveira,12,pt POR,CB,28-190,47,0,0,0,0,0,0,0,0,28,1,1,2,0.0,0.0,0.0,0,0,12,19,63.2,1,11,1,0,0,37,2019-2020
   Esteban Burgos,2,ar ARG,CB,28-189,43,0,0,0,0,0,0,1,0,27,1,1,1,0.0,0.0,0.0,0,0,13,20,65.0,1,10,0,1,1,37,2019-2020
Álvaro Tejero,24,es ESP,RB,23-362,90,0,0,0,0,1,0,0,0,60,5,1,0,0.0,0.0,0.0,3,1,34,46,73.9,4,28,2,4,3,37,2019-2020
Yoel,13,es ESP,GK,31-323,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,1,19,30,63.3,0,15,0,0,0,37,2019-2020
Enes Ünal,9,tr TUR,FW,23-067,90,0,0,0,0,3,1,0,0,32,1,0,0,0.2,0.2,0.1,6,0,14,20,70.0,4,23,3,2,2,37,2019-2020
Sandro Ramírez,20,es ESP,"LM,FW",25-007,90,0,0,0,0,3,2,0,0,41,0,1,1,0.4,0.4,0.1,2,0,21,30,70.0,6,25,2,2,1,37,2019-2020
Toni Villa,19,es ESP,LM,25-191,45,0,0,0,0,1,0,0,0,24,0,0,1,0.0,0.0,0.0,0,0,9,18,50.0,4,22,2,4,2,37,2019-2020
   Sergi Guardiola,7,es ESP,FW,29-048,45,1,0,0,1,4,2,0,0,33,2,0,0,1.0,0.1,0.0,4,1,10,16,62.5,3,19,1,3,2,37,2019-2020
Fede San Emeterio,16,es ESP,CM,23-122,90,0,0,0,0,0,0,0,0,31,0,1,0,0.0,0.0,0.3,1,0,19,27,70.4,4,12,0,0,0,37,2019-2020
Matheus Fernandes,8,br BRA,CM,22-016,90,0,0,0,0,1,0,0,0,47,2,0,0,0.3,0.3,0.0,0,0,28,41,68.3,4,28,0,1,1,37,2019-2020
Pablo Hervías,11,es ESP,RM,27-130,60,0,0,0,0,1,1,0,0,36,2,0,1,0.0,0.0,0.3,1,0,17,30,56.7,1,19,0,2,2,37,2019-2020
   Víctor García,35,es ESP,RM,23-197,30,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.1,4,0,14,16,87.5,1,10,0,3,3,37,2019-2020
Nacho,22,es ESP,LB,31-131,90,0,0,0,0,1,1,0,0,53,1,0,0,0.0,0.0,0.1,2,0,37,49,75.5,3,30,1,2,1,37,2019-2020
