player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Luuk de Jong,19,nl NED,FW,29-289,70,0,0,0,0,2,1,0,0,25,0,0,2,0.1,0.1,0.0,3,1,9,17,52.9,2,9,1,2,2,28,2019-2020
   Youssef En-Nesyri,15,ma MAR,FW,23-010,20,0,0,0,0,0,0,0,0,9,1,0,1,0.0,0.0,0.0,0,0,1,4,25.0,0,4,1,1,0,28,2019-2020
Lucas Ocampos,5,ar ARG,RW,25-336,70,1,1,1,1,3,1,0,0,34,5,0,1,0.9,0.1,0.3,3,1,12,17,70.6,2,20,5,6,2,28,2019-2020
   Éver Banega,10,ar ARG,AM,31-348,20,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,1,3,0,0,0,28,2019-2020
Munir El Haddadi,11,ma MAR,"LW,RW",24-284,73,0,0,0,0,2,1,0,0,43,0,0,0,0.1,0.1,0.1,3,0,21,36,58.3,1,22,4,6,4,28,2019-2020
   Suso,14,es ESP,RW,26-205,17,0,0,0,0,1,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,4,1,0,0,28,2019-2020
Óliver Torres,21,es ESP,"RM,LW",25-214,79,0,0,0,0,0,0,0,0,47,4,0,2,0.0,0.0,0.0,2,0,31,40,77.5,8,29,1,0,0,28,2019-2020
   Sergio Escudero,18,es ESP,LB,30-283,11,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,8,11,72.7,1,1,0,0,0,28,2019-2020
Fernando,25,br BRA,"CM,DM",32-322,90,1,0,0,0,1,1,0,0,40,3,1,2,0.3,0.3,0.0,0,0,30,30,100.0,1,20,1,1,0,28,2019-2020
Joan Jordán,24,es ESP,"LM,DM",25-341,90,0,0,0,0,0,0,0,0,71,6,0,2,0.0,0.0,0.3,6,2,47,62,75.8,6,28,0,1,1,28,2019-2020
Sergio Reguilón,23,es ESP,LB,23-178,79,0,0,0,0,1,0,0,0,51,0,0,0,0.0,0.0,0.1,2,0,37,48,77.1,5,26,3,1,0,28,2019-2020
   Franco Vázquez,22,ar ARG,LW,31-110,11,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,28,2019-2020
Jules Koundé,12,fr FRA,CB,21-212,90,0,0,0,0,2,0,0,0,51,1,0,1,0.2,0.2,0.0,0,0,38,43,88.4,3,23,1,0,0,28,2019-2020
Diego Carlos,20,br BRA,CB,27-088,90,0,0,0,0,0,0,0,0,48,1,0,1,0.0,0.0,0.0,0,0,30,40,75.0,4,20,0,0,0,28,2019-2020
Jesús Navas,16,es ESP,RB,34-203,90,0,0,0,0,0,0,0,0,56,1,3,0,0.0,0.0,0.1,3,0,40,47,85.1,8,24,5,1,0,28,2019-2020
Tomáš Vaclík,1,cz CZE,GK,31-074,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,25,35,71.4,0,20,0,0,0,28,2019-2020
Borja Iglesias,9,es ESP,FW,27-146,68,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,0,0,10,13,76.9,0,7,0,2,2,28,2019-2020
   Loren Morón,16,es ESP,FW,26-164,22,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,1,0,28,2019-2020
Cristian Tello,11,es ESP,LW,28-305,60,0,0,0,0,3,0,0,0,32,3,0,0,0.1,0.1,0.0,1,0,15,21,71.4,1,18,2,3,1,28,2019-2020
   Diego Lainez,20,mx MEX,LW,20-002,30,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.2,3,0,6,10,60.0,1,10,3,5,4,28,2019-2020
Nabil Fekir,8,fr FRA,RW,26-329,90,0,0,0,0,1,0,0,0,47,1,0,1,0.1,0.1,0.1,2,0,28,34,82.4,5,35,2,3,1,28,2019-2020
Carles Aleñá,24,es ESP,LM,22-158,68,0,0,0,0,0,0,0,0,38,2,0,0,0.0,0.0,0.0,1,0,28,31,90.3,4,27,2,1,0,28,2019-2020
   Joaquín,17,es ESP,LM,38-326,22,0,0,0,0,2,0,0,0,20,0,1,0,0.1,0.1,0.0,2,0,11,14,78.6,4,15,0,1,1,28,2019-2020
Guido Rodríguez,21,ar ARG,CM,26-060,90,0,0,0,0,1,0,0,0,64,3,1,2,0.0,0.0,0.0,3,0,48,54,88.9,1,34,0,2,2,28,2019-2020
Sergio Canales,10,es ESP,RM,29-116,90,0,0,0,0,1,0,0,0,76,1,2,0,0.0,0.0,0.1,2,0,61,68,89.7,8,57,3,1,0,28,2019-2020
Álex Moreno,15,es ESP,LB,27-003,77,0,0,0,0,1,0,0,0,54,0,3,0,0.1,0.1,0.1,3,0,30,40,75.0,1,31,3,3,3,28,2019-2020
   Alfonso Pedraza,6,es ESP,LB,24-063,13,0,0,0,0,1,1,0,0,12,0,0,2,0.0,0.0,0.0,2,0,6,9,66.7,0,9,0,3,3,28,2019-2020
