player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Aitor Fernández,es ESP,29-043,90,4,1,3,75.0,1.9,5,13,38.5,21,5,42.9,39.6,4,100.0,54.0,14,1,7.1,2,14.2,29,2019-2020
Tomáš Vaclík,cz CZE,31-078,90,3,1,3,66.7,0.2,4,13,30.8,27,9,33.3,31.9,7,57.1,45.0,16,1,6.3,1,10.3,29,2019-2020
Joel Robles,es ESP,29-364,90,5,2,3,60.0,1.2,2,4,50.0,24,6,16.7,21.5,5,0.0,15.6,5,0,0.0,2,28.0,29,2019-2020
Rui Silva,pt POR,26-129,90,6,2,4,83.3,2.4,8,29,27.6,25,3,72.0,46.1,11,100.0,62.0,21,1,4.8,0,6.0,29,2019-2020
David Soria,es ESP,27-073,90,3,0,3,100.0,0.2,5,14,35.7,24,4,45.8,41.6,7,42.9,39.0,10,4,40.0,1,11.2,29,2019-2020
Diego López,es ESP,38-226,90,4,0,4,100.0,1.2,10,30,33.3,20,0,80.0,54.1,15,93.3,61.3,16,0,0.0,4,29.4,29,2019-2020
Sergio Asenjo,es ESP,30-354,90,4,0,4,100.0,1.0,7,16,43.8,16,4,50.0,40.4,11,72.7,48.4,26,0,0.0,1,9.6,29,2019-2020
Manolo Reina,es ESP,35-076,90,4,1,3,75.0,2.0,4,14,28.6,25,5,48.0,36.1,4,50.0,45.8,7,2,28.6,3,18.7,29,2019-2020
Marc-André ter Stegen,de GER,28-047,90,1,0,1,100.0,0.1,2,3,66.7,38,4,5.3,21.7,2,50.0,34.5,7,0,0.0,4,25.8,29,2019-2020
Iván Cuéllar,es ESP,36-020,90,5,2,3,80.0,2.0,6,15,40.0,11,3,54.5,40.9,9,100.0,64.8,6,0,0.0,0,18.0,29,2019-2020
Marko Dmitrović,rs SRB,28-145,90,3,2,1,66.7,1.9,9,23,39.1,21,2,81.0,54.4,6,100.0,74.7,9,0,0.0,3,25.5,29,2019-2020
Unai Simón,es ESP,23-006,90,6,2,4,83.3,2.4,11,27,40.7,34,9,55.9,42.1,8,100.0,64.5,26,1,3.8,0,6.0,29,2019-2020
Jordi Masip,es ESP,31-166,90,4,0,3,100.0,1.5,5,18,27.8,19,2,84.2,48.6,2,100.0,59.0,15,0,0.0,1,9.0,29,2019-2020
Rubén Blanco,es ESP,24-328,90,1,0,1,100.0,0.1,5,11,45.5,10,1,60.0,38.4,7,71.4,48.0,12,0,0.0,1,13.6,29,2019-2020
Rubén,es ESP,35-361,90,6,5,1,16.7,3.0,14,33,42.4,34,1,85.3,51.1,4,100.0,65.5,9,0,0.0,1,21.0,29,2019-2020
Jan Oblak,si SVN,27-162,90,3,0,3,100.0,0.2,9,29,31.0,29,4,65.5,43.9,12,83.3,51.2,9,0,0.0,0,,29,2019-2020
Roberto,es ESP,34-129,90,1,0,1,100.0,0.6,10,21,47.6,14,0,100.0,64.1,7,100.0,75.6,15,1,6.7,0,5.0,29,2019-2020
Álex Remiro,es ESP,25-086,90,7,2,5,71.4,1.8,4,11,36.4,31,4,25.8,30.9,5,60.0,51.8,11,0,0.0,0,,29,2019-2020
Thibaut Courtois,be BEL,28-038,90,2,0,2,100.0,0.9,2,4,50.0,18,3,16.7,26.9,2,50.0,52.5,10,1,10.0,5,18.3,29,2019-2020
Jasper Cillessen,nl NED,31-057,90,14,3,11,78.6,3.1,6,13,46.2,41,12,22.0,28.9,7,57.1,50.9,22,0,0.0,0,8.0,29,2019-2020
