player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Enes Ünal,9,tr TUR,FW,22-238,90,43,1,4,26,13,6,43,1,1,100.0,0,0.0,19,46,12,0,0,0,3,1,26,5,19,2019-2020
Sergi Guardiola,7,es ESP,"FW,RW",28-219,90,40,0,1,18,21,5,40,3,1,33.3,2,66.7,31,211,47,1,4,1,3,4,38,12,19,2019-2020
Toni Villa,19,es ESP,LM,24-361,57,43,0,4,24,16,2,43,7,3,42.9,4,57.1,35,221,134,5,5,2,1,4,37,3,19,2019-2020
   Sandro Ramírez,20,es ESP,LW,24-178,33,16,0,2,7,7,4,16,0,0,,0,,12,29,17,0,0,0,1,1,14,3,19,2019-2020
Joaquín Fernández,24,es ESP,"CM,CB",23-217,90,75,5,25,49,1,0,75,0,0,,0,,40,111,54,1,0,0,1,1,44,0,19,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-247,90,111,2,15,87,10,0,111,4,4,100.0,0,0.0,69,380,214,6,2,0,0,0,74,2,19,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-326,90,56,0,8,28,20,3,56,2,2,100.0,0,0.0,32,214,74,1,0,0,4,1,36,8,19,2019-2020
Javi Moyano,17,es ESP,LB,33-314,58,50,2,8,33,9,0,50,1,1,100.0,0,0.0,22,125,80,3,2,0,0,0,24,7,19,2019-2020
   Míchel,21,es ESP,CM,31-158,32,42,0,6,27,10,0,42,1,0,0.0,1,100.0,26,135,81,2,2,0,0,1,29,0,19,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-261,90,61,5,26,33,2,0,61,1,1,100.0,0,0.0,42,246,112,1,2,0,1,0,42,0,19,2019-2020
Kiko Olivas,4,es ESP,CB,31-135,90,58,5,19,35,4,0,58,0,0,,0,,34,200,127,2,2,0,2,0,42,0,19,2019-2020
Antoñito,18,es ESP,"RB,RM",32-010,89,74,5,17,40,18,1,74,2,1,50.0,1,50.0,35,187,122,5,3,0,1,0,40,6,19,2019-2020
   Pablo Hervías,11,es ESP,RM,26-301,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,19,2019-2020
Jordi Masip,1,es ESP,GK,31-000,90,26,25,26,0,0,0,26,0,0,,0,,7,29,28,0,0,0,0,0,8,0,19,2019-2020
Youssef En-Nesyri,26,ma MAR,"FW,RW",22-216,90,32,1,1,12,19,3,32,1,0,0.0,1,100.0,16,54,10,0,0,0,2,1,23,6,19,2019-2020
Martin Braithwaite,7,dk DEN,FW,28-212,90,30,1,1,14,17,10,30,5,5,100.0,0,0.0,20,166,81,2,3,4,10,4,23,4,19,2019-2020
Roque Mesa,6,es ESP,CM,30-210,90,47,0,13,26,10,1,47,2,2,100.0,0,0.0,29,167,50,0,0,0,4,2,30,1,19,2019-2020
Rubén Pérez,21,es ESP,CM,30-252,90,43,1,9,30,4,0,43,1,1,100.0,0,0.0,13,45,19,0,0,0,1,0,24,0,19,2019-2020
Óscar Rodríguez Arnaiz,27,es ESP,CM,21-189,79,51,0,9,28,16,2,51,4,2,50.0,2,50.0,23,198,85,4,2,1,2,1,26,2,19,2019-2020
   Guido Carrillo,18,ar ARG,"LW,CM",28-223,11,8,0,0,3,5,2,8,0,0,,0,,1,24,0,1,0,0,0,0,5,0,19,2019-2020
Kévin Rodrigues,24,pt POR,"LB,LM",25-304,90,46,3,14,23,9,3,46,0,0,,0,,15,88,34,1,0,0,3,0,19,5,19,2019-2020
Jonathan Silva,5,ar ARG,CB,25-188,90,37,2,15,19,3,1,37,0,0,,0,,8,65,44,1,0,0,0,0,17,1,19,2019-2020
Kenneth Omeruo,4,ng NGA,CB,26-078,83,33,9,25,7,1,1,33,1,1,100.0,0,0.0,6,18,7,0,0,0,0,0,8,0,19,2019-2020
   Rodrigo Tarín,15,es ESP,CB,23-182,7,5,0,2,3,0,0,5,0,0,,0,,2,30,27,1,0,0,0,0,2,0,19,2019-2020
Chidozie Awaziem,12,ng NGA,CB,23-002,90,46,10,26,20,1,1,46,0,0,,0,,18,81,55,1,0,0,1,1,18,0,19,2019-2020
Roberto Rosales,16,ve VEN,RB,31-044,85,45,3,10,23,12,2,45,0,0,,0,,16,79,47,2,1,1,0,0,19,4,19,2019-2020
   Aitor Ruibal,19,es ESP,RM,23-287,5,5,1,2,2,1,0,5,1,0,0.0,1,100.0,2,7,7,0,0,0,0,0,2,0,19,2019-2020
Iván Cuéllar,1,es ESP,GK,35-221,90,36,26,36,0,0,0,36,0,0,,0,,16,112,101,0,0,0,0,0,8,0,19,2019-2020
Munir El Haddadi,11,ma MAR,FW,24-124,81,32,0,0,10,22,4,32,3,2,66.7,1,33.3,22,113,61,3,2,1,2,4,29,8,19,2019-2020
   Franco Vázquez,22,ar ARG,FW,30-315,9,6,0,0,5,2,0,6,1,1,100.0,0,0.0,3,18,6,0,0,0,0,0,2,0,19,2019-2020
Óliver Torres,21,es ESP,LW,25-054,45,22,0,3,11,8,2,22,0,0,,0,,14,48,25,0,0,0,2,1,17,3,19,2019-2020
   Luuk de Jong,19,nl NED,FW,29-129,45,22,0,1,14,7,2,22,0,0,,0,,12,23,12,0,0,0,1,1,15,3,19,2019-2020
Lucas Ocampos,5,ar ARG,"CM,RW",25-176,90,73,2,6,23,44,8,73,8,3,37.5,5,62.5,49,276,86,2,2,2,8,4,58,16,19,2019-2020
Éver Banega,10,ar ARG,"CM,LM",31-188,90,102,0,19,58,27,0,102,4,3,75.0,1,25.0,54,246,130,2,2,0,1,2,75,2,19,2019-2020
Fernando,25,br BRA,"CB,CM",32-162,90,75,2,25,46,4,0,75,0,0,,0,,38,218,108,0,1,0,1,0,48,0,19,2019-2020
Joan Jordán,24,es ESP,"CM,RM",25-181,90,89,0,13,50,27,1,89,4,2,50.0,2,50.0,44,220,88,1,3,0,4,0,62,6,19,2019-2020
Jules Koundé,12,fr FRA,"CB,LB",21-052,90,72,1,28,33,11,2,72,2,1,50.0,1,50.0,38,263,194,5,2,0,1,0,45,6,19,2019-2020
Diego Carlos,20,br BRA,CB,26-294,90,69,9,36,28,5,3,69,1,1,100.0,0,0.0,38,158,87,1,0,0,0,0,46,0,19,2019-2020
Daniel Carriço,6,pt POR,CB,31-152,45,26,2,15,10,1,0,26,0,0,,0,,11,40,31,0,0,0,0,0,16,0,19,2019-2020
   Sergio Escudero,18,es ESP,WB,30-123,45,47,0,8,20,19,4,47,0,0,,0,,24,106,65,2,2,0,0,1,31,6,19,2019-2020
Jesús Navas,16,es ESP,"WB,RB",34-043,90,100,1,17,39,44,0,100,2,0,0.0,2,100.0,57,360,239,6,2,0,3,0,69,14,19,2019-2020
Tomáš Vaclík,1,cz CZE,GK,30-280,90,21,18,21,0,0,0,21,0,0,,0,,8,19,5,0,0,0,0,0,7,0,19,2019-2020
Kenan Kodro,23,ba BIH,FW,26-137,69,24,2,4,14,7,0,24,1,1,100.0,0,0.0,14,55,21,0,0,0,3,1,16,4,19,2019-2020
   Asier Villalibre,25,es ESP,FW,22-095,21,6,0,0,3,4,1,6,2,2,100.0,0,0.0,3,54,6,0,1,0,3,2,4,0,19,2019-2020
Iñaki Williams,9,gh GHA,FW,25-202,72,32,0,4,14,15,1,32,0,0,,0,,23,97,51,2,3,0,2,1,28,4,19,2019-2020
   Unai López,8,es ESP,CM,24-065,18,9,0,1,6,2,0,9,0,0,,0,,5,9,4,0,0,0,1,0,5,0,19,2019-2020
Mikel Vesga,16,es ESP,CM,26-227,90,43,3,9,26,9,1,43,0,0,,0,,18,78,55,1,1,0,0,0,17,1,19,2019-2020
Dani García,14,es ESP,CM,29-224,90,39,1,8,28,3,0,39,0,0,,0,,15,49,15,0,0,0,2,1,18,1,19,2019-2020
Raúl García,22,es ESP,"CM,FW",33-176,90,51,2,12,31,10,0,51,0,0,,0,,28,83,33,1,0,0,2,0,37,8,19,2019-2020
Yuri Berchiche,17,es ESP,WB,29-327,90,44,2,15,22,9,0,44,4,2,50.0,2,50.0,29,229,133,4,2,0,2,0,24,2,19,2019-2020
Ander Capa,21,es ESP,WB,27-329,90,48,4,16,20,12,2,48,3,1,33.3,2,66.7,23,143,60,2,1,2,4,0,20,2,19,2019-2020
Iñigo Martínez,4,es ESP,CB,28-231,90,50,8,26,23,2,1,50,0,0,,0,,15,41,21,0,0,0,2,0,14,0,19,2019-2020
Unai Núñez,3,es ESP,CB,22-338,90,35,10,25,9,1,1,35,0,0,,0,,14,68,23,0,1,1,1,0,10,0,19,2019-2020
Yeray Álvarez,5,es ESP,CB,24-344,90,51,10,27,24,0,0,51,0,0,,0,,20,76,40,1,0,0,0,0,17,0,19,2019-2020
Unai Simón,1,es ESP,GK,22-206,90,41,31,41,0,0,0,41,0,0,,0,,20,80,64,0,0,0,0,0,18,0,19,2019-2020
Maxi Gómez,22,uy URU,FW,23-143,70,22,1,2,5,15,6,22,0,0,,0,,10,18,8,0,0,0,1,0,17,3,19,2019-2020
   Kévin Gameiro,9,fr FRA,FW,32-240,20,8,0,4,2,2,2,8,2,2,100.0,0,0.0,5,80,74,2,1,1,1,0,4,1,19,2019-2020
Rodrigo,19,es ESP,FW,28-304,82,44,1,4,25,16,3,44,2,1,50.0,1,50.0,34,166,51,3,1,1,0,1,37,4,19,2019-2020
   Geoffrey Kondogbia,6,cf CTA,LM,26-323,8,3,1,1,2,0,0,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0,19,2019-2020
Carlos Soler,8,es ESP,"LM,RM,LW",23-002,90,39,1,4,22,13,2,39,0,0,,0,,31,105,36,1,1,0,2,0,27,6,19,2019-2020
Francis Coquelin,17,fr FRA,"CM,RM",28-236,88,42,0,18,23,2,0,42,0,0,,0,,27,85,45,0,0,0,1,1,24,0,19,2019-2020
