player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Asenjo,es ESP,30-360,90,7,2,5,71.4,1.6,1,10,10.0,17,6,35.3,37.8,6,66.7,45.3,21,0,0.0,2,24.0,31,2019-2020
Tomáš Vaclík,cz CZE,31-085,90,5,2,3,60.0,1.2,0,7,0.0,17,2,29.4,32.2,4,50.0,36.3,12,0,0.0,2,14.3,31,2019-2020
Iván Cuéllar,es ESP,36-026,90,1,0,1,100.0,0.1,10,19,52.6,20,3,70.0,46.6,5,100.0,70.2,10,1,10.0,0,7.0,31,2019-2020
Rui Silva,pt POR,26-136,90,3,0,2,100.0,1.2,16,29,55.2,31,7,54.8,42.3,13,92.3,63.6,18,3,16.7,4,17.0,31,2019-2020
Aitor Fernández,es ESP,29-051,90,7,1,7,85.7,1.0,6,12,50.0,26,4,42.3,35.3,8,12.5,17.6,8,0,0.0,2,13.0,31,2019-2020
Jan Oblak,si SVN,27-168,90,0,0,0,,0.0,4,13,30.8,14,2,64.3,45.3,6,66.7,45.0,21,0,0.0,0,,31,2019-2020
Jordi Masip,es ESP,31-172,90,1,1,0,0.0,0.2,8,26,30.8,21,2,61.9,49.6,14,92.9,65.5,17,1,5.9,1,9.3,31,2019-2020
David Soria,es ESP,27-080,90,2,1,1,100.0,1.1,13,27,48.1,23,1,73.9,46.6,12,83.3,53.6,13,0,0.0,1,18.7,31,2019-2020
Marc-André ter Stegen,de GER,28-054,90,0,0,0,,0.0,3,6,50.0,44,5,9.1,23.7,6,33.3,36.8,11,1,9.1,1,14.3,31,2019-2020
Unai Simón,es ESP,23-012,90,4,1,3,75.0,0.7,11,31,35.5,30,4,70.0,48.3,10,100.0,73.0,10,1,10.0,2,17.3,31,2019-2020
Fernando Pacheco,es ESP,28-037,90,1,1,0,0.0,0.6,5,28,17.9,34,4,64.7,41.6,7,85.7,53.1,14,0,0.0,1,23.5,31,2019-2020
Sergio Herrera,es ESP,27-019,90,0,0,0,,0.0,4,23,17.4,20,1,100.0,59.1,3,100.0,68.0,11,0,0.0,0,,31,2019-2020
Álex Remiro,es ESP,25-092,90,1,1,0,100.0,1.0,3,7,42.9,19,1,26.3,32.5,5,40.0,33.4,6,0,0.0,0,,31,2019-2020
Rubén Blanco,es ESP,24-335,90,6,0,6,100.0,0.6,7,22,31.8,25,5,56.0,39.1,10,80.0,57.4,20,0,0.0,0,5.3,31,2019-2020
Thibaut Courtois,be BEL,28-044,90,4,0,4,100.0,0.4,3,6,50.0,21,5,14.3,28.2,10,30.0,36.0,11,0,0.0,0,4.0,31,2019-2020
Manolo Reina,es ESP,35-084,90,6,2,4,66.7,2.0,6,15,40.0,19,4,47.4,37.2,9,66.7,55.2,6,0,0.0,0,,31,2019-2020
Marko Dmitrović,rs SRB,28-153,90,0,0,0,,0.0,13,27,48.1,18,0,88.9,60.2,11,100.0,73.2,20,1,5.0,3,14.7,31,2019-2020
Jasper Cillessen,nl NED,31-064,90,5,1,5,80.0,1.1,9,27,33.3,43,6,44.2,35.3,10,80.0,60.1,21,1,4.8,1,14.3,31,2019-2020
Joel Robles,es ESP,30-008,90,3,0,3,100.0,1.0,5,9,55.6,14,6,35.7,34.9,8,50.0,36.9,16,0,0.0,1,16.7,31,2019-2020
Diego López,es ESP,38-235,90,6,1,5,83.3,1.3,4,14,28.6,27,4,25.9,34.1,12,58.3,48.2,16,1,6.3,4,21.2,31,2019-2020
