player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rui Silva,pt POR,25-310,90,6,2,4,66.7,1.0,8,21,38.1,20,3,60.0,42.1,10,90.0,61.8,16,0,0.0,2,21.0,17,2019-2020
Aitor Fernández,es ESP,28-225,90,4,1,3,75.0,0.7,5,12,41.7,27,8,33.3,33.9,10,30.0,36.4,19,1,5.3,0,6.5,17,2019-2020
Álex Remiro,es ESP,24-265,90,4,2,2,50.0,1.8,2,7,28.6,31,3,12.9,26.4,6,50.0,44.5,9,0,0.0,0,10.3,17,2019-2020
Marc-André ter Stegen,de GER,27-228,90,5,2,3,80.0,2.7,4,10,40.0,28,6,14.3,24.6,12,50.0,42.4,16,1,6.3,0,6.8,17,2019-2020
Unai Simón,es ESP,22-186,90,2,0,2,100.0,0.6,13,19,68.4,27,8,48.1,37.2,6,100.0,65.0,18,1,5.6,0,4.0,17,2019-2020
Marko Dmitrović,rs SRB,27-324,90,3,0,3,100.0,0.9,12,26,46.2,23,0,87.0,62.6,6,100.0,76.7,17,0,0.0,1,12.8,17,2019-2020
Jan Oblak,si SVN,26-341,90,3,0,3,100.0,0.5,8,24,33.3,18,2,77.8,46.9,10,100.0,61.3,19,0,0.0,1,22.0,17,2019-2020
Sergio Herrera,es ESP,26-192,90,9,2,7,77.8,3.8,5,17,29.4,17,5,41.2,35.9,11,90.9,55.3,11,0,0.0,0,,17,2019-2020
David Soria,es ESP,26-255,90,3,0,3,100.0,0.2,13,28,46.4,27,1,81.5,52.8,6,100.0,64.0,14,2,14.3,2,15.8,17,2019-2020
Jordi Masip,es ESP,30-346,90,3,2,1,33.3,2.0,5,17,29.4,30,5,36.7,36.0,9,66.7,51.0,16,0,0.0,0,9.5,17,2019-2020
Rubén Blanco,es ESP,24-143,90,3,2,1,66.7,2.3,5,10,50.0,22,3,31.8,32.8,4,75.0,56.8,16,2,12.5,2,14.8,17,2019-2020
Manolo Reina,es ESP,34-258,90,6,2,4,83.3,1.8,6,20,30.0,24,5,50.0,37.5,8,100.0,59.1,20,1,5.0,0,9.0,17,2019-2020
Diego López,es ESP,38-042,90,5,2,3,60.0,1.2,9,20,45.0,21,1,90.5,51.6,2,50.0,49.0,10,0,0.0,3,18.6,17,2019-2020
Joel Robles,es ESP,29-181,90,4,2,2,50.0,0.8,6,15,40.0,33,4,39.4,36.1,7,28.6,31.6,23,1,4.3,5,17.6,17,2019-2020
Tomáš Vaclík,cz CZE,30-261,90,3,2,1,33.3,1.6,4,7,57.1,22,5,18.2,26.2,12,25.0,35.5,4,0,0.0,4,26.0,17,2019-2020
Sergio Asenjo,es ESP,30-170,90,5,1,4,80.0,0.9,6,16,37.5,18,5,50.0,41.4,9,77.8,53.1,52,0,0.0,1,8.8,17,2019-2020
Jaume Doménech,es ESP,29-040,90,6,1,5,83.3,1.3,12,23,52.2,27,6,40.7,31.8,14,85.7,53.3,22,1,4.5,0,8.5,17,2019-2020
Thibaut Courtois,be BEL,27-218,90,6,1,5,83.3,2.5,2,7,28.6,26,6,19.2,26.3,7,28.6,29.6,8,0,0.0,0,11.7,17,2019-2020
Marc-André ter Stegen,de GER,27-232,90,3,0,3,100.0,0.6,4,12,33.3,44,8,13.6,24.5,9,66.7,44.6,24,0,0.0,0,10.0,10,2019-2020
Thibaut Courtois,be BEL,27-221,90,1,0,1,100.0,0.1,4,6,66.7,13,4,30.8,32.6,4,50.0,47.8,5,1,20.0,0,11.5,10,2019-2020
