player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Fernando Pacheco,es ESP,27-196,90,6,2,4,66.7,1.9,15,21,71.4,24,2,58.3,42.0,10,70.0,47.9,10,0,0.0,0,,15,2019-2020
Alphonse Areola,fr FRA,26-276,90,2,1,1,100.0,1.1,5,9,55.6,25,5,28.0,29.2,5,40.0,39.2,16,0,0.0,3,19.8,15,2019-2020
Álex Remiro,es ESP,24-251,90,4,1,3,75.0,0.6,6,17,35.3,37,4,27.0,32.7,9,77.8,50.4,13,0,0.0,0,17.0,15,2019-2020
Marko Dmitrović,rs SRB,27-310,90,4,4,0,0.0,1.6,4,25,16.0,18,0,100.0,56.3,7,100.0,76.6,16,0,0.0,4,17.9,15,2019-2020
Manolo Reina,es ESP,34-243,90,3,2,1,66.7,1.4,7,20,35.0,32,8,50.0,40.2,7,57.1,46.1,9,1,11.1,0,10.3,15,2019-2020
Joel Robles,es ESP,29-166,90,7,1,6,100.0,2.8,4,11,36.4,29,6,24.1,28.8,11,36.4,35.2,18,0,0.0,0,6.5,15,2019-2020
Jasper Cillessen,nl NED,30-222,90,7,1,5,85.7,1.9,7,24,29.2,25,6,56.0,36.3,13,76.9,57.9,23,0,0.0,1,13.0,15,2019-2020
Sergio Asenjo,es ESP,30-155,90,7,2,5,71.4,2.4,4,8,50.0,18,6,33.3,30.3,3,66.7,41.7,12,1,8.3,0,12.3,15,2019-2020
Tomáš Vaclík,cz CZE,30-247,90,4,0,4,100.0,0.5,9,15,60.0,31,12,35.5,33.7,5,80.0,55.8,13,3,23.1,0,6.8,15,2019-2020
Iván Cuéllar,es ESP,35-188,90,7,1,6,85.7,1.8,9,24,37.5,32,5,56.3,43.2,6,100.0,64.3,21,0,0.0,4,24.0,15,2019-2020
Unai Simón,es ESP,22-173,90,1,0,1,100.0,0.3,8,21,38.1,33,10,42.4,37.0,7,100.0,64.6,11,2,18.2,0,7.0,15,2019-2020
Rui Silva,pt POR,25-297,90,6,2,4,83.3,2.2,3,11,27.3,25,6,40.0,34.6,2,50.0,26.5,14,2,14.3,2,15.3,15,2019-2020
Diego López,es ESP,38-028,90,8,4,4,62.5,3.0,2,16,12.5,19,2,63.2,44.5,6,66.7,50.3,11,0,0.0,1,12.0,15,2019-2020
Juan Pérez,es ESP,23-139,90,5,2,3,80.0,1.8,8,29,27.6,32,4,65.6,48.8,10,80.0,59.4,15,0,0.0,3,26.3,15,2019-2020
David Soria,es ESP,26-241,90,2,0,2,100.0,0.3,5,21,23.8,17,1,88.2,54.3,6,100.0,56.7,8,0,0.0,4,26.2,15,2019-2020
Aitor Fernández,es ESP,28-212,90,9,4,5,66.7,2.6,4,17,23.5,41,13,36.6,32.7,3,66.7,34.0,15,0,0.0,2,18.3,15,2019-2020
Jan Oblak,si SVN,26-328,90,5,1,4,80.0,1.1,5,13,38.5,15,3,53.3,42.1,6,83.3,53.0,5,1,20.0,1,14.0,15,2019-2020
Marc-André ter Stegen,de GER,27-215,90,2,0,2,100.0,0.2,6,7,85.7,22,7,27.3,30.3,8,12.5,31.9,20,2,10.0,0,9.5,15,2019-2020
Sergio Asenjo,es ESP,30-161,90,3,0,3,100.0,0.8,7,13,53.8,19,4,36.8,30.3,10,60.0,44.2,12,1,8.3,2,18.0,16,2019-2020
Jan Oblak,si SVN,26-333,90,3,0,3,100.0,0.3,5,18,27.8,19,4,57.9,41.1,7,100.0,60.4,22,1,4.5,0,10.0,16,2019-2020
