player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Karl Toko Ekambi,17,cm CMR,FW,27-041,85,20,24,83.3,341,31,9,12,75.0,8,8,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
   Javier Ontiveros,24,es ESP,LW,22-046,5,3,5,60.0,58,39,1,2,50.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Moi Gómez,23,es ESP,LM,25-124,78,39,47,83.0,588,135,23,25,92.0,7,8,87.5,5,6,83.3,1,0.8,0.1,1,1,1,1,6,10,2019-2020
   Manu Trigueros,14,es ESP,"DM,LM",28-008,12,6,7,85.7,80,51,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,10,2019-2020
Santi Cazorla,8,es ESP,"CM,AM",34-316,90,51,68,75.0,1053,273,14,17,82.4,20,23,87.0,12,16,75.0,1,0.8,0.5,4,7,4,0,12,10,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,CM,23-343,60,24,29,82.8,409,65,12,16,75.0,8,9,88.9,3,3,100.0,0,0.0,0.0,0,2,0,0,0,10,2019-2020
   Samuel Chukwueze,11,ng NGA,"RM,RW",20-156,30,8,12,66.7,171,44,4,4,100.0,2,4,50.0,2,2,100.0,0,0.0,0.0,1,2,0,0,3,10,2019-2020
Gerard Moreno,7,es ESP,"RM,FW",27-201,90,22,33,66.7,435,95,7,10,70.0,11,16,68.8,4,5,80.0,1,0.5,0.1,3,1,0,0,2,10,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-282,90,45,49,91.8,914,214,18,20,90.0,19,21,90.5,7,7,100.0,0,0.1,0.0,1,3,0,0,4,10,2019-2020
Alberto Moreno,18,es ESP,LB,27-112,90,62,72,86.1,891,289,34,36,94.4,19,23,82.6,5,6,83.3,0,0.0,0.0,2,3,1,0,6,10,2019-2020
Pau Torres,4,es ESP,CB,22-282,90,76,90,84.4,1797,726,22,25,88.0,32,34,94.1,21,29,72.4,0,0.0,0.0,0,2,0,0,3,10,2019-2020
Raúl Albiol,3,es ESP,CB,34-051,90,64,73,87.7,1553,469,12,14,85.7,37,39,94.9,15,19,78.9,0,0.0,0.0,0,3,0,0,5,10,2019-2020
Mario Gaspar,2,es ESP,RB,28-335,90,40,54,74.1,605,192,20,23,87.0,17,23,73.9,1,4,25.0,0,0.1,0.1,2,1,1,1,5,10,2019-2020
Sergio Asenjo,1,es ESP,GK,30-119,90,20,26,76.9,460,199,2,2,100.0,17,17,100.0,1,7,14.3,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Joselu,9,es ESP,FW,29-212,90,15,31,48.4,200,44,12,21,57.1,1,5,20.0,2,3,66.7,0,0.0,0.0,1,2,0,0,1,10,2019-2020
Lucas Pérez,7,es ESP,FW,31-045,90,20,32,62.5,336,91,11,14,78.6,6,9,66.7,3,6,50.0,0,0.2,0.2,3,0,1,0,2,10,2019-2020
Luis Rioja,11,es ESP,LM,26-009,66,8,11,72.7,105,10,5,5,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,10,2019-2020
   Oliver Burke,24,sct SCO,"LM,RM",22-201,24,8,10,80.0,99,11,4,4,100.0,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,0,10,2019-2020
Wakaso,22,gh GHA,CM,29-092,90,26,35,74.3,549,143,10,13,76.9,10,13,76.9,6,8,75.0,0,0.0,0.0,0,4,0,0,3,10,2019-2020
Manu García,19,es ESP,CM,33-182,90,16,27,59.3,278,80,7,12,58.3,5,6,83.3,3,5,60.0,0,0.0,0.0,0,2,0,0,3,10,2019-2020
Aleix Vidal,18,es ESP,RM,30-065,69,16,28,57.1,272,85,10,15,66.7,1,2,50.0,4,6,66.7,0,0.1,0.1,1,1,1,0,2,10,2019-2020
   Borja Sainz,29,es ESP,"RM,RB",18-266,21,2,3,66.7,28,1,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Rubén Duarte,3,es ESP,LB,24-007,90,27,40,67.5,357,176,15,18,83.3,11,18,61.1,0,1,0.0,0,0.0,0.0,0,1,1,1,1,10,2019-2020
Lisandro Magallán,6,ar ARG,CB,26-028,90,26,32,81.3,585,283,6,7,85.7,15,16,93.8,5,9,55.6,0,0.0,0.0,0,2,0,0,2,10,2019-2020
Víctor Laguardia,5,es ESP,CB,29-354,90,22,33,66.7,526,258,6,7,85.7,9,12,75.0,7,13,53.8,0,0.0,0.0,0,4,0,0,0,10,2019-2020
Martin Agirregabiria,21,es ESP,RB,23-168,83,29,38,76.3,468,216,13,13,100.0,14,18,77.8,2,5,40.0,0,0.0,0.0,0,2,0,0,6,10,2019-2020
   John Guidetti,10,se SWE,LM,27-193,7,4,5,80.0,42,0,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Fernando Pacheco,1,es ESP,GK,27-160,90,19,27,70.4,851,762,1,1,100.0,4,4,100.0,14,22,63.6,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Guido Carrillo,18,ar ARG,FW,28-154,90,18,27,66.7,187,30,15,21,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,1,3,0,0,1,10,2019-2020
Martin Braithwaite,7,dk DEN,"LW,RW",28-143,90,8,18,44.4,193,48,4,7,57.1,2,6,33.3,2,4,50.0,0,0.0,0.0,0,2,0,0,2,10,2019-2020
Óscar Rodríguez Arnaiz,27,es ESP,RW,21-120,67,22,31,71.0,373,92,12,14,85.7,7,9,77.8,3,5,60.0,0,0.0,0.1,1,2,1,1,4,10,2019-2020
   José Arnaiz,10,es ESP,LW,24-194,23,7,8,87.5,112,68,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,1,0,2,10,2019-2020
Recio,8,es ESP,LM,28-288,90,43,47,91.5,764,131,26,28,92.9,7,7,100.0,8,9,88.9,0,0.0,0.0,0,3,0,0,5,10,2019-2020
Cristian Rivera,14,es ESP,CM,22-109,90,26,29,89.7,415,131,14,14,100.0,11,13,84.6,1,1,100.0,0,0.0,0.0,0,2,0,0,0,10,2019-2020
Roque Mesa,6,es ESP,RM,30-141,78,29,33,87.9,383,124,20,22,90.9,7,7,100.0,1,2,50.0,0,0.0,0.0,1,4,0,0,5,10,2019-2020
   Javier Eraso,17,es ESP,RM,29-218,12,4,5,80.0,68,14,0,0,,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,10,2019-2020
Jonathan Silva,5,ar ARG,LB,25-119,90,38,52,73.1,686,388,20,23,87.0,8,14,57.1,7,10,70.0,0,0.3,0.0,1,2,2,2,1,10,2019-2020
Dimitris Siovas,22,gr GRE,CB,31-040,58,23,28,82.1,463,166,5,5,100.0,16,17,94.1,2,6,33.3,0,0.0,0.0,0,0,0,0,0,10,2019-2020
   Chidozie Awaziem,12,ng NGA,CB,22-298,32,3,6,50.0,35,21,3,3,100.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Unai Bustinza,3,es ESP,CB,27-266,90,30,33,90.9,549,214,10,11,90.9,18,18,100.0,2,4,50.0,0,0.0,0.0,0,7,0,0,5,10,2019-2020
Roberto Rosales,16,ve VEN,RB,30-340,90,27,37,73.0,434,124,14,16,87.5,7,8,87.5,3,5,60.0,1,0.8,0.5,2,0,1,1,1,10,2019-2020
Iván Cuéllar,1,es ESP,GK,35-152,90,15,23,65.2,776,677,0,0,,3,3,100.0,12,20,60.0,0,0.0,0.0,0,1,0,0,0,10,2019-2020
Ante Budimir,22,hr CRO,FW,28-096,78,11,12,91.7,146,18,7,8,87.5,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1,10,2019-2020
   Álex Alegría,10,es ESP,FW,27-016,12,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Lago Junior,11,ci CIV,LW,28-299,90,29,35,82.9,346,122,16,20,80.0,7,8,87.5,1,2,50.0,0,0.0,0.1,1,0,2,1,1,10,2019-2020
Dani Rodríguez,14,es ESP,RW,31-142,58,15,19,78.9,211,81,8,8,100.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,2,10,2019-2020
   Takefusa Kubo,26,jp JPN,RW,18-144,32,3,6,50.0,35,0,3,5,60.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Salva Sevilla,8,es ESP,LM,35-222,90,75,86,87.2,1204,430,37,41,90.2,26,27,96.3,6,10,60.0,0,0.0,0.3,1,11,0,0,14,10,2019-2020
Iddrisu Baba,12,gh GHA,CM,23-277,90,36,42,85.7,546,139,20,23,87.0,13,15,86.7,1,2,50.0,0,0.0,0.0,0,7,0,0,4,10,2019-2020
Aleix Febas,23,es ESP,RM,23-266,67,27,31,87.1,391,60,11,12,91.7,10,11,90.9,2,2,100.0,0,0.0,0.0,1,1,1,0,5,10,2019-2020
   Aleksandar Trajkovski,17,mk MKD,RM,27-051,23,4,6,66.7,56,27,2,2,100.0,0,1,0.0,1,1,100.0,0,0.1,0.1,1,0,1,1,0,10,2019-2020
Fran Gámez,15,es ESP,LB,28-091,90,45,58,77.6,707,179,27,29,93.1,9,13,69.2,5,8,62.5,0,0.0,0.0,0,3,2,1,2,10,2019-2020
Antonio Raillo,21,es ESP,CB,28-018,90,55,59,93.2,1047,574,20,21,95.2,25,26,96.2,6,8,75.0,0,0.1,0.0,2,5,0,0,3,10,2019-2020
Martin Valjent,24,sk SVK,CB,23-319,90,39,44,88.6,705,207,17,19,89.5,15,16,93.8,6,8,75.0,0,0.4,0.6,1,2,0,0,0,10,2019-2020
Joan Sastre Vanrell,2,es ESP,RB,22-179,90,43,58,74.1,753,196,18,18,100.0,19,22,86.4,4,8,50.0,0,0.0,0.1,1,0,2,2,1,10,2019-2020
Manolo Reina,1,es ESP,GK,34-208,90,29,41,70.7,722,519,8,8,100.0,12,12,100.0,8,20,40.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Sergi Guardiola,7,es ESP,FW,28-150,90,12,19,63.2,139,33,8,11,72.7,0,0,,2,3,66.7,0,0.0,0.0,0,1,0,0,2,10,2019-2020
Enes Ünal,9,tr TUR,FW,22-169,78,13,21,61.9,183,89,7,10,70.0,3,5,60.0,1,2,50.0,0,0.4,0.2,1,5,1,0,4,10,2019-2020
   Anuar,8,ma MAR,FW,24-284,12,6,7,85.7,105,13,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,10,2019-2020
Toni Villa,19,es ESP,LM,24-292,68,8,15,53.3,109,50,4,5,80.0,3,6,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,10,2019-2020
   Jorge de Frutos,12,es ESP,LM,22-248,22,7,9,77.8,93,18,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,10,2019-2020
Míchel,21,es ESP,CM,31-089,90,33,48,68.8,730,329,7,11,63.6,15,20,75.0,8,14,57.1,0,0.0,0.1,1,2,1,0,2,10,2019-2020
Joaquín Fernández,24,es ESP,CM,23-148,90,16,32,50.0,268,81,9,18,50.0,4,8,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,10,2019-2020
Óscar Plano,10,es ESP,RM,28-257,89,11,20,55.0,212,71,6,10,60.0,3,5,60.0,2,3,66.7,1,0.3,0.0,2,0,1,1,1,10,2019-2020
   Waldo Rubio,23,es ESP,RM,24-070,1,1,2,50.0,15,14,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,10,2019-2020
Nacho,22,es ESP,LB,30-233,90,27,43,62.8,457,197,14,18,77.8,10,13,76.9,3,8,37.5,1,0.9,0.4,1,1,0,0,0,10,2019-2020
