player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Yoel,es ESP,31-185,90,3,0,3,100.0,0.6,12,29,41.4,27,1,77.8,54.0,8,100.0,64.4,21,1,4.8,1,10.4,26,2019-2020
Aitor Fernández,es ESP,28-302,90,10,3,6,70.0,3.6,5,18,27.8,32,5,46.9,37.3,5,60.0,42.0,20,0,0.0,1,10.0,26,2019-2020
Jasper Cillessen,nl NED,30-313,90,4,1,3,75.0,0.2,5,15,33.3,11,1,81.8,50.2,8,75.0,53.6,14,0,0.0,0,,26,2019-2020
Joel Robles,es ESP,29-257,90,5,2,3,60.0,1.3,3,13,23.1,36,5,33.3,34.6,7,14.3,18.9,12,0,0.0,3,28.5,26,2019-2020
Iván Cuéllar,es ESP,35-278,90,4,1,3,75.0,1.1,6,12,50.0,13,3,69.2,45.3,4,75.0,58.5,11,0,0.0,1,23.0,26,2019-2020
Fernando Pacheco,es ESP,27-287,90,6,1,5,83.3,0.5,5,28,17.9,23,2,73.9,52.9,11,100.0,64.0,18,1,5.6,2,20.0,26,2019-2020
Rui Silva,pt POR,26-022,90,2,0,2,100.0,0.8,4,15,26.7,20,5,35.0,34.1,10,80.0,57.7,5,0,0.0,1,13.3,26,2019-2020
Rubén Blanco,es ESP,24-219,90,0,0,0,,0.0,8,15,53.3,19,4,42.1,33.6,8,87.5,64.5,12,1,8.3,0,10.0,26,2019-2020
Yassine Bounou,ma MAR,28-331,90,4,2,2,75.0,1.6,5,11,45.5,21,8,19.0,26.2,9,77.8,54.3,12,0,0.0,0,15.0,26,2019-2020
Sergio Herrera,es ESP,26-270,53,3,2,1,33.3,1.4,6,18,33.3,11,,100.0,56.7,7,100.0,59.9,8,,,2,27.0,26,2019-2020
Rubén,es ESP,35-253,35,2,1,1,50.0,1.1,2,10,20.0,8,0,87.5,54.6,3,100.0,68.0,12,1,8.3,0,2.0,26,2019-2020
Unai Simón,es ESP,22-264,90,3,0,3,100.0,0.6,6,19,31.6,16,2,68.8,47.9,8,100.0,70.0,12,0,0.0,1,13.0,26,2019-2020
Sergio Asenjo,es ESP,30-247,90,6,1,4,100.0,2.5,1,11,9.1,21,3,38.1,31.4,9,33.3,32.7,22,0,0.0,0,5.0,26,2019-2020
Diego López,es ESP,38-119,90,2,1,1,50.0,0.2,5,23,21.7,17,1,94.1,55.6,7,100.0,60.6,18,1,5.6,0,10.5,26,2019-2020
Jan Oblak,si SVN,27-054,90,3,1,3,66.7,0.7,4,14,28.6,15,5,66.7,42.4,8,50.0,47.0,11,0,0.0,0,,26,2019-2020
Manolo Reina,es ESP,34-335,90,5,1,4,80.0,1.5,11,26,42.3,31,3,64.5,43.9,10,60.0,49.9,18,1,5.6,2,18.3,26,2019-2020
David Soria,es ESP,26-332,90,1,0,1,100.0,0.0,13,33,39.4,32,0,90.6,54.0,4,100.0,51.5,7,0,0.0,2,24.0,26,2019-2020
Thibaut Courtois,be BEL,27-295,90,4,0,4,100.0,1.8,1,1,100.0,19,4,0.0,24.3,3,33.3,42.0,9,1,11.1,1,17.0,26,2019-2020
Marc-André ter Stegen,de GER,27-306,90,4,2,2,50.0,0.6,3,5,60.0,34,4,14.7,23.3,11,0.0,19.0,16,0,0.0,0,9.5,26,2019-2020
Fernando Pacheco,es ESP,27-293,90,2,1,1,50.0,0.9,8,19,42.1,23,1,60.9,39.7,5,100.0,64.0,11,1,9.1,0,12.0,27,2019-2020
Jasper Cillessen,nl NED,30-319,90,2,1,1,50.0,0.1,2,11,18.2,23,5,30.4,31.7,6,66.7,49.0,18,1,5.6,0,11.8,27,2019-2020
