player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jordi Masip,es ESP,31-000,90,4,2,2,50.0,2.3,3,11,27.3,11,2,63.6,41.6,12,33.3,36.3,13,0,0.0,0,,19,2019-2020
Iván Cuéllar,es ESP,35-221,90,5,2,3,60.0,2.1,7,27,25.9,27,6,70.4,48.6,8,100.0,69.6,19,1,5.3,0,2.5,19,2019-2020
Tomáš Vaclík,cz CZE,30-280,90,1,1,0,0.0,0.3,3,9,33.3,16,5,37.5,33.0,5,60.0,45.8,5,0,0.0,2,24.0,19,2019-2020
Unai Simón,es ESP,22-206,90,1,1,1,0.0,0.2,10,35,28.6,29,0,82.8,50.8,11,100.0,61.0,21,0,0.0,0,3.0,19,2019-2020
Jaume Doménech,es ESP,29-060,90,3,0,3,100.0,0.4,9,21,42.9,37,5,45.9,36.4,6,66.7,43.5,22,0,0.0,1,21.0,19,2019-2020
Marko Dmitrović,rs SRB,27-345,90,1,1,0,0.0,0.4,9,26,34.6,21,2,81.0,52.9,9,100.0,69.8,13,0,0.0,4,26.5,19,2019-2020
David Soria,es ESP,26-275,90,7,3,5,57.1,1.8,9,21,42.9,18,1,77.8,45.9,7,100.0,58.7,7,0,0.0,3,22.4,19,2019-2020
Thibaut Courtois,be BEL,27-238,90,4,0,4,100.0,0.7,4,15,26.7,26,2,46.2,42.9,6,50.0,46.3,23,1,4.3,0,8.3,19,2019-2020
Jan Oblak,si SVN,26-362,90,3,1,2,66.7,0.8,11,17,64.7,16,1,87.5,49.1,7,42.9,34.4,15,0,0.0,0,10.5,19,2019-2020
Aitor Fernández,es ESP,28-246,90,8,2,6,75.0,2.0,2,6,33.3,21,6,14.3,26.7,13,23.1,31.9,15,1,6.7,0,7.8,19,2019-2020
Diego López,es ESP,38-062,90,7,2,5,71.4,3.1,7,14,50.0,12,1,66.7,49.2,6,100.0,59.3,9,0,0.0,0,9.0,19,2019-2020
Neto,br BRA,30-169,90,3,2,1,33.3,1.6,3,7,42.9,30,3,16.7,25.6,9,22.2,24.3,14,1,7.1,2,14.5,19,2019-2020
Rui Silva,pt POR,25-332,90,5,0,5,100.0,1.3,10,22,45.5,24,7,54.2,41.4,10,90.0,59.1,18,0,0.0,0,,19,2019-2020
Manolo Reina,es ESP,34-279,90,4,1,3,75.0,1.2,4,9,44.4,19,4,42.1,35.1,6,16.7,34.3,11,1,9.1,2,16.8,19,2019-2020
Álex Remiro,es ESP,24-287,90,2,2,0,50.0,1.7,10,17,58.8,36,4,36.1,33.0,7,57.1,44.6,8,0,0.0,0,,19,2019-2020
Sergio Asenjo,es ESP,30-191,90,2,1,1,50.0,0.4,7,20,35.0,24,4,45.8,36.4,10,90.0,54.8,23,0,0.0,2,32.5,19,2019-2020
Fernando Pacheco,es ESP,27-232,90,3,1,1,66.7,1.7,9,23,39.1,19,5,57.9,43.9,13,92.3,59.1,14,2,14.3,0,5.0,19,2019-2020
Joel Robles,es ESP,29-202,90,1,1,0,0.0,0.4,3,12,25.0,38,3,23.7,29.2,10,30.0,36.1,17,0,0.0,1,19.8,19,2019-2020
Rubén Blanco,es ESP,24-164,90,1,1,0,0.0,0.7,6,16,37.5,18,4,38.9,32.7,10,90.0,52.8,11,0,0.0,1,24.0,19,2019-2020
Sergio Herrera,es ESP,26-214,90,7,1,6,85.7,2.2,5,20,25.0,22,6,63.6,45.0,6,100.0,54.7,13,2,15.4,5,20.1,19,2019-2020
