player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Kévin Gameiro,9,fr FRA,FW,33-059,63,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2019-2020
   Manu Vallejo,15,es ESP,FW,23-144,27,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,35,2019-2020
Maxi Gómez,22,uy URU,FW,23-328,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Gonçalo Guedes,7,pt POR,LM,23-221,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,35,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,27-143,90,4,3,3,1,0,2,2,100.0,0,2,0,2,4,8,2,0,35,2019-2020
Daniel Parejo,10,es ESP,CM,31-082,63,2,0,0,1,1,2,5,40.0,3,0,0,0,0,2,0,0,35,2019-2020
   Francis Coquelin,17,fr FRA,CM,29-055,27,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,35,2019-2020
Carlos Soler,8,es ESP,RM,23-187,63,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0,35,2019-2020
   Lee Kang-in,16,kr KOR,RM,19-139,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Adrián Guerrero,31,es ESP,LB,22-161,81,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,35,2019-2020
   Denis Cheryshev,11,ru RUS,LB,29-194,9,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,35,2019-2020
Mouctar Diakhaby,12,gn GUI,CB,23-201,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Gabriel Paulista,5,br BRA,CB,29-224,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,35,2019-2020
Alessandro Florenzi,25,it ITA,RB,29-118,74,2,2,1,1,0,2,2,100.0,0,1,0,1,1,3,1,0,35,2019-2020
   Daniel Wass,18,dk DEN,RB,31-037,16,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,35,2019-2020
Jaume Doménech,1,es ESP,GK,29-245,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Enes Ünal,9,tr TUR,FW,23-058,58,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2019-2020
   Sergi Guardiola,7,es ESP,FW,29-039,32,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,35,2019-2020
Waldo Rubio,23,es ESP,LW,24-325,90,3,1,2,1,0,1,4,25.0,3,1,0,1,0,3,1,0,35,2019-2020
Víctor García,35,es ESP,RW,23-188,58,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,35,2019-2020
   Sandro Ramírez,20,es ESP,"AM,RW",24-364,32,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,35,2019-2020
Hatem Ben Arfa,3,fr FRA,AM,33-122,58,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,35,2019-2020
   Pablo Hervías,11,es ESP,"RW,AM",27-121,32,5,4,1,4,0,4,4,100.0,0,1,0,1,0,5,0,0,35,2019-2020
Kike Pérez,28,es ESP,DM,23-144,83,3,0,1,1,1,2,5,40.0,3,1,0,1,6,9,3,0,35,2019-2020
   Javi Sánchez,5,es ESP,"CB,DM",23-115,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Fede San Emeterio,16,es ESP,DM,23-113,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2019-2020
   Rubén Alcaraz,14,es ESP,DM,29-067,45,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,35,2019-2020
Nacho,22,es ESP,LB,31-122,90,1,1,1,0,0,0,1,0.0,1,2,1,1,2,3,2,0,35,2019-2020
Joaquín Fernández,24,es ESP,"CB,DM",24-037,90,0,0,0,0,0,0,0,,0,2,2,0,5,5,4,0,35,2019-2020
Kiko Olivas,4,es ESP,CB,31-321,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,4,0,35,2019-2020
Antoñito,18,es ESP,RB,32-196,90,3,2,2,1,0,2,2,100.0,0,0,0,0,1,4,2,0,35,2019-2020
Jordi Masip,1,es ESP,GK,31-186,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Fyodor Smolov,9,ru RUS,FW,30-149,58,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,35,2019-2020
   Santi Mina,22,es ESP,FW,24-213,32,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,35,2019-2020
Iago Aspas,10,es ESP,FW,32-341,89,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,35,2019-2020
   Filip Bradarić,14,hr CRO,"RM,FW",28-178,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2019-2020
Brais Méndez,23,es ESP,CM,23-182,59,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,35,2019-2020
   Rafinha,12,br BRA,"CM,LM",27-146,31,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,35,2019-2020
Okay Yokuşlu,5,tr TUR,CM,26-120,90,3,2,2,1,0,1,1,100.0,0,1,1,0,2,5,1,0,35,2019-2020
