player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Fernando Pacheco,es ESP,27-175,90,1,0,1,100.0,0.1,14,23,60.9,23,2,78.3,45.4,5,100.0,58.6,12,0,0.0,0,9.5,13,2019-2020
Jordi Masip,es ESP,30-310,90,5,3,2,60.0,3.1,11,23,47.8,18,0,77.8,52.1,11,81.8,53.6,11,1,9.1,0,1.5,13,2019-2020
Jasper Cillessen,nl NED,30-201,90,1,0,1,100.0,0.0,8,17,47.1,22,7,40.9,34.0,9,88.9,58.9,15,0,0.0,1,13.2,13,2019-2020
Rui Silva,pt POR,25-275,90,4,2,2,50.0,1.0,8,23,34.8,29,3,55.2,39.7,11,63.6,48.0,20,1,5.0,0,8.3,13,2019-2020
Marko Dmitrović,rs SRB,27-289,90,5,4,1,60.0,3.0,6,18,33.3,25,3,60.0,42.8,4,75.0,53.3,13,0,0.0,2,19.4,13,2019-2020
Thibaut Courtois,be BEL,27-182,90,1,0,1,100.0,0.2,5,19,26.3,34,8,32.4,29.9,13,61.5,53.2,21,0,0.0,0,7.3,13,2019-2020
Marc-André ter Stegen,de GER,27-193,90,5,1,4,80.0,1.0,1,4,25.0,29,6,10.3,28.8,4,25.0,25.8,11,1,9.1,1,13.7,13,2019-2020
Rubén Blanco,es ESP,24-107,90,7,4,3,57.1,2.6,2,12,16.7,22,7,40.9,32.2,11,27.3,29.2,1,0,0.0,0,,13,2019-2020
Manolo Reina,es ESP,34-223,90,6,1,5,100.0,2.7,15,23,65.2,30,8,60.0,42.6,7,71.4,52.0,19,3,15.8,0,7.8,13,2019-2020
Sergio Asenjo,es ESP,30-135,90,3,3,0,66.7,2.2,1,1,100.0,16,3,6.3,27.3,6,0.0,25.2,12,0,0.0,0,,13,2019-2020
Unai Simón,es ESP,22-152,90,2,1,1,50.0,0.5,18,24,75.0,27,0,70.4,49.0,5,100.0,67.2,7,0,0.0,3,23.8,13,2019-2020
Aitor Fernández,es ESP,28-191,90,10,2,8,80.0,2.0,8,22,36.4,24,6,54.2,43.7,13,69.2,50.8,29,1,3.4,0,5.5,13,2019-2020
Jan Oblak,si SVN,26-307,90,1,1,0,0.0,0.4,9,20,45.0,13,0,84.6,47.6,10,90.0,60.4,14,0,0.0,0,,13,2019-2020
Diego López,es ESP,38-007,90,5,3,2,40.0,3.0,4,17,23.5,27,4,55.6,41.0,5,40.0,37.4,13,1,7.7,1,9.9,13,2019-2020
David Soria,es ESP,26-220,90,1,0,1,100.0,0.0,3,23,13.0,23,0,91.3,55.0,3,66.7,45.0,9,1,11.1,4,17.0,13,2019-2020
Rubén,es ESP,35-141,18,1,,1,,0.1,,6,,5,,80.0,48.2,2,100.0,59.5,4,,,,,13,2019-2020
Sergio Herrera,es ESP,26-158,72,4,0,4,100.0,0.8,10,22,45.5,16,1,87.5,48.2,8,100.0,65.5,12,1,8.3,0,5.0,13,2019-2020
Joel Robles,es ESP,29-146,90,6,2,4,66.7,1.7,8,21,38.1,39,9,46.2,37.1,4,75.0,50.5,16,1,6.3,0,2.0,13,2019-2020
Tomáš Vaclík,cz CZE,30-226,90,5,1,4,80.0,1.2,7,18,38.9,21,3,57.1,44.8,7,85.7,56.6,22,0,0.0,0,7.5,13,2019-2020
Aitor Fernández,es ESP,28-203,90,7,1,6,85.7,1.7,2,8,25.0,16,6,31.3,36.2,8,37.5,44.6,19,1,5.3,0,4.0,14,2019-2020
Manolo Reina,es ESP,34-235,90,6,2,4,66.7,2.1,5,14,35.7,20,5,45.0,35.5,11,45.5,39.8,21,0,0.0,4,19.8,14,2019-2020
