player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rui Silva,pt POR,26-133,90,1,1,0,0.0,0.4,9,18,50.0,35,4,42.9,33.4,7,42.9,37.4,4,0,0.0,6,22.0,30,2019-2020
Sergio Asenjo,es ESP,30-357,90,4,0,4,100.0,0.6,6,20,30.0,28,7,32.1,35.0,13,84.6,61.2,24,1,4.2,0,9.0,30,2019-2020
Manolo Reina,es ESP,35-079,90,4,1,3,75.0,0.8,6,23,26.1,24,5,70.8,46.2,8,75.0,53.0,28,3,10.7,0,5.2,30,2019-2020
Iván Cuéllar,es ESP,36-023,90,3,1,2,66.7,0.4,10,14,71.4,18,8,22.2,28.3,10,100.0,64.1,7,0,0.0,4,22.0,30,2019-2020
Tomáš Vaclík,cz CZE,31-082,90,3,0,3,100.0,0.7,0,6,0.0,21,10,14.3,29.8,4,75.0,55.0,20,2,10.0,0,5.5,30,2019-2020
Marc-André ter Stegen,de GER,28-050,90,4,0,4,100.0,0.7,3,6,50.0,31,2,19.4,24.7,2,0.0,9.5,10,0,0.0,1,24.0,30,2019-2020
Diego López,es ESP,38-230,90,8,3,6,62.5,3.0,3,6,50.0,6,0,66.7,49.3,7,28.6,27.4,7,0,0.0,2,25.0,30,2019-2020
Aitor Fernández,es ESP,29-048,90,3,1,2,66.7,0.9,4,16,25.0,27,8,37.0,32.2,9,66.7,50.1,21,1,4.8,2,11.7,30,2019-2020
Unai Simón,es ESP,23-009,90,5,0,5,100.0,1.6,5,17,29.4,27,6,44.4,38.0,5,100.0,75.6,17,1,5.9,0,4.5,30,2019-2020
Joel Robles,es ESP,30-003,90,3,1,2,66.7,1.3,3,9,33.3,24,2,37.5,34.8,9,0.0,16.9,14,1,7.1,0,4.3,30,2019-2020
David Soria,es ESP,27-077,90,2,1,1,50.0,0.8,13,36,36.1,36,2,83.3,54.4,10,60.0,48.7,10,1,10.0,2,13.6,30,2019-2020
Marko Dmitrović,rs SRB,28-148,90,2,1,1,50.0,0.6,6,24,25.0,17,0,94.1,66.6,8,100.0,75.3,11,0,0.0,0,5.0,30,2019-2020
Jan Oblak,si SVN,27-165,90,2,0,2,100.0,0.6,5,8,62.5,19,8,21.1,28.1,7,57.1,38.7,13,0,0.0,1,13.7,30,2019-2020
Churripi,es ESP,26-048,90,4,1,3,75.0,0.4,8,34,23.5,30,2,80.0,52.7,12,83.3,62.0,13,1,7.7,3,12.4,30,2019-2020
Rubén Blanco,es ESP,24-332,90,2,0,2,100.0,0.7,1,3,33.3,14,1,21.4,25.2,4,0.0,17.8,13,0,0.0,0,,30,2019-2020
Roberto,es ESP,34-132,90,10,6,4,60.0,4.9,10,17,58.8,16,0,81.3,49.3,4,100.0,66.5,14,0,0.0,0,5.0,30,2019-2020
Jasper Cillessen,nl NED,31-060,90,3,0,3,100.0,0.3,8,27,29.6,31,2,54.8,39.6,12,83.3,58.1,25,1,4.0,0,9.0,30,2019-2020
Rubén,es ESP,35-365,90,3,2,1,33.3,2.3,5,14,35.7,17,2,64.7,45.4,3,100.0,68.3,3,0,0.0,3,30.5,30,2019-2020
Álex Remiro,es ESP,25-089,90,6,2,4,83.3,1.4,2,7,28.6,27,4,18.5,26.7,4,50.0,48.8,6,0,0.0,1,13.3,30,2019-2020
Thibaut Courtois,be BEL,28-041,90,2,1,1,50.0,0.1,3,11,27.3,36,5,25.0,33.0,6,33.3,33.7,7,0,0.0,0,15.0,30,2019-2020
