player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Tomáš Vaclík,cz CZE,31-074,90,1,0,1,100.0,0.0,11,20,55.0,27,4,48.1,38.6,8,87.5,57.8,8,0,0.0,2,31.0,28,2019-2020
Joel Robles,es ESP,29-360,90,5,2,3,80.0,2.0,3,10,30.0,37,6,27.0,32.3,3,0.0,16.3,17,0,0.0,0,13.0,28,2019-2020
Rui Silva,pt POR,26-126,90,2,1,1,50.0,0.4,9,29,31.0,41,6,58.5,41.4,6,83.3,58.3,21,2,9.5,4,20.0,28,2019-2020
David Soria,es ESP,27-069,90,3,2,2,33.3,1.0,7,21,33.3,16,0,87.5,51.1,7,100.0,60.6,11,0,0.0,2,18.0,28,2019-2020
Jasper Cillessen,nl NED,31-051,90,4,1,3,100.0,1.5,6,13,46.2,23,8,43.5,39.3,6,50.0,45.5,13,0,0.0,0,7.5,28,2019-2020
Aitor Fernández,es ESP,29-040,90,3,1,2,66.7,1.2,6,13,46.2,21,4,33.3,36.0,12,50.0,40.3,17,0,0.0,4,24.5,28,2019-2020
Oier Olazábal,es ESP,30-273,90,0,0,0,,0.0,1,2,50.0,25,7,8.0,27.0,3,0.0,25.3,7,2,28.6,0,8.3,28,2019-2020
Fernando Pacheco,es ESP,28-026,18,,,,,,1,4,25.0,4,,75.0,38.3,1,100.0,59.0,1,,,,,28,2019-2020
Roberto,es ESP,34-124,70,9,2,7,77.8,2.5,9,26,34.6,19,1,89.5,59.2,9,100.0,66.9,14,1,7.1,0,10.8,28,2019-2020
Rubén Blanco,es ESP,24-324,90,4,1,3,75.0,1.3,10,22,45.5,28,5,60.7,45.0,9,55.6,43.3,15,1,6.7,1,11.8,28,2019-2020
Sergio Asenjo,es ESP,30-351,90,0,0,0,,0.0,7,10,70.0,18,2,22.2,24.7,9,66.7,44.2,9,1,11.1,1,12.8,28,2019-2020
Iván Cuéllar,es ESP,36-017,90,2,2,0,0.0,1.4,6,16,37.5,19,4,52.6,40.5,8,75.0,55.4,2,0,0.0,3,20.5,28,2019-2020
Jordi Masip,es ESP,31-162,90,2,1,1,100.0,1.1,7,34,20.6,27,0,96.3,59.9,8,100.0,68.0,21,1,4.8,0,2.0,28,2019-2020
Manolo Reina,es ESP,35-073,90,7,4,3,42.9,4.0,4,10,40.0,17,1,52.9,37.9,6,16.7,32.5,4,0,0.0,2,21.0,28,2019-2020
Marc-André ter Stegen,de GER,28-044,90,3,0,3,100.0,0.4,4,8,50.0,69,7,10.1,22.3,5,20.0,29.6,17,1,5.9,0,3.5,28,2019-2020
Unai Simón,es ESP,23-003,90,2,1,1,50.0,1.6,8,18,44.4,25,5,56.0,38.8,4,100.0,63.5,10,1,10.0,0,9.7,28,2019-2020
Jan Oblak,si SVN,27-159,90,4,1,3,75.0,1.0,5,13,38.5,15,4,53.3,38.3,11,45.5,34.5,17,0,0.0,0,,28,2019-2020
Thibaut Courtois,be BEL,28-034,90,5,1,4,80.0,1.1,2,13,15.4,39,7,28.2,29.7,10,20.0,27.6,15,0,0.0,0,7.4,28,2019-2020
Marko Dmitrović,rs SRB,28-142,90,5,3,2,40.0,2.0,2,11,18.2,19,6,47.4,42.2,2,100.0,89.5,6,1,16.7,5,21.2,28,2019-2020
Álex Remiro,es ESP,25-082,90,1,1,0,100.0,1.0,3,11,27.3,31,7,25.8,28.7,7,42.9,45.1,16,0,0.0,3,20.8,28,2019-2020
Rubén,es ESP,35-358,90,4,1,3,75.0,0.9,8,23,34.8,24,3,70.8,46.6,6,100.0,63.5,6,0,0.0,1,18.0,28,2019-2020
