player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Charles,19,br BRA,FW,35-338,90,29,0,2,10,17,6,29,0,0,,0,,12,11,2,0,0,0,3,0,18,4,27,2019-2020
Sergi Enrich,9,es ESP,FW,30-010,90,30,0,2,13,15,5,30,0,0,,0,,16,45,11,0,1,0,1,0,23,4,27,2019-2020
Fabián Orellana,14,cl CHI,LM,34-040,90,73,0,4,20,51,5,73,7,4,57.1,3,42.9,48,396,224,5,6,2,3,2,50,16,27,2019-2020
Sebastián Cristóforo,18,uy URU,CM,26-197,75,52,1,7,29,17,1,52,1,1,100.0,0,0.0,37,167,62,0,1,0,1,0,35,1,27,2019-2020
   Gonzalo Escalante,5,ar ARG,CM,26-346,15,12,0,2,6,4,1,12,0,0,,0,,5,6,0,0,0,0,0,0,6,1,27,2019-2020
Papakouli Diop,8,sn SEN,CM,33-354,56,36,1,3,21,12,0,36,0,0,,0,,27,103,34,0,2,0,1,0,28,1,27,2019-2020
   Edu Expósito,10,es ESP,CM,23-219,34,36,0,8,13,15,0,36,1,0,0.0,1,100.0,20,85,43,0,1,0,3,0,22,4,27,2019-2020
Pedro León,21,es ESP,RM,33-104,56,40,0,4,12,24,4,40,1,1,100.0,0,0.0,26,71,32,1,0,1,2,0,28,13,27,2019-2020
   Pablo de Blasis,16,ar ARG,RM,32-032,34,29,0,1,13,15,0,29,0,0,,0,,22,109,76,3,2,0,0,0,22,9,27,2019-2020
José Ángel,15,es ESP,LB,30-184,90,86,2,11,45,31,0,86,2,2,100.0,0,0.0,58,364,215,6,6,0,1,0,59,5,27,2019-2020
Pedro Bigas,3,es ESP,CB,29-174,90,68,6,22,38,8,1,68,0,0,,0,,43,346,208,2,1,0,2,1,42,0,27,2019-2020
Paulo Oliveira,12,pt POR,CB,28-059,90,72,3,33,39,1,0,72,0,0,,0,,39,239,146,1,0,0,0,0,34,0,27,2019-2020
Anaitz Arbilla,23,es ESP,RB,32-297,90,99,6,23,48,30,2,99,0,0,,0,,52,323,180,2,2,0,0,0,47,4,27,2019-2020
Marko Dmitrović,1,rs SRB,GK,28-043,90,26,20,25,1,0,0,26,0,0,,0,,13,67,43,0,0,0,0,0,10,0,27,2019-2020
Cucho,29,co COL,FW,20-322,84,41,0,8,14,19,6,41,5,2,40.0,3,60.0,29,152,55,2,1,1,6,2,30,9,27,2019-2020
   Pablo Chavarría,19,ar ARG,FW,32-065,6,2,0,0,1,1,0,2,0,0,,0,,1,20,0,0,0,0,0,0,2,0,27,2019-2020
Ante Budimir,22,hr CRO,FW,28-229,71,30,0,3,13,14,3,30,2,0,0.0,2,100.0,14,18,1,0,0,0,4,1,21,0,27,2019-2020
   Lago Junior,11,ci CIV,FW,29-067,19,11,2,7,1,3,0,11,1,0,0.0,1,100.0,9,100,45,1,3,1,1,0,5,1,27,2019-2020
Dani Rodríguez,14,es ESP,CM,31-275,90,52,3,17,27,13,3,52,3,2,66.7,1,33.3,27,171,103,2,1,0,0,2,24,3,27,2019-2020
Iddrisu Baba,12,gh GHA,CM,24-045,90,41,2,21,19,1,0,41,3,1,33.3,2,66.7,20,85,51,1,0,0,1,2,16,0,27,2019-2020
Takefusa Kubo,26,jp JPN,CM,18-277,81,33,0,6,12,15,2,33,5,3,60.0,2,40.0,24,177,83,1,4,0,5,3,25,3,27,2019-2020
   Ki Sung-yueng,10,kr KOR,CM,31-043,9,5,0,3,2,0,0,5,1,0,0.0,1,100.0,1,1,0,0,0,0,0,0,2,0,27,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-205,90,46,6,23,11,13,2,46,1,0,0.0,1,100.0,25,230,146,6,2,2,0,0,19,3,27,2019-2020
Aleksandar Sedlar,20,rs SRB,CB,28-085,90,40,10,30,9,1,0,40,0,0,,0,,8,35,13,0,0,0,0,0,7,0,27,2019-2020
Antonio Raillo,21,es ESP,CB,28-151,90,35,12,29,6,0,0,35,0,0,,0,,10,31,15,0,0,0,2,0,12,0,27,2019-2020
Martin Valjent,24,sk SVK,CB,24-087,90,42,8,30,11,1,0,42,0,0,,0,,6,29,9,0,0,0,0,0,5,0,27,2019-2020
Alejandro Pozo Pozo,7,es ESP,RB,21-014,90,29,4,14,10,6,0,29,1,1,100.0,0,0.0,12,97,26,1,3,0,2,1,5,1,27,2019-2020
Manolo Reina,1,es ESP,GK,34-341,90,37,34,37,0,0,0,37,0,0,,0,,21,183,139,0,0,0,0,0,8,0,27,2019-2020
João Félix,7,pt POR,FW,20-118,79,34,1,3,16,15,2,34,4,2,50.0,2,50.0,24,205,74,3,5,1,2,1,29,4,27,2019-2020
   Vitolo,20,es ESP,FW,30-126,11,5,0,0,0,5,0,5,0,0,,0,,5,23,14,1,1,0,1,0,5,1,27,2019-2020
Álvaro Morata,9,es ESP,FW,27-136,67,13,1,1,7,5,4,12,0,0,,0,,6,29,18,1,0,1,1,2,10,4,27,2019-2020
   Diego Costa,19,es ESP,FW,31-152,23,9,1,2,2,5,2,9,0,0,,0,,4,11,7,0,0,0,0,0,5,2,27,2019-2020
Koke,6,es ESP,"LM,CM",28-059,90,58,2,6,33,20,0,58,1,1,100.0,0,0.0,33,141,86,1,1,0,1,2,35,3,27,2019-2020
Marcos Llorente,14,es ESP,CM,25-037,90,52,3,5,40,8,0,52,1,1,100.0,0,0.0,28,249,98,2,1,0,1,1,29,0,27,2019-2020
Saúl Ñíguez,8,es ESP,"CM,LB",25-107,90,55,2,11,33,11,1,55,0,0,,0,,26,120,76,1,1,0,0,1,34,0,27,2019-2020
Ángel Correa,10,ar ARG,RM,24-364,90,44,1,3,22,19,5,44,5,4,80.0,1,20.0,29,154,75,3,2,0,5,3,33,5,27,2019-2020
Mario Hermoso,22,es ESP,LB,24-263,53,31,1,12,14,5,1,31,0,0,,0,,17,71,14,1,0,0,1,0,15,1,27,2019-2020
   Yannick Carrasco,21,be BEL,LM,26-185,37,19,1,4,6,9,4,19,3,1,33.3,2,66.7,7,49,40,2,0,2,0,2,9,1,27,2019-2020
Felipe,18,br BRA,CB,30-296,90,55,5,22,29,4,4,55,0,0,,0,,27,118,50,0,1,0,1,0,32,0,27,2019-2020
Stefan Savić,15,me MNE,CB,29-059,90,43,1,20,23,0,0,43,0,0,,0,,18,38,17,0,0,0,0,0,21,0,27,2019-2020
Kieran Trippier,23,eng ENG,RB,29-170,90,64,0,7,32,25,1,64,0,0,,0,,29,181,111,4,0,1,1,1,30,6,27,2019-2020
Jan Oblak,13,si SVN,GK,27-060,90,23,22,23,0,0,0,23,0,0,,0,,8,42,25,0,0,0,0,0,5,0,27,2019-2020
Luuk de Jong,19,nl NED,FW,29-193,90,31,1,5,19,8,3,31,0,0,,0,,12,30,9,0,0,0,1,0,21,4,27,2019-2020
Lucas Ocampos,5,ar ARG,"LM,RM",25-240,80,35,1,5,10,20,7,34,3,1,33.3,2,66.7,22,111,66,2,0,2,2,1,25,12,27,2019-2020
   Franco Vázquez,22,ar ARG,RM,31-014,10,4,0,1,3,0,0,4,1,1,100.0,0,0.0,1,4,3,0,0,0,0,0,2,0,27,2019-2020
Éver Banega,10,ar ARG,CM,31-252,90,89,2,16,53,21,0,89,1,0,0.0,1,100.0,51,200,100,0,2,0,1,2,60,3,27,2019-2020
Joan Jordán,24,es ESP,CM,25-245,73,55,2,13,31,11,2,55,1,1,100.0,0,0.0,34,142,57,1,0,0,4,0,38,3,27,2019-2020
   Sergi Gómez,3,es ESP,CB,27-345,17,7,1,4,3,0,0,7,0,0,,0,,1,1,1,0,0,0,0,0,2,0,27,2019-2020
Suso,14,es ESP,RM,26-109,62,30,0,2,17,11,1,30,1,1,100.0,0,0.0,22,115,55,1,1,0,1,2,25,1,27,2019-2020
   Youssef En-Nesyri,15,ma MAR,LM,22-280,28,5,0,1,1,3,0,5,1,0,0.0,1,100.0,3,7,2,0,1,0,0,0,2,1,27,2019-2020
Nemanja Gudelj,17,rs SRB,"DM,CM",28-112,90,55,4,20,32,3,0,55,0,0,,0,,37,298,129,0,0,0,0,0,41,0,27,2019-2020
Sergio Reguilón,23,es ESP,LB,23-082,90,72,4,22,34,17,3,72,1,1,100.0,0,0.0,39,199,120,3,1,0,1,0,45,4,27,2019-2020
Diego Carlos,20,br BRA,CB,26-358,90,62,11,42,20,1,1,62,0,0,,0,,36,135,53,0,0,0,0,0,42,0,27,2019-2020
Jules Koundé,12,fr FRA,CB,21-116,90,64,9,34,27,3,1,64,1,0,0.0,1,100.0,36,128,56,0,0,0,0,0,41,0,27,2019-2020
Jesús Navas,16,es ESP,RB,34-107,90,62,0,17,31,14,1,62,0,0,,0,,33,168,101,2,0,0,1,0,38,3,27,2019-2020
Tomáš Vaclík,1,cz CZE,GK,30-344,90,38,35,38,0,0,0,38,0,0,,0,,9,46,23,0,0,0,0,0,11,0,27,2019-2020
Lionel Messi,10,ar ARG,FW,32-257,90,61,0,2,27,35,14,60,11,10,90.9,1,9.1,44,280,196,8,4,4,4,4,49,6,27,2019-2020
Martin Braithwaite,19,dk DEN,LW,28-276,88,36,0,3,11,22,6,36,2,2,100.0,0,0.0,26,139,89,5,2,3,1,1,32,9,27,2019-2020
   Junior Firpo,24,es ESP,LB,23-198,2,7,1,6,1,0,0,7,0,0,,0,,2,14,3,0,0,0,0,0,2,0,27,2019-2020
Antoine Griezmann,17,fr FRA,RW,28-352,84,29,0,3,11,15,5,29,0,0,,0,,11,24,4,0,0,0,0,1,17,1,27,2019-2020
   Ansu Fati,31,es ESP,RW,17-128,6,2,0,0,1,1,0,2,0,0,,0,,2,10,7,0,0,0,0,0,1,0,27,2019-2020
Frenkie de Jong,21,nl NED,LM,22-300,90,63,2,17,31,15,2,63,0,0,,0,,36,238,121,3,2,1,1,2,50,2,27,2019-2020
