player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jaume Doménech,es ESP,29-245,90,5,1,4,80.0,0.5,6,14,42.9,18,6,50.0,37.2,6,83.3,55.8,13,0,0.0,0,11.5,35,2019-2020
Jordi Masip,es ESP,31-186,90,4,2,2,50.0,1.4,3,15,20.0,23,5,56.5,43.2,6,33.3,36.7,11,0,0.0,1,20.0,35,2019-2020
Rubén Blanco,es ESP,24-348,80,1,1,,0.0,0.7,5,8,62.5,16,3,31.3,29.3,6,50.0,44.8,7,,,,,35,2019-2020
Iván Villar,es ESP,22-364,10,1,0,1,100.0,0.2,2,4,50.0,2,0,100.0,62.0,3,66.7,47.0,3,0,0.0,0,,35,2019-2020
Jan Oblak,si SVN,27-182,90,4,1,3,75.0,1.2,4,6,66.7,11,4,45.5,36.7,5,20.0,28.4,21,0,0.0,0,4.0,35,2019-2020
Daniel Martín,es ESP,22-000,90,2,0,2,100.0,0.2,2,14,14.3,23,2,47.8,40.6,3,100.0,73.0,15,0,0.0,0,13.0,35,2019-2020
Sergio Herrera,es ESP,27-033,90,8,3,5,62.5,2.6,7,24,29.2,25,6,64.0,42.7,8,100.0,64.8,7,1,14.3,2,16.6,35,2019-2020
David Soria,es ESP,27-095,90,3,3,0,66.7,2.4,6,20,30.0,19,0,89.5,61.0,5,60.0,44.8,7,0,0.0,4,29.0,35,2019-2020
Sergio Asenjo,es ESP,31-010,90,2,1,1,50.0,0.3,4,18,22.2,24,4,50.0,44.8,11,54.5,43.5,22,1,4.5,0,5.0,35,2019-2020
Marc-André ter Stegen,de GER,28-069,90,2,0,2,100.0,0.4,3,6,50.0,29,7,6.9,26.6,7,57.1,44.4,11,0,0.0,1,23.0,35,2019-2020
Diego López,es ESP,38-248,90,2,1,1,50.0,1.0,5,19,26.3,22,4,59.1,45.1,6,100.0,71.2,10,1,10.0,3,16.6,35,2019-2020
Manolo Reina,es ESP,35-099,90,2,0,2,100.0,0.4,8,17,47.1,28,5,39.3,37.9,11,54.5,45.9,19,2,10.5,0,5.0,35,2019-2020
Aitor Fernández,es ESP,29-067,90,5,2,3,60.0,1.1,2,6,33.3,10,2,40.0,35.9,17,11.8,18.6,9,0,0.0,0,,35,2019-2020
Marko Dmitrović,rs SRB,28-167,90,1,0,1,100.0,0.3,6,25,24.0,28,2,60.7,44.2,9,88.9,66.2,12,1,8.3,1,13.5,35,2019-2020
Iván Cuéllar,es ESP,36-043,90,1,0,1,100.0,0.1,10,28,35.7,27,1,88.9,55.1,5,80.0,65.8,23,0,0.0,0,,35,2019-2020
Unai Simón,es ESP,23-028,90,7,2,5,71.4,2.1,10,26,38.5,22,5,72.7,50.4,12,83.3,51.9,18,0,0.0,0,,35,2019-2020
Yassine Bounou,ma MAR,29-095,90,4,1,3,75.0,1.1,2,11,18.2,27,5,29.6,30.1,8,37.5,33.6,12,0,0.0,0,12.5,35,2019-2020
Miguel Ángel Moyá,es ESP,36-099,90,3,3,0,0.0,1.3,5,8,62.5,20,1,30.0,34.0,2,100.0,55.0,12,0,0.0,1,16.8,35,2019-2020
Rui Silva,pt POR,26-154,90,5,2,3,60.0,1.7,13,30,43.3,26,4,69.2,46.3,12,100.0,63.8,29,0,0.0,0,6.5,35,2019-2020
Thibaut Courtois,be BEL,28-060,90,4,0,4,100.0,0.8,1,2,50.0,30,3,6.7,24.7,6,0.0,21.7,5,0,0.0,1,18.0,35,2019-2020
Roberto,es ESP,34-151,90,8,2,6,87.5,2.6,10,21,47.6,20,0,70.0,49.3,8,87.5,62.5,9,0,0.0,0,4.7,35,2019-2020
