player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Charles,19,br BRA,FW,35-331,77,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,26,2019-2020
   Gonzalo Escalante,5,ar ARG,"AM,FW",26-339,13,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,26,2019-2020
Sergi Enrich,9,es ESP,FW,30-003,87,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,2,0,26,2019-2020
   Kiké,17,es ESP,FW,30-096,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2019-2020
Fabián Orellana,14,cl CHI,"LM,LW",34-033,90,0,0,0,0,0,0,2,0.0,2,3,0,3,3,3,0,0,26,2019-2020
Sebastián Cristóforo,18,uy URU,"CM,DM",26-190,90,4,3,0,2,2,2,2,100.0,0,2,0,2,2,6,1,0,26,2019-2020
Papakouli Diop,8,sn SEN,"CM,DM",33-347,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,4,0,26,2019-2020
Pedro León,21,es ESP,RM,33-097,83,4,3,1,1,2,2,5,40.0,3,1,0,1,3,7,0,0,26,2019-2020
   Pablo de Blasis,16,ar ARG,RW,32-025,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2019-2020
José Ángel,15,es ESP,LB,30-177,90,3,2,2,1,0,3,4,75.0,1,3,2,1,0,3,3,0,26,2019-2020
Pedro Bigas,3,es ESP,CB,29-167,90,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,7,0,26,2019-2020
Paulo Oliveira,12,pt POR,CB,28-052,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,26,2019-2020
Anaitz Arbilla,23,es ESP,RB,32-290,90,2,2,1,1,0,2,5,40.0,3,0,0,0,2,4,1,0,26,2019-2020
Yoel,13,es ESP,GK,31-185,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,26,2019-2020
Borja Mayoral,21,es ESP,FW,22-330,66,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,26,2019-2020
   Sergio León,7,es ESP,FW,31-054,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2019-2020
Roger Martí,9,es ESP,FW,29-057,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,26,2019-2020
Enis Bardhi,10,mk MKD,LM,24-242,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,26,2019-2020
José Campaña,24,es ESP,CM,26-274,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,26,2019-2020
Nikola Vukčević,17,me MNE,CM,28-078,66,2,2,0,2,0,1,1,100.0,0,1,1,0,1,3,2,0,26,2019-2020
   Gonzalo Melero,22,es ESP,CM,26-058,24,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,26,2019-2020
José Luis Morales,11,es ESP,RM,32-221,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,26,2019-2020
Toño,3,es ESP,LB,30-114,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0,26,2019-2020
Bruno González,18,es ESP,CB,29-281,90,1,0,0,1,0,0,0,,0,1,0,1,0,1,8,0,26,2019-2020
Sergio Postigo,15,es ESP,CB,31-117,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,26,2019-2020
Jorge Miramón,20,es ESP,RB,30-272,90,3,1,2,0,1,1,2,50.0,1,2,1,1,3,6,1,0,26,2019-2020
Aitor Fernández,13,es ESP,GK,28-302,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,26,2019-2020
Maxi Gómez,22,uy URU,FW,23-199,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2019-2020
   Gonçalo Guedes,7,pt POR,FW,23-092,45,4,4,4,0,0,2,2,100.0,0,1,0,1,0,4,0,0,26,2019-2020
Kévin Gameiro,9,fr FRA,FW,32-296,73,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,26,2019-2020
   Denis Cheryshev,11,ru RUS,"LW,FW",29-065,17,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,26,2019-2020
Carlos Soler,8,es ESP,"LM,AM",23-058,90,3,0,1,2,0,0,2,0.0,2,0,0,0,0,3,0,0,26,2019-2020
Geoffrey Kondogbia,6,cf CTA,"CM,DM",27-014,90,7,2,4,3,0,2,4,50.0,2,3,0,3,3,10,5,0,26,2019-2020
Daniel Parejo,10,es ESP,"CM,DM",30-319,90,3,2,0,3,0,1,2,50.0,1,0,0,0,1,4,0,1,26,2019-2020
Ferrán Torres,20,es ESP,"RM,RW",20-000,87,1,1,0,0,1,0,3,0.0,3,0,0,0,1,2,0,0,26,2019-2020
   Rubén Sobrino,23,es ESP,RW,27-273,3,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,26,2019-2020
José Luis Gayà,14,es ESP,LB,24-280,90,5,3,4,1,0,4,7,57.1,3,2,0,2,1,6,3,0,26,2019-2020
Mouctar Diakhaby,12,gn GUI,CB,23-072,90,1,1,1,0,0,0,0,,0,1,1,0,2,3,0,0,26,2019-2020
Gabriel Paulista,5,br BRA,CB,29-095,90,0,0,0,0,0,0,1,0.0,1,4,4,0,1,1,2,0,26,2019-2020
Daniel Wass,18,dk DEN,RB,30-274,90,3,1,2,1,0,1,2,50.0,1,1,0,1,2,5,2,0,26,2019-2020
