player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Iván Cuéllar,es ESP,35-180,90,6,2,4,66.7,2.5,7,29,24.1,23,2,82.6,46.8,11,90.9,60.3,15,0,0.0,0,12.3,14,2019-2020
Marc-André ter Stegen,de GER,27-207,90,4,1,3,75.0,0.9,1,1,100.0,20,10,5.0,25.5,9,0.0,21.8,5,1,20.0,2,22.0,14,2019-2020
Joel Robles,es ESP,29-159,90,3,1,2,66.7,1.0,1,3,33.3,19,5,15.8,24.8,8,0.0,21.6,14,0,0.0,4,22.8,14,2019-2020
Jasper Cillessen,nl NED,30-215,90,8,2,6,75.0,1.6,7,21,33.3,28,8,35.7,35.1,12,91.7,57.6,15,0,0.0,0,10.8,14,2019-2020
Rui Silva,pt POR,25-289,90,6,1,5,83.3,1.5,9,27,33.3,38,2,55.3,40.4,8,75.0,51.5,14,0,0.0,2,17.7,14,2019-2020
Jan Oblak,si SVN,26-320,90,3,1,2,66.7,0.5,2,8,25.0,14,1,50.0,39.3,2,50.0,42.0,7,0,0.0,0,16.0,14,2019-2020
Thibaut Courtois,be BEL,27-196,90,6,1,5,83.3,1.8,2,7,28.6,25,6,24.0,31.8,3,33.3,42.7,9,0,0.0,0,10.0,14,2019-2020
Álex Remiro,es ESP,24-244,90,10,3,7,70.0,2.0,1,12,8.3,33,5,30.3,30.8,6,33.3,31.7,20,0,0.0,2,15.3,14,2019-2020
Diego López,es ESP,38-021,90,2,1,1,50.0,0.7,6,18,33.3,22,5,54.5,44.1,7,85.7,58.6,19,0,0.0,3,18.5,14,2019-2020
David Soria,es ESP,26-234,90,2,1,1,50.0,1.0,21,36,58.3,29,0,93.1,55.6,9,100.0,59.9,11,0,0.0,3,27.7,14,2019-2020
Sergio Herrera,es ESP,26-172,90,4,2,2,50.0,2.6,7,19,36.8,31,6,51.6,43.2,4,75.0,54.0,9,0,0.0,2,23.5,14,2019-2020
Unai Simón,es ESP,22-166,90,7,1,6,85.7,0.9,9,27,33.3,24,3,70.8,46.4,10,100.0,61.0,23,0,0.0,1,13.0,14,2019-2020
Marko Dmitrović,rs SRB,27-304,90,5,2,3,60.0,2.0,8,16,50.0,15,2,66.7,52.9,6,100.0,76.3,9,1,11.1,1,16.5,14,2019-2020
Fernando Pacheco,es ESP,27-190,90,7,0,7,100.0,0.9,7,24,29.2,20,2,55.0,41.9,14,92.9,61.1,31,0,0.0,0,,14,2019-2020
Sergio Asenjo,es ESP,30-149,90,7,3,4,57.1,2.5,2,9,22.2,23,6,26.1,29.4,4,75.0,46.0,7,0,0.0,2,14.4,14,2019-2020
Sergio Álvarez,es ESP,33-113,90,1,1,0,0.0,1.0,3,10,30.0,15,2,20.0,25.9,15,46.7,38.6,29,0,0.0,0,,14,2019-2020
Jordi Masip,es ESP,30-325,90,2,1,1,100.0,1.7,9,20,45.0,28,5,64.3,44.6,6,33.3,34.3,12,0,0.0,0,,14,2019-2020
Tomáš Vaclík,cz CZE,30-240,90,1,0,1,100.0,0.0,4,8,50.0,20,3,25.0,32.9,5,60.0,50.8,21,1,4.8,0,5.0,14,2019-2020
Sergio Álvarez,es ESP,33-118,90,2,0,2,100.0,0.1,2,8,25.0,20,4,30.0,33.3,4,50.0,39.5,8,0,0.0,1,16.0,15,2019-2020
Jordi Masip,es ESP,30-330,90,5,0,5,100.0,0.8,3,18,16.7,16,3,56.3,42.6,11,81.8,54.8,22,0,0.0,0,2.0,15,2019-2020
