player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Luis Suárez,9,uy URU,FW,32-278,90,33,31,2,0,0,0,0,0,0,0,0,0,22,0,3,11,2019-2020
Ansu Fati,31,es ESP,LW,16-363,62,34,32,2,0,0,0,2,0,2,1,0,0,24,0,0,11,2019-2020
   Antoine Griezmann,17,fr FRA,LW,28-222,28,16,15,1,0,0,1,1,0,1,1,0,0,11,0,0,11,2019-2020
Lionel Messi,10,ar ARG,RW,32-127,90,70,67,3,0,3,1,2,0,3,1,0,0,58,0,0,11,2019-2020
Frenkie de Jong,21,nl NED,LM,22-170,59,50,47,3,0,1,0,0,3,0,0,0,0,47,0,0,11,2019-2020
   Ivan Rakitić,4,hr CRO,LM,31-233,31,45,45,0,0,1,0,0,0,0,0,0,0,37,0,0,11,2019-2020
Sergio Busquets,5,es ESP,CM,31-105,90,85,82,3,3,0,0,0,0,0,0,0,0,72,0,0,11,2019-2020
Arturo Vidal,22,cl CHI,RM,32-160,90,66,66,0,0,0,0,0,0,0,0,0,0,57,0,1,11,2019-2020
Jordi Alba,18,es ESP,LB,30-222,77,69,60,8,1,0,0,3,7,0,0,0,0,59,1,0,11,2019-2020
   Sergi Roberto,20,es ESP,RB,27-264,13,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,11,2019-2020
Clément Lenglet,15,fr FRA,CB,24-134,90,44,42,2,2,0,1,0,0,0,0,0,0,36,0,0,11,2019-2020
Gerard Piqué,3,es ESP,CB,32-269,90,60,57,3,3,0,2,0,0,0,0,0,0,52,0,0,11,2019-2020
Nélson Semedo,2,pt POR,"RB,LB",25-347,90,62,51,11,2,0,0,0,9,0,0,0,0,54,0,2,11,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-182,90,26,20,6,1,0,0,0,0,0,0,0,0,24,0,0,11,2019-2020
Waldo Rubio,23,es ESP,"FW,LM",24-073,90,30,27,3,0,0,1,2,0,0,0,0,0,21,0,2,11,2019-2020
Sergi Guardiola,7,es ESP,FW,28-153,90,19,18,1,0,0,1,0,0,0,0,0,0,15,0,0,11,2019-2020
Óscar Plano,10,es ESP,"AM,FW",28-260,65,22,21,1,0,0,1,1,0,0,0,0,0,17,0,0,11,2019-2020
   Enes Ünal,9,tr TUR,FW,22-172,25,7,6,1,0,0,0,0,0,0,0,0,0,7,0,0,11,2019-2020
Anuar,8,ma MAR,"CM,LM",24-287,52,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0,11,2019-2020
   Pablo Hervías,11,es ESP,RM,26-235,38,12,12,0,0,0,0,1,0,0,0,0,0,9,0,0,11,2019-2020
Míchel,21,es ESP,"CM,RM",31-092,90,65,59,6,3,0,7,2,0,3,1,0,0,49,0,2,11,2019-2020
Nacho,22,es ESP,WB,30-236,31,14,10,4,0,0,0,0,4,0,0,0,0,8,0,1,11,2019-2020
   Mohammed Salisu,27,gh GHA,CB,20-195,59,22,22,0,0,0,0,0,0,0,0,0,0,19,0,0,11,2019-2020
Pedro Porro,2,es ESP,"RB,WB",20-046,90,43,33,10,1,0,0,2,9,0,0,0,0,34,0,0,11,2019-2020
Federico Barba,3,it ITA,"LB,CB",26-058,90,52,45,6,1,0,1,1,5,0,0,0,0,36,1,0,11,2019-2020
Kiko Olivas,4,es ESP,CB,31-069,90,42,42,0,0,0,0,0,0,0,0,0,0,39,0,0,11,2019-2020
