player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Loren Morón,16,es ESP,FW,25-278,90,1,0,0,0,3,2,0,0,24,0,0,1,1.3,1.3,0.3,2,0,5,12,41.7,2,14,0,1,0,8,2019-2020
Borja Iglesias,9,es ESP,FW,26-260,90,0,0,0,0,1,0,0,0,31,0,1,0,0.1,0.1,0.0,2,0,10,19,52.6,1,13,3,4,2,8,2019-2020
Álex Moreno,15,es ESP,"LM,LB",26-118,90,0,0,0,0,1,0,0,0,42,0,0,1,0.3,0.3,0.4,2,0,22,29,75.9,3,26,4,6,3,8,2019-2020
Andrés Guardado,18,mx MEX,CM,33-006,89,0,0,0,0,0,0,0,0,52,1,2,0,0.0,0.0,0.0,1,0,28,39,71.8,2,30,0,2,1,8,2019-2020
   Diego Lainez,20,mx MEX,RM,19-117,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,8,2019-2020
Sergio Canales,10,es ESP,CM,28-230,90,0,0,0,0,1,0,1,0,78,0,0,0,0.0,0.0,0.1,5,0,65,77,84.4,8,55,4,1,1,8,2019-2020
Joaquín,17,es ESP,RM,38-075,83,0,0,0,0,0,0,0,0,41,1,0,1,0.0,0.0,0.0,2,0,26,34,76.5,6,24,1,3,1,8,2019-2020
   Cristian Tello,11,es ESP,"RM,LM",28-054,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,1,0,8,2019-2020
Alfonso Pedraza,6,es ESP,LB,23-178,56,0,0,0,0,1,1,0,0,43,1,1,1,0.0,0.0,0.1,1,0,28,37,75.7,3,21,1,1,1,8,2019-2020
   Nabil Fekir,8,fr FRA,"LB,CM",26-078,34,0,0,0,0,1,0,1,0,16,2,0,0,0.0,0.0,0.0,2,0,4,9,44.4,1,14,1,2,2,8,2019-2020
Marc Bartra,5,es ESP,CB,28-262,90,0,1,0,0,1,0,0,0,90,1,1,1,0.2,0.2,0.9,2,1,63,76,82.9,1,55,0,0,0,8,2019-2020
Aïssa Mandi,23,dz ALG,CB,27-347,90,0,0,0,0,1,0,1,0,84,4,1,1,0.1,0.1,0.2,1,0,61,71,85.9,2,55,0,0,0,8,2019-2020
Emerson,22,br BRA,RB,20-263,90,0,0,0,0,2,0,0,0,78,3,2,0,0.1,0.1,0.0,1,0,50,66,75.8,4,30,3,1,0,8,2019-2020
Joel Robles,1,es ESP,GK,29-109,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,28,41,68.3,0,24,0,0,0,8,2019-2020
Kiké,17,es ESP,FW,29-313,86,0,0,0,0,1,0,0,0,35,0,1,1,0.0,0.0,0.0,3,0,14,22,63.6,2,16,2,1,0,8,2019-2020
   Charles,19,br BRA,"FW,RW",35-183,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,1,0,0,0,8,2019-2020
Takashi Inui,22,jp JPN,LW,31-124,90,0,0,0,0,2,0,0,0,44,3,2,1,0.1,0.1,0.0,1,0,20,28,71.4,1,27,4,3,1,8,2019-2020
Fabián Orellana,14,cl CHI,"RW,RM",33-250,90,1,0,1,1,0,0,0,0,50,1,0,0,0.8,0.0,0.3,5,1,31,42,73.8,5,29,5,2,1,8,2019-2020
Edu Expósito,10,es ESP,LM,23-064,69,0,0,0,0,0,0,0,0,19,1,2,1,0.0,0.0,0.0,0,0,14,14,100.0,0,11,0,2,1,8,2019-2020
   Quique,7,es ESP,"LM,FW",29-141,21,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,4,0,0,0,8,2019-2020
