player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Roberto Soldado,9,es ESP,FW,35-023,45,10,16,62.5,102,16,8,9,88.9,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,30,2019-2020
   Darwin Machís,23,ve VEN,LW,27-133,45,8,16,50.0,155,68,4,4,100.0,1,5,20.0,2,5,40.0,0,0.1,0.3,1,0,1,1,0,30,2019-2020
Antonio Puertas,10,es ESP,"RW,LW",28-119,90,24,34,70.6,386,70,18,22,81.8,4,4,100.0,2,5,40.0,0,0.0,0.0,1,1,2,1,4,30,2019-2020
Fede Vico,14,es ESP,"RW,AM",25-351,60,16,27,59.3,267,80,9,11,81.8,5,12,41.7,2,4,50.0,0,0.4,0.2,3,1,1,1,1,30,2019-2020
   Ramon Azeez,12,ng NGA,"DM,AM",27-190,30,10,13,76.9,212,63,4,5,80.0,2,4,50.0,4,4,100.0,0,0.0,0.1,0,0,1,0,2,30,2019-2020
Carlos Fernández,24,es ESP,"AM,FW",24-028,90,13,18,72.2,172,41,10,12,83.3,3,5,60.0,0,0,,0,0.0,0.0,0,2,1,1,2,30,2019-2020
Yan Brice Eteki,8,cm CMR,DM,22-298,60,11,16,68.8,150,40,5,6,83.3,5,6,83.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0,30,2019-2020
   Antonio Cortés,18,es ESP,"FW,DM",20-064,30,3,6,50.0,23,6,3,5,60.0,0,0,,0,1,0.0,0,0.2,0.2,2,0,0,0,0,30,2019-2020
Yangel Herrera,21,ve VEN,DM,22-157,90,43,52,82.7,752,293,21,24,87.5,16,21,76.2,6,6,100.0,0,0.1,0.1,3,7,2,1,12,30,2019-2020
Carlos Neva,15,es ESP,LB,24-007,76,42,50,84.0,695,255,19,21,90.5,17,18,94.4,4,7,57.1,0,0.0,0.4,0,4,2,2,8,30,2019-2020
   Gil Bastião Dias,17,pt POR,LB,23-265,14,10,10,100.0,148,59,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.1,0,1,0,0,2,30,2019-2020
Germán Sánchez,6,es ESP,CB,33-190,90,46,59,78.0,1150,364,7,11,63.6,28,32,87.5,11,15,73.3,0,0.1,0.0,1,3,0,0,6,30,2019-2020
Domingos Duarte,22,pt POR,CB,25-101,90,62,72,86.1,1342,451,14,15,93.3,38,42,90.5,10,13,76.9,0,0.0,0.0,0,3,0,0,7,30,2019-2020
Víctor Díaz,16,es ESP,RB,32-007,82,49,72,68.1,934,427,16,21,76.2,23,31,74.2,8,15,53.3,0,0.0,0.1,0,2,1,1,7,30,2019-2020
   Dimitri Foulquier,2,fr FRA,RB,27-088,8,3,6,50.0,50,20,1,2,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,30,2019-2020
Rui Silva,1,pt POR,GK,26-133,90,31,42,73.8,806,686,11,11,100.0,9,9,100.0,10,21,47.6,0,0.0,0.1,0,3,0,0,0,30,2019-2020
Carlos Bacca,9,co COL,FW,33-285,54,10,14,71.4,148,27,4,4,100.0,5,7,71.4,0,0,,0,0.0,0.0,0,2,0,0,1,30,2019-2020
   Paco Alcácer,17,es ESP,FW,26-294,36,12,14,85.7,158,13,8,8,100.0,4,6,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,30,2019-2020
Gerard Moreno,7,es ESP,FW,28-073,80,29,43,67.4,455,102,18,20,90.0,10,16,62.5,1,2,50.0,0,0.3,0.5,1,3,1,0,2,30,2019-2020
   Santi Cazorla,8,es ESP,FW,35-189,10,11,12,91.7,154,70,9,9,100.0,1,1,100.0,1,2,50.0,0,0.1,0.0,1,4,0,0,1,30,2019-2020
Javier Ontiveros,24,es ESP,LM,22-284,64,25,30,83.3,384,103,15,16,93.8,7,8,87.5,2,4,50.0,0,0.0,0.0,0,2,0,0,1,30,2019-2020
   Samuel Chukwueze,11,ng NGA,RM,21-028,26,6,10,60.0,104,23,3,4,75.0,3,4,75.0,0,0,,0,0.0,0.0,0,1,0,0,1,30,2019-2020
Manu Morlanes,15,es ESP,CM,21-159,54,23,25,92.0,357,102,11,12,91.7,10,10,100.0,1,2,50.0,0,0.0,0.0,1,2,0,0,1,30,2019-2020
   Andre-Frank Zambo Anguissa,19,cm CMR,CM,24-216,36,13,15,86.7,221,30,5,6,83.3,7,8,87.5,0,0,,0,0.0,0.0,0,1,0,0,2,30,2019-2020
Vicente Iborra,10,es ESP,CM,32-155,90,42,47,89.4,885,176,14,14,100.0,21,22,95.5,7,11,63.6,0,0.0,0.0,0,3,0,0,2,30,2019-2020
Moi Gómez,23,es ESP,"RM,LM",25-362,90,38,45,84.4,534,136,25,26,96.2,11,13,84.6,1,4,25.0,0,0.0,0.1,0,2,2,0,3,30,2019-2020
Alberto Moreno,18,es ESP,LB,27-350,90,38,52,73.1,628,260,20,20,100.0,13,19,68.4,4,8,50.0,0,0.0,0.0,0,1,0,0,1,30,2019-2020
Raúl Albiol,3,es ESP,CB,34-289,90,32,44,72.7,735,327,10,10,100.0,16,18,88.9,6,15,40.0,0,0.0,0.0,0,2,0,0,1,30,2019-2020
Sofian Chakla,22,ma MAR,CB,26-291,90,38,47,80.9,858,381,8,10,80.0,24,27,88.9,6,10,60.0,0,0.0,0.0,0,0,0,0,2,30,2019-2020
Rubén Peña,20,es ESP,RB,28-337,80,34,43,79.1,654,393,15,16,93.8,14,18,77.8,5,9,55.6,1,0.1,0.1,1,1,0,0,4,30,2019-2020
   Mario Gaspar,2,es ESP,RB,29-208,10,4,7,57.1,65,56,1,2,50.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,30,2019-2020
Sergio Asenjo,1,es ESP,GK,30-357,90,26,41,63.4,811,609,4,4,100.0,11,11,100.0,11,26,42.3,0,0.0,0.0,0,0,0,0,0,30,2019-2020
Ante Budimir,22,hr CRO,FW,28-333,67,4,15,26.7,58,12,2,6,33.3,1,4,25.0,0,1,0.0,0,0.0,0.1,0,0,0,0,2,30,2019-2020
   Abdón Prats,9,es ESP,FW,27-195,23,6,9,66.7,86,17,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,30,2019-2020
Cucho,29,co COL,"RM,LM,AM",21-060,67,15,27,55.6,177,43,10,14,71.4,3,5,60.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,30,2019-2020
