player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Roberto Soldado,9,es ESP,FW,34-144,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
   Ramon Azeez,12,ng NGA,FW,26-310,32,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,9,2019-2020
Álvaro Vadillo,7,es ESP,LW,25-036,66,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,0,0,9,2019-2020
   Darwin Machís,23,ve VEN,LW,26-253,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Antonio Puertas,10,es ESP,RW,27-239,90,4,2,2,2,0,2,2,100.0,0,0,0,0,2,6,0,0,9,2019-2020
Carlos Fernández,24,es ESP,AM,23-149,84,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,2,0,9,2019-2020
   Adrián Ramos,20,co COL,AM,33-269,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Maxime Gonalons,4,fr FRA,DM,30-222,90,2,2,2,0,0,0,1,0.0,1,2,0,2,0,2,0,0,9,2019-2020
Yangel Herrera,21,ve VEN,DM,21-277,90,1,1,0,1,0,1,3,33.3,2,3,1,2,0,1,0,0,9,2019-2020
Carlos Neva,15,es ESP,LB,23-128,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
José Martínez,5,es ESP,CB,26-248,90,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,1,0,9,2019-2020
Domingos Duarte,22,pt POR,CB,24-222,90,1,1,1,0,0,0,0,,0,3,1,2,3,4,3,0,9,2019-2020
Víctor Díaz,16,es ESP,RB,31-128,90,2,1,1,1,0,0,1,0.0,1,1,0,1,2,4,4,0,9,2019-2020
Rui Silva,1,pt POR,GK,25-253,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,9,2019-2020
Ezequiel Ávila,9,ar ARG,FW,25-254,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Brandon,11,es ESP,LW,24-256,65,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,9,2019-2020
   Adrián López,22,es ESP,LW,31-283,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Roberto Torres,10,es ESP,RW,30-225,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,3,0,9,2019-2020
Darko Brašanac,20,rs SRB,AM,27-248,76,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,9,2019-2020
   Juan Villar,18,es ESP,AM,31-152,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Jon Moncayola,27,es ESP,DM,21-158,90,3,3,2,1,0,3,3,100.0,0,3,1,2,0,3,1,0,9,2019-2020
Oier Sanjurjo,6,es ESP,DM,33-146,61,2,1,0,1,1,2,3,66.7,1,0,0,0,2,4,1,0,9,2019-2020
   Fran Mérida,8,es ESP,DM,29-228,28,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,9,2019-2020
Pervis Estupiñán,30,ec ECU,LB,21-270,90,3,1,0,3,0,2,2,100.0,0,0,0,0,0,3,2,0,9,2019-2020
Facundo Roncaglia,12,ar ARG,CB,32-250,90,2,1,1,1,0,0,0,,0,1,0,1,2,4,4,0,9,2019-2020
Aridane Hernández,23,es ESP,CB,30-209,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,8,0,9,2019-2020
Nacho Vidal,2,es ESP,RB,24-267,90,1,1,1,0,0,1,2,50.0,1,1,1,0,2,3,3,0,9,2019-2020
Rubén,13,es ESP,GK,35-118,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Charles,19,br BRA,FW,35-198,78,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9,2019-2020
   Kiké,17,es ESP,FW,29-328,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,9,2019-2020
Sergi Enrich,9,es ESP,FW,29-235,70,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,9,2019-2020
   Takashi Inui,22,jp JPN,LW,31-139,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2019-2020
Fabián Orellana,14,cl CHI,"LM,RW",33-265,90,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,9,2019-2020
Papakouli Diop,8,sn SEN,CM,33-214,90,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,0,0,9,2019-2020
Sergio Álvarez,6,es ESP,"CM,RM",27-269,90,1,1,0,1,0,0,3,0.0,3,1,0,1,0,1,0,0,9,2019-2020
Pedro León,21,es ESP,RM,32-329,62,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,9,2019-2020
   Edu Expósito,10,es ESP,"LM,RM",23-079,28,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,9,2019-2020
José Ángel,15,es ESP,LB,30-044,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,9,2019-2020
Anaitz Arbilla,23,es ESP,CB,32-157,90,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,3,0,9,2019-2020
Paulo Oliveira,12,pt POR,CB,27-284,90,1,0,1,0,0,1,1,100.0,0,3,1,2,2,3,5,0,9,2019-2020
Pablo de Blasis,16,ar ARG,RB,31-257,90,1,1,0,1,0,0,2,0.0,2,1,0,1,3,4,1,0,9,2019-2020
Marko Dmitrović,1,rs SRB,GK,27-268,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,9,2019-2020
Luis Suárez,9,uy URU,FW,32-268,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,9,2019-2020
Antoine Griezmann,17,fr FRA,LW,28-212,90,1,0,1,0,0,0,1,0.0,1,1,0,1,2,3,1,0,9,2019-2020
Lionel Messi,10,ar ARG,RW,32-117,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,9,2019-2020
Arthur Melo,8,br BRA,LM,23-068,70,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,9,2019-2020
   Arturo Vidal,22,cl CHI,LM,32-150,20,2,1,1,0,1,1,1,100.0,0,0,0,0,0,2,1,0,9,2019-2020
