Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Ezequiel Ávila,9,ar ARG,FW,25-226,90,0,0,0,0,3,2,0,0,31,3,0,2,1.0,1.0,0.0,0,0,7,17,41.2,2,13,2,3,2,5,2019-2020
Adrián López,22,es ESP,FW,31-255,70,0,0,0,0,1,1,0,0,21,0,0,0,0.5,0.5,0.8,4,0,11,14,78.6,1,12,1,3,1,5,2019-2020
   Robert Ibáñez,17,es ESP,RM,26-182,20,0,0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,1,0,9,11,81.8,0,10,1,0,0,5,2019-2020
Rubén García,14,es ESP,"LM,FW",26-068,77,0,0,0,0,0,0,0,0,42,4,1,1,0.0,0.0,0.0,1,0,17,25,68.0,2,10,0,2,0,5,2019-2020
   Brandon,11,es ESP,FW,24-228,13,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,7,1,0,0,5,2019-2020
Fran Mérida,8,es ESP,CM,29-200,89,0,0,0,0,1,0,0,0,64,2,2,0,0.0,0.0,0.0,3,0,42,57,73.7,7,32,2,0,0,5,2019-2020
   Jon Moncayola,27,es ESP,CM,21-130,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,5,2019-2020
Oier Sanjurjo,6,es ESP,CM,33-118,90,0,0,0,0,1,0,1,0,48,4,0,2,0.1,0.1,0.0,1,0,32,40,80.0,5,16,0,0,0,5,2019-2020
Roberto Torres,10,es ESP,"RM,LM",30-197,90,0,0,0,0,2,0,0,0,48,3,1,1,0.1,0.1,0.7,5,0,20,36,55.6,5,26,1,1,0,5,2019-2020
Pervis Estupiñán,30,ec ECU,LB,21-242,90,0,0,0,0,0,0,0,0,71,0,0,1,0.0,0.0,0.4,2,0,51,62,82.3,6,39,4,1,0,5,2019-2020
David García,5,es ESP,CB,25-218,90,0,0,0,0,2,1,0,0,48,2,1,1,0.2,0.2,0.0,1,0,31,37,83.8,2,24,1,0,0,5,2019-2020
Aridane Hernández,23,es ESP,CB,30-181,90,0,0,0,0,0,0,0,0,50,0,1,1,0.0,0.0,0.0,0,0,37,44,84.1,6,28,2,0,0,5,2019-2020
Nacho Vidal,2,es ESP,RB,24-239,90,0,0,0,0,0,0,0,0,54,2,1,0,0.0,0.0,0.0,0,0,31,46,67.4,3,19,0,1,1,5,2019-2020
Rubén,13,es ESP,GK,35-090,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,22,31,71.0,0,15,0,0,0,5,2019-2020
Ezequiel Ávila,9,ar ARG,FW,25-226,90,0,0,0,0,3,2,0,0,31,3,0,2,1.0,1.0,0.0,0,0,7,17,41.2,2,13,2,3,2,5,2019-2020
Adrián López,22,es ESP,FW,31-255,70,0,0,0,0,1,1,0,0,21,0,0,0,0.5,0.5,0.8,4,0,11,14,78.6,1,12,1,3,1,5,2019-2020
   Robert Ibáñez,17,es ESP,RM,26-182,20,0,0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,1,0,9,11,81.8,0,10,1,0,0,5,2019-2020
Rubén García,14,es ESP,"LM,FW",26-068,77,0,0,0,0,0,0,0,0,42,4,1,1,0.0,0.0,0.0,1,0,17,25,68.0,2,10,0,2,0,5,2019-2020
   Brandon,11,es ESP,FW,24-228,13,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,7,1,0,0,5,2019-2020
Fran Mérida,8,es ESP,CM,29-200,89,0,0,0,0,1,0,0,0,64,2,2,0,0.0,0.0,0.0,3,0,42,57,73.7,7,32,2,0,0,5,2019-2020
   Jon Moncayola,27,es ESP,CM,21-130,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,5,2019-2020
Oier Sanjurjo,6,es ESP,CM,33-118,90,0,0,0,0,1,0,1,0,48,4,0,2,0.1,0.1,0.0,1,0,32,40,80.0,5,16,0,0,0,5,2019-2020
Roberto Torres,10,es ESP,"RM,LM",30-197,90,0,0,0,0,2,0,0,0,48,3,1,1,0.1,0.1,0.7,5,0,20,36,55.6,5,26,1,1,0,5,2019-2020
Pervis Estupiñán,30,ec ECU,LB,21-242,90,0,0,0,0,0,0,0,0,71,0,0,1,0.0,0.0,0.4,2,0,51,62,82.3,6,39,4,1,0,5,2019-2020
David García,5,es ESP,CB,25-218,90,0,0,0,0,2,1,0,0,48,2,1,1,0.2,0.2,0.0,1,0,31,37,83.8,2,24,1,0,0,5,2019-2020
Aridane Hernández,23,es ESP,CB,30-181,90,0,0,0,0,0,0,0,0,50,0,1,1,0.0,0.0,0.0,0,0,37,44,84.1,6,28,2,0,0,5,2019-2020
Nacho Vidal,2,es ESP,RB,24-239,90,0,0,0,0,0,0,0,0,54,2,1,0,0.0,0.0,0.0,0,0,31,46,67.4,3,19,0,1,1,5,2019-2020
Rubén,13,es ESP,GK,35-090,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,22,31,71.0,0,15,0,0,0,5,2019-2020
