player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sergi Enrich,9,es ESP,FW,29-297,72,32,0,3,13,16,6,32,0,0,,0,,15,45,3,0,0,0,2,2,20,4,18,2019-2020
   Quique,7,es ESP,FW,29-218,18,12,0,2,6,5,1,12,1,1,100.0,0,0.0,5,44,38,1,1,0,1,0,9,1,18,2019-2020
Kiké,17,es ESP,FW,30-025,36,15,0,0,6,9,2,15,0,0,,0,,10,40,9,0,0,0,1,1,14,3,18,2019-2020
   Charles,19,br BRA,FW,35-260,54,37,0,2,23,13,1,37,1,0,0.0,1,100.0,13,50,39,1,0,0,5,0,23,1,18,2019-2020
Takashi Inui,22,jp JPN,LM,31-201,90,43,1,8,15,20,5,43,6,3,50.0,3,50.0,27,152,75,2,1,1,1,4,28,6,18,2019-2020
Edu Expósito,10,es ESP,CM,23-141,90,44,0,16,21,7,0,44,0,0,,0,,20,34,8,0,0,0,2,3,23,0,18,2019-2020
Gonzalo Escalante,5,ar ARG,CM,26-268,83,51,7,11,22,18,4,51,3,3,100.0,0,0.0,20,82,53,4,2,1,0,3,20,0,18,2019-2020
   Papakouli Diop,8,sn SEN,CM,33-276,7,5,0,2,1,2,0,5,0,0,,0,,4,11,7,0,0,0,0,0,3,0,18,2019-2020
Pedro León,21,es ESP,RM,33-026,90,47,1,8,12,29,4,47,2,2,100.0,0,0.0,25,97,37,1,2,0,4,3,28,4,18,2019-2020
José Ángel,15,es ESP,LB,30-106,90,64,4,26,26,13,0,64,3,3,100.0,0,0.0,22,94,59,1,1,0,1,0,22,0,18,2019-2020
Pedro Bigas,3,es ESP,CB,29-096,90,44,8,30,14,0,0,44,0,0,,0,,11,15,7,0,0,0,1,0,7,0,18,2019-2020
Paulo Oliveira,12,pt POR,CB,27-346,90,45,8,30,13,2,2,45,0,0,,0,,11,56,43,0,0,0,0,0,9,0,18,2019-2020
Álvaro Tejero,24,es ESP,RB,23-153,90,51,4,10,19,22,0,51,1,0,0.0,1,100.0,26,107,65,3,2,0,1,0,29,3,18,2019-2020
Marko Dmitrović,1,rs SRB,GK,27-330,90,30,23,29,1,0,0,30,0,0,,0,,11,66,59,0,0,0,0,0,8,0,18,2019-2020
Roberto Soldado,9,es ESP,FW,34-207,90,37,0,2,11,24,4,37,0,0,,0,,18,34,6,0,1,0,2,1,22,2,18,2019-2020
Antonio Puertas,10,es ESP,"LW,WB",27-302,75,35,2,8,11,16,1,35,2,0,0.0,2,100.0,22,91,47,1,1,0,3,0,20,3,18,2019-2020
   Álex Martínez,3,es ESP,WB,29-130,15,10,0,2,3,7,0,10,0,0,,0,,6,35,20,1,1,0,0,0,5,0,18,2019-2020
Álvaro Vadillo,7,es ESP,RW,25-099,55,23,1,2,9,12,0,23,1,0,0.0,1,100.0,13,41,16,0,2,0,0,0,14,4,18,2019-2020
   Darwin Machís,23,ve VEN,WB,26-316,35,22,0,1,4,18,2,22,2,1,50.0,1,50.0,13,108,79,4,3,2,0,0,12,1,18,2019-2020
Carlos Fernández,24,es ESP,AM,23-212,90,52,3,5,21,26,3,52,0,0,,0,,33,117,39,1,2,0,8,1,35,7,18,2019-2020
Maxime Gonalons,4,fr FRA,"DM,CM",30-285,90,49,5,19,25,6,2,49,4,3,75.0,1,25.0,23,116,46,0,1,0,0,0,16,0,18,2019-2020
Yan Brice Eteki,8,cm CMR,"DM,CM",22-116,90,30,1,6,18,6,0,30,0,0,,0,,17,52,32,0,1,0,2,1,13,2,18,2019-2020
Carlos Neva,15,es ESP,LB,23-191,55,29,0,10,15,6,0,29,2,0,0.0,2,100.0,13,65,27,1,0,0,3,0,10,1,18,2019-2020
   Adrián Ramos,20,co COL,FW,33-332,35,20,0,0,7,13,5,20,0,0,,0,,10,43,20,0,0,0,0,0,18,3,18,2019-2020
José Martínez,5,es ESP,CB,26-311,90,50,2,29,21,2,0,50,1,1,100.0,0,0.0,18,71,18,0,1,0,1,0,8,0,18,2019-2020
Domingos Duarte,22,pt POR,CB,24-285,90,47,7,27,17,3,3,47,1,1,100.0,0,0.0,16,56,13,0,0,0,1,0,13,0,18,2019-2020
Víctor Díaz,16,es ESP,"RB,CB",31-191,90,47,3,14,26,7,1,47,1,1,100.0,0,0.0,18,63,25,2,0,0,1,0,15,0,18,2019-2020
Rui Silva,1,pt POR,GK,25-316,90,47,32,47,1,0,0,47,0,0,,0,,32,210,170,0,0,0,0,0,20,0,18,2019-2020
