player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Quique,7,es ESP,"FW,RW",30-061,78,0,0,0,0,2,0,0,0,0,0,0,0,1,7,5,58.3,37,2019-2020
   Sergi Enrich,9,es ESP,RW,30-141,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,37,2019-2020
Pablo de Blasis,16,ar ARG,LW,32-163,90,1,0,0,3,1,0,4,1,1,0,0,0,8,5,6,45.5,37,2019-2020
Pedro León,21,es ESP,"RW,RM",33-235,79,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,100.0,37,2019-2020
   Sebastián Cristóforo,18,uy URU,RM,26-328,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,37,2019-2020
Takashi Inui,22,jp JPN,AM,32-044,64,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0.0,37,2019-2020
   Charles,19,br BRA,"FW,AM",36-103,26,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,50.0,37,2019-2020
Edu Expósito,10,es ESP,"DM,CM",23-350,90,0,0,0,1,2,0,1,1,1,0,0,0,12,4,1,80.0,37,2019-2020
Sergio Álvarez,6,es ESP,DM,28-175,45,1,0,0,3,1,0,0,0,0,0,0,0,1,2,2,50.0,37,2019-2020
   Papakouli Diop,8,sn SEN,"DM,LM",34-119,45,0,0,0,2,0,0,0,0,1,0,0,0,4,2,1,66.7,37,2019-2020
Rafa Soares,11,pt POR,LB,25-068,90,1,0,0,1,0,0,4,1,0,0,0,0,5,3,1,75.0,37,2019-2020
Pedro Bigas,3,es ESP,CB,29-305,90,0,0,0,0,2,0,0,2,0,0,0,0,6,6,1,85.7,37,2019-2020
Paulo Oliveira,12,pt POR,CB,28-190,47,0,0,0,1,0,0,0,1,1,0,0,0,0,6,2,75.0,37,2019-2020
   Esteban Burgos,2,ar ARG,CB,28-189,43,1,0,0,2,0,0,0,1,1,0,0,0,1,1,1,50.0,37,2019-2020
Álvaro Tejero,24,es ESP,RB,23-362,90,0,0,0,3,1,0,3,1,3,0,0,0,6,1,0,100.0,37,2019-2020
Yoel,13,es ESP,GK,31-323,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,37,2019-2020
