player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Enes Ünal,9,tr TUR,FW,22-238,90,1,0,0,2,1,1,1,1,0,0,0,0,5,8,6,57.1,19,2019-2020
Sergi Guardiola,7,es ESP,"FW,RW",28-219,90,1,0,0,3,4,1,3,0,0,0,0,0,0,1,3,25.0,19,2019-2020
Toni Villa,19,es ESP,LM,24-361,57,0,0,0,2,1,0,3,1,0,0,0,0,6,0,0,,19,2019-2020
   Sandro Ramírez,20,es ESP,LW,24-178,33,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0.0,19,2019-2020
Joaquín Fernández,24,es ESP,"CM,CB",23-217,90,0,0,0,1,0,0,0,4,0,0,0,0,4,6,2,75.0,19,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-247,90,1,0,0,3,3,0,2,1,1,0,0,0,15,2,5,28.6,19,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-326,90,0,0,0,5,2,0,3,1,3,0,0,0,9,3,3,50.0,19,2019-2020
Javi Moyano,17,es ESP,LB,33-314,58,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,100.0,19,2019-2020
   Míchel,21,es ESP,CM,31-158,32,0,0,0,0,0,0,4,1,0,0,0,0,5,3,0,100.0,19,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-261,90,0,0,0,0,0,0,1,1,1,0,0,0,6,2,3,40.0,19,2019-2020
Kiko Olivas,4,es ESP,CB,31-135,90,0,0,0,0,0,1,0,0,2,0,0,0,2,0,3,0.0,19,2019-2020
Antoñito,18,es ESP,"RB,RM",32-010,89,0,0,0,0,0,0,7,2,0,0,0,0,6,2,1,66.7,19,2019-2020
   Pablo Hervías,11,es ESP,RM,26-301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,2019-2020
Jordi Masip,1,es ESP,GK,31-000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,2019-2020
Youssef En-Nesyri,26,ma MAR,"FW,RW",22-216,90,0,0,0,1,2,0,1,0,1,0,0,0,2,7,9,43.8,19,2019-2020
Martin Braithwaite,7,dk DEN,FW,28-212,90,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,100.0,19,2019-2020
Roque Mesa,6,es ESP,CM,30-210,90,1,0,0,1,3,0,1,0,2,0,0,0,10,0,4,0.0,19,2019-2020
Rubén Pérez,21,es ESP,CM,30-252,90,0,0,0,2,3,0,0,1,0,0,0,0,4,3,1,75.0,19,2019-2020
Óscar Rodríguez Arnaiz,27,es ESP,CM,21-189,79,0,0,0,0,2,0,6,4,2,0,0,0,11,1,2,33.3,19,2019-2020
   Guido Carrillo,18,ar ARG,"LW,CM",28-223,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,83.3,19,2019-2020
Kévin Rodrigues,24,pt POR,"LB,LM",25-304,90,0,0,0,2,0,0,5,2,3,0,0,0,9,2,1,66.7,19,2019-2020
Jonathan Silva,5,ar ARG,CB,25-188,90,1,0,0,2,3,0,1,0,0,0,0,0,1,2,1,66.7,19,2019-2020
Kenneth Omeruo,4,ng NGA,CB,26-078,83,0,0,0,3,0,0,0,1,2,0,0,0,3,2,3,40.0,19,2019-2020
   Rodrigo Tarín,15,es ESP,CB,23-182,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,19,2019-2020
