Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Manolo Reina,es ESP,34-165,90,5,0,4,100.0,1.3,7,18,38.9,21,4,66.7,44.5,7,57.1,45.1,9,0,0.0,0,,4,2019-2020
Unai Simón,es ESP,22-094,90,1,0,1,100.0,0.2,10,17,58.8,18,2,44.4,39.9,9,100.0,57.4,19,1,5.3,1,16.3,4,2019-2020
Thibaut Courtois,be BEL,27-126,90,3,2,1,33.3,1.3,2,8,25.0,31,2,19.4,30.1,5,40.0,46.0,12,1,8.3,1,14.7,4,2019-2020
Aitor Fernández,es ESP,28-134,90,11,3,8,72.7,4.2,5,10,50.0,24,9,33.3,33.3,10,20.0,28.0,19,1,5.3,2,12.4,4,2019-2020
Juan Soriano,es ESP,22-022,90,3,3,1,0.0,1.3,2,9,22.2,20,7,35.0,36.6,4,50.0,42.5,16,0,0.0,0,16.3,4,2019-2020
Sergio Asenjo,es ESP,30-078,90,4,0,4,100.0,0.4,4,15,26.7,20,5,50.0,41.9,8,62.5,53.3,23,1,4.3,2,12.7,4,2019-2020
Miguel Ángel Moyá,es ESP,35-165,90,2,0,2,100.0,0.7,9,20,45.0,30,2,26.7,31.4,14,85.7,51.3,12,0,0.0,0,,4,2019-2020
Jan Oblak,si SVN,26-250,65,4,2,2,50.0,1.7,8,15,53.3,14,,78.6,48.5,6,66.7,49.0,10,,,,3.0,4,2019-2020
Antonio Adán,es ESP,32-124,25,1,0,1,100.0,0.0,1,3,33.3,5,1,40.0,30.2,1,100.0,65.0,1,0,0.0,0,,4,2019-2020
Marc-André ter Stegen,de GER,27-137,90,3,2,1,33.3,1.9,0,2,0.0,19,4,10.5,24.0,4,0.0,21.5,6,1,16.7,1,13.4,4,2019-2020
Jasper Cillessen,nl NED,30-145,90,10,5,5,50.0,3.7,6,12,50.0,21,5,42.9,31.7,4,75.0,52.5,6,0,0.0,0,3.0,4,2019-2020
Marko Dmitrović,rs SRB,27-234,90,2,2,0,0.0,1.9,4,24,16.7,27,3,59.3,46.8,8,100.0,73.4,4,0,0.0,8,27.4,4,2019-2020
Diego López,es ESP,37-316,90,1,1,0,0.0,0.8,8,41,19.5,34,0,76.5,52.6,15,100.0,64.0,28,1,3.6,0,11.0,4,2019-2020
Fernando Pacheco,es ESP,27-120,90,7,1,6,85.7,0.9,9,18,50.0,24,7,50.0,40.2,7,85.7,55.7,15,0,0.0,0,9.8,4,2019-2020
Tomáš Vaclík,cz CZE,30-170,90,0,0,0,,0.0,3,11,27.3,25,4,24.0,34.9,10,50.0,39.7,15,0,0.0,1,12.6,4,2019-2020
Rubén Blanco,es ESP,24-052,90,3,2,1,33.3,0.6,6,18,33.3,21,3,42.9,37.4,9,100.0,54.4,17,1,5.9,0,6.5,4,2019-2020
Rui Silva,pt POR,25-220,90,0,0,0,,0.0,2,4,50.0,15,3,26.7,29.9,6,0.0,27.7,8,0,0.0,2,24.0,4,2019-2020
Jordi Masip,es ESP,30-255,90,5,1,4,80.0,2.1,8,23,34.8,21,4,47.6,37.3,13,100.0,62.8,13,0,0.0,1,16.0,4,2019-2020
Rubén,es ESP,35-085,90,1,1,0,0.0,0.4,3,14,21.4,15,3,46.7,42.4,9,77.8,54.8,14,0,0.0,2,18.7,4,2019-2020
Joel Robles,es ESP,29-090,90,4,1,3,100.0,1.5,9,20,45.0,35,4,48.6,34.7,6,50.0,35.8,20,0,0.0,2,15.5,4,2019-2020
David Soria,es ESP,26-164,90,2,1,1,100.0,1.0,9,20,45.0,14,0,92.9,55.2,7,100.0,62.1,17,0,0.0,2,22.0,4,2019-2020
