player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Luuk de Jong,19,nl NED,FW,29-304,45,0,0,0,0,1,1,0,0,16,1,0,0,0.0,0.0,0.0,0,0,10,14,71.4,0,5,0,0,0,32,2019-2020
   Suso,14,es ESP,"RW,FW",26-220,45,0,0,0,0,1,0,0,0,42,0,0,1,0.1,0.1,0.1,4,0,28,39,71.8,5,30,1,3,3,32,2019-2020
Munir El Haddadi,11,ma MAR,"LW,AM,FW",24-299,90,0,0,0,0,2,0,0,0,47,2,0,0,0.1,0.1,0.1,7,0,29,34,85.3,5,39,2,3,2,32,2019-2020
Lucas Ocampos,5,ar ARG,"RW,LW",25-351,89,1,0,1,1,2,0,0,0,44,0,1,0,1.1,0.4,0.0,0,0,27,33,81.8,2,32,0,4,2,32,2019-2020
   Rony Lopes,7,pt POR,LW,24-181,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,32,2019-2020
Éver Banega,10,ar ARG,"LM,DM",31-363,90,0,0,0,0,1,0,0,0,134,2,0,2,0.0,0.0,0.1,3,0,104,125,83.2,19,93,7,5,5,32,2019-2020
Fernando,25,br BRA,CM,32-337,45,0,0,0,0,0,0,1,0,43,1,0,0,0.0,0.0,0.1,2,0,29,33,87.9,3,23,0,1,1,32,2019-2020
   Joan Jordán,24,es ESP,"DM,CM",25-356,45,0,0,0,0,0,0,0,0,52,2,0,0,0.0,0.0,0.0,1,0,42,47,89.4,9,43,0,2,1,32,2019-2020
Franco Vázquez,22,ar ARG,RM,31-125,65,0,0,0,0,2,1,1,0,50,1,3,0,0.2,0.2,0.1,1,0,34,40,85.0,7,24,0,0,0,32,2019-2020
   Youssef En-Nesyri,15,ma MAR,"FW,RM",23-025,25,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,0,3,0,0,0,32,2019-2020
Sergio Escudero,18,es ESP,LB,30-298,90,0,0,0,0,1,0,0,0,94,2,0,1,0.1,0.1,0.0,3,1,73,84,86.9,11,61,1,2,2,32,2019-2020
