Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Karl Toko Ekambi,17,cm CMR,FW,27-013,79,2,0,0,0,4,2,0,0,22,0,0,0,0.8,0.8,0.1,2,0,9,12,75.0,0,16,2,3,2,7,2019-2020
   Javier Ontiveros,24,es ESP,"LM,FW",22-018,11,0,0,0,0,3,3,0,0,11,2,0,0,0.1,0.1,0.0,1,0,5,5,100.0,0,7,1,0,0,7,2019-2020
Moi Gómez,23,es ESP,LW,25-096,56,0,0,0,0,0,0,1,0,22,1,0,0,0.0,0.0,0.0,0,0,16,19,84.2,4,14,1,1,0,7,2019-2020
   Samuel Chukwueze,11,ng NGA,RM,20-128,34,1,0,0,0,1,1,0,0,16,0,0,0,0.1,0.1,0.1,5,3,8,10,80.0,1,11,2,2,1,7,2019-2020
Gerard Moreno,7,es ESP,"RW,FW",27-173,90,1,1,0,0,5,1,0,0,39,0,1,0,0.8,0.8,0.5,3,3,12,18,66.7,1,24,5,1,0,7,2019-2020
Santi Cazorla,8,es ESP,"AM,LM,FW",34-288,84,1,1,1,1,2,1,0,0,48,1,0,1,0.9,0.1,0.9,6,1,31,39,79.5,3,31,2,4,2,7,2019-2020
   Manu Trigueros,14,es ESP,FW,27-345,6,0,1,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.5,2,1,7,7,100.0,1,3,0,0,0,7,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,"DM,CM",23-315,90,0,0,0,0,0,0,0,0,44,3,1,0,0.0,0.0,0.0,0,0,31,37,83.8,4,28,1,1,1,7,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-254,90,0,0,0,0,0,0,0,0,48,1,1,0,0.0,0.0,0.0,0,0,33,43,76.7,4,27,1,2,2,7,2019-2020
Xavi Quintillà,16,es ESP,LB,23-035,90,0,0,0,0,0,0,1,0,60,3,2,1,0.0,0.0,0.1,5,0,42,52,80.8,6,31,2,0,0,7,2019-2020
Pau Torres,4,es ESP,CB,22-254,90,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.0,1,0,42,51,82.4,6,33,0,0,0,7,2019-2020
Raúl Albiol,3,es ESP,CB,34-023,90,0,0,0,0,0,0,0,0,57,3,3,1,0.0,0.0,0.0,0,0,42,47,89.4,0,38,0,0,0,7,2019-2020
Rubén Peña,20,es ESP,RB,28-071,90,0,1,0,0,1,1,0,0,72,3,0,0,0.6,0.6,0.3,6,1,48,57,84.2,5,41,1,3,1,7,2019-2020
Sergio Asenjo,1,es ESP,GK,30-091,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,13,0,0,0,7,2019-2020
Karl Toko Ekambi,17,cm CMR,FW,27-013,79,2,0,0,0,4,2,0,0,22,0,0,0,0.8,0.8,0.1,2,0,9,12,75.0,0,16,2,3,2,7,2019-2020
   Javier Ontiveros,24,es ESP,"LM,FW",22-018,11,0,0,0,0,3,3,0,0,11,2,0,0,0.1,0.1,0.0,1,0,5,5,100.0,0,7,1,0,0,7,2019-2020
Moi Gómez,23,es ESP,LW,25-096,56,0,0,0,0,0,0,1,0,22,1,0,0,0.0,0.0,0.0,0,0,16,19,84.2,4,14,1,1,0,7,2019-2020
   Samuel Chukwueze,11,ng NGA,RM,20-128,34,1,0,0,0,1,1,0,0,16,0,0,0,0.1,0.1,0.1,5,3,8,10,80.0,1,11,2,2,1,7,2019-2020
Gerard Moreno,7,es ESP,"RW,FW",27-173,90,1,1,0,0,5,1,0,0,39,0,1,0,0.8,0.8,0.5,3,3,12,18,66.7,1,24,5,1,0,7,2019-2020
Santi Cazorla,8,es ESP,"AM,LM,FW",34-288,84,1,1,1,1,2,1,0,0,48,1,0,1,0.9,0.1,0.9,6,1,31,39,79.5,3,31,2,4,2,7,2019-2020
   Manu Trigueros,14,es ESP,FW,27-345,6,0,1,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.5,2,1,7,7,100.0,1,3,0,0,0,7,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,"DM,CM",23-315,90,0,0,0,0,0,0,0,0,44,3,1,0,0.0,0.0,0.0,0,0,31,37,83.8,4,28,1,1,1,7,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-254,90,0,0,0,0,0,0,0,0,48,1,1,0,0.0,0.0,0.0,0,0,33,43,76.7,4,27,1,2,2,7,2019-2020
Xavi Quintillà,16,es ESP,LB,23-035,90,0,0,0,0,0,0,1,0,60,3,2,1,0.0,0.0,0.1,5,0,42,52,80.8,6,31,2,0,0,7,2019-2020
Pau Torres,4,es ESP,CB,22-254,90,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.0,1,0,42,51,82.4,6,33,0,0,0,7,2019-2020
Raúl Albiol,3,es ESP,CB,34-023,90,0,0,0,0,0,0,0,0,57,3,3,1,0.0,0.0,0.0,0,0,42,47,89.4,0,38,0,0,0,7,2019-2020
Rubén Peña,20,es ESP,RB,28-071,90,0,1,0,0,1,1,0,0,72,3,0,0,0.6,0.6,0.3,6,1,48,57,84.2,5,41,1,3,1,7,2019-2020
Sergio Asenjo,1,es ESP,GK,30-091,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,13,0,0,0,7,2019-2020
Iñaki Williams,9,gh GHA,FW,25-105,90,0,0,0,0,4,2,0,0,25,0,0,0,0.5,0.5,0.1,3,0,11,18,61.1,2,16,5,0,0,7,2019-2020
Iker Muniain,10,es ESP,LW,26-283,90,0,0,0,0,1,1,0,0,43,1,0,1,0.1,0.1,0.0,2,0,26,35,74.3,8,28,2,2,1,7,2019-2020
Ibai Gómez,19,es ESP,RW,29-321,60,0,0,0,0,1,0,0,0,28,1,0,0,0.1,0.1,0.0,2,0,16,25,64.0,2,8,2,0,0,7,2019-2020
   Aritz Aduriz,20,es ESP,RW,38-229,30,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,7,2019-2020
Raúl García,22,es ESP,AM,33-079,90,0,0,0,0,3,0,0,0,37,0,1,1,0.2,0.2,0.0,2,0,19,29,65.5,6,16,2,1,1,7,2019-2020
Unai López,8,es ESP,DM,23-333,60,0,0,0,0,0,0,1,0,45,0,0,1,0.0,0.0,0.1,2,0,34,41,82.9,1,27,1,1,1,7,2019-2020
   Beñat Etxebarria,7,es ESP,DM,32-221,30,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.2,3,0,13,17,76.5,2,2,0,1,0,7,2019-2020
Dani García,14,es ESP,DM,29-127,90,0,0,0,0,0,0,0,0,50,2,1,0,0.0,0.0,0.0,0,0,43,45,95.6,8,27,1,0,0,7,2019-2020
Yuri Berchiche,17,es ESP,LB,29-230,90,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.0,1,0,37,45,82.2,4,23,4,3,2,7,2019-2020
Iñigo Martínez,4,es ESP,CB,28-134,90,0,0,0,0,2,0,0,0,72,1,1,0,0.2,0.2,0.3,4,0,55,66,83.3,8,36,6,0,0,7,2019-2020
Yeray Álvarez,5,es ESP,CB,24-247,90,0,0,0,0,1,0,0,0,66,0,4,1,0.3,0.3,0.0,1,0,53,58,91.4,10,32,4,0,0,7,2019-2020
Ander Capa,21,es ESP,RB,27-232,82,0,0,0,0,2,0,0,0,55,2,0,0,0.1,0.1,0.1,2,0,36,48,75.0,7,28,8,3,2,7,2019-2020
