player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Quique,7,es ESP,"FW,RW",30-061,78,31,1,1,16,14,0,31,0,0,,0,,14,52,29,2,1,0,3,0,26,5,37,2019-2020
   Sergi Enrich,9,es ESP,RW,30-141,12,10,0,0,5,5,1,10,1,1,100.0,0,0.0,6,19,8,1,0,1,1,1,8,2,37,2019-2020
Pablo de Blasis,16,ar ARG,LW,32-163,90,53,1,6,21,26,2,52,1,0,0.0,1,100.0,28,134,43,3,0,1,2,3,40,7,37,2019-2020
Pedro León,21,es ESP,"RW,RM",33-235,79,25,0,3,10,12,2,25,1,1,100.0,0,0.0,11,30,1,0,0,0,0,0,18,3,37,2019-2020
   Sebastián Cristóforo,18,uy URU,RM,26-328,11,10,1,2,4,4,0,10,0,0,,0,,3,13,7,0,0,0,0,1,3,0,37,2019-2020
Takashi Inui,22,jp JPN,AM,32-044,64,18,0,1,6,12,3,18,0,0,,0,,12,90,29,2,1,0,2,2,12,7,37,2019-2020
   Charles,19,br BRA,"FW,AM",36-103,26,11,0,1,9,1,0,11,0,0,,0,,6,4,2,0,0,0,2,0,10,0,37,2019-2020
Edu Expósito,10,es ESP,"DM,CM",23-350,90,54,2,14,30,10,0,54,0,0,,0,,25,101,29,0,0,0,2,0,30,0,37,2019-2020
Sergio Álvarez,6,es ESP,DM,28-175,45,24,3,8,14,2,0,24,1,1,100.0,0,0.0,5,20,11,0,0,0,1,0,8,0,37,2019-2020
   Papakouli Diop,8,sn SEN,"DM,LM",34-119,45,19,0,5,9,5,0,19,0,0,,0,,6,33,21,0,0,0,2,0,5,0,37,2019-2020
Rafa Soares,11,pt POR,LB,25-068,90,57,1,17,28,12,1,57,1,0,0.0,1,100.0,17,77,36,0,0,0,1,1,24,0,37,2019-2020
Pedro Bigas,3,es ESP,CB,29-305,90,53,4,32,19,2,1,53,0,0,,0,,22,85,27,0,0,0,0,0,23,0,37,2019-2020
Paulo Oliveira,12,pt POR,CB,28-190,47,28,6,12,16,0,0,28,0,0,,0,,11,59,36,1,0,0,0,0,11,0,37,2019-2020
   Esteban Burgos,2,ar ARG,CB,28-189,43,27,4,19,8,0,0,27,1,1,100.0,0,0.0,10,63,20,0,0,0,0,0,12,0,37,2019-2020
Álvaro Tejero,24,es ESP,RB,23-362,90,60,4,20,30,12,1,60,4,3,75.0,1,25.0,28,179,90,2,3,0,1,0,28,5,37,2019-2020
