Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Karl Toko Ekambi,17,cm CMR,FW,27-041,85,2,0,0,0,2,2,0,0,31,2,0,0,1.1,1.1,0.0,1,1,20,24,83.3,0,21,1,2,2,10,2019-2020
   Javier Ontiveros,24,es ESP,LW,22-046,5,1,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,0,6,0,0,0,10,2019-2020
Moi Gómez,23,es ESP,LM,25-124,78,0,1,0,0,2,1,0,0,54,1,1,0,0.1,0.1,0.8,6,1,39,47,83.0,6,37,4,9,7,10,2019-2020
   Manu Trigueros,14,es ESP,"DM,LM",28-008,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,3,0,0,0,10,2019-2020
Santi Cazorla,8,es ESP,"CM,AM",34-316,90,0,1,0,0,4,1,0,0,83,4,1,1,0.2,0.2,0.8,9,2,51,68,75.0,12,41,3,5,3,10,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,CM,23-343,60,0,0,0,0,2,0,0,0,36,1,0,1,0.0,0.0,0.0,1,0,24,29,82.8,0,19,2,0,0,10,2019-2020
   Samuel Chukwueze,11,ng NGA,"RM,RW",20-156,30,0,0,0,0,1,1,0,0,15,0,0,1,0.1,0.1,0.0,2,1,8,12,66.7,3,10,1,0,0,10,2019-2020
Gerard Moreno,7,es ESP,"RM,FW",27-201,90,1,1,0,0,5,2,0,0,49,0,0,1,0.8,0.8,0.5,5,1,22,33,66.7,2,34,6,3,3,10,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-282,90,0,0,0,0,1,0,0,0,58,1,0,2,0.0,0.0,0.1,2,1,45,49,91.8,4,27,0,1,1,10,2019-2020
Alberto Moreno,18,es ESP,LB,27-112,90,0,0,0,0,1,0,0,0,87,3,3,0,0.0,0.0,0.0,4,1,62,72,86.1,6,32,3,2,0,10,2019-2020
Pau Torres,4,es ESP,CB,22-282,90,0,0,0,0,0,0,1,0,97,0,0,2,0.0,0.0,0.0,0,0,76,90,84.4,3,50,0,0,0,10,2019-2020
Raúl Albiol,3,es ESP,CB,34-051,90,0,0,0,0,0,0,0,0,84,0,2,1,0.0,0.0,0.0,2,0,64,73,87.7,5,43,1,1,1,10,2019-2020
Mario Gaspar,2,es ESP,RB,28-335,90,0,0,0,0,0,0,1,0,61,1,0,1,0.0,0.0,0.1,3,0,40,54,74.1,5,21,1,1,0,10,2019-2020
Sergio Asenjo,1,es ESP,GK,30-119,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,20,26,76.9,0,11,0,0,0,10,2019-2020
Karl Toko Ekambi,17,cm CMR,FW,27-041,85,2,0,0,0,2,2,0,0,31,2,0,0,1.1,1.1,0.0,1,1,20,24,83.3,0,21,1,2,2,10,2019-2020
   Javier Ontiveros,24,es ESP,LW,22-046,5,1,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,0,6,0,0,0,10,2019-2020
Moi Gómez,23,es ESP,LM,25-124,78,0,1,0,0,2,1,0,0,54,1,1,0,0.1,0.1,0.8,6,1,39,47,83.0,6,37,4,9,7,10,2019-2020
   Manu Trigueros,14,es ESP,"DM,LM",28-008,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,3,0,0,0,10,2019-2020
Santi Cazorla,8,es ESP,"CM,AM",34-316,90,0,1,0,0,4,1,0,0,83,4,1,1,0.2,0.2,0.8,9,2,51,68,75.0,12,41,3,5,3,10,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,CM,23-343,60,0,0,0,0,2,0,0,0,36,1,0,1,0.0,0.0,0.0,1,0,24,29,82.8,0,19,2,0,0,10,2019-2020
   Samuel Chukwueze,11,ng NGA,"RM,RW",20-156,30,0,0,0,0,1,1,0,0,15,0,0,1,0.1,0.1,0.0,2,1,8,12,66.7,3,10,1,0,0,10,2019-2020
Gerard Moreno,7,es ESP,"RM,FW",27-201,90,1,1,0,0,5,2,0,0,49,0,0,1,0.8,0.8,0.5,5,1,22,33,66.7,2,34,6,3,3,10,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-282,90,0,0,0,0,1,0,0,0,58,1,0,2,0.0,0.0,0.1,2,1,45,49,91.8,4,27,0,1,1,10,2019-2020
Alberto Moreno,18,es ESP,LB,27-112,90,0,0,0,0,1,0,0,0,87,3,3,0,0.0,0.0,0.0,4,1,62,72,86.1,6,32,3,2,0,10,2019-2020
Pau Torres,4,es ESP,CB,22-282,90,0,0,0,0,0,0,1,0,97,0,0,2,0.0,0.0,0.0,0,0,76,90,84.4,3,50,0,0,0,10,2019-2020
Raúl Albiol,3,es ESP,CB,34-051,90,0,0,0,0,0,0,0,0,84,0,2,1,0.0,0.0,0.0,2,0,64,73,87.7,5,43,1,1,1,10,2019-2020
Mario Gaspar,2,es ESP,RB,28-335,90,0,0,0,0,0,0,1,0,61,1,0,1,0.0,0.0,0.1,3,0,40,54,74.1,5,21,1,1,0,10,2019-2020
