Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rui Silva,pt POR,25-253,90,4,0,4,100.0,0.6,6,23,26.1,26,1,73.1,49.7,6,66.7,48.3,11,1,9.1,0,9.8,9,2019-2020
Rubén,es ESP,35-118,90,2,1,1,50.0,0.6,5,11,45.5,22,6,45.5,38.4,5,20.0,34.6,11,1,9.1,1,20.0,9,2019-2020
Marko Dmitrović,rs SRB,27-268,90,4,3,1,25.0,2.3,5,14,35.7,28,7,39.3,36.9,3,100.0,80.3,2,1,50.0,3,17.4,9,2019-2020
Marc-André ter Stegen,de GER,27-172,90,0,0,0,,0.0,6,9,66.7,28,7,21.4,28.8,11,27.3,25.5,17,0,0.0,0,,9,2019-2020
Jan Oblak,si SVN,26-285,90,3,1,2,66.7,0.6,6,17,35.3,13,2,61.5,42.0,10,90.0,60.4,16,0,0.0,0,12.5,9,2019-2020
Jasper Cillessen,nl NED,30-180,90,4,1,3,100.0,1.3,2,12,16.7,21,4,23.8,29.0,11,63.6,46.8,16,0,0.0,0,3.0,9,2019-2020
David Soria,es ESP,26-198,90,3,0,3,100.0,0.4,9,32,28.1,31,3,80.6,55.0,7,100.0,64.7,16,1,6.3,0,13.3,9,2019-2020
Iván Cuéllar,es ESP,35-145,90,2,2,0,0.0,1.4,7,21,33.3,16,2,81.3,48.3,8,100.0,63.0,14,0,0.0,1,11.6,9,2019-2020
Manolo Reina,es ESP,34-201,90,4,0,4,100.0,0.7,11,25,44.0,25,5,60.0,43.3,12,83.3,66.6,19,0,0.0,1,20.0,9,2019-2020
Thibaut Courtois,be BEL,27-161,90,1,1,0,0.0,0.4,2,3,66.7,21,7,9.5,24.1,3,33.3,37.3,6,1,16.7,2,16.2,9,2019-2020
Fernando Pacheco,es ESP,27-155,90,2,0,2,100.0,0.1,15,25,60.0,27,4,66.7,41.3,8,87.5,53.9,19,1,5.3,0,9.0,9,2019-2020
Rubén Blanco,es ESP,24-087,90,5,2,3,60.0,1.2,2,10,20.0,26,9,30.8,36.0,6,33.3,37.2,12,0,0.0,1,23.0,9,2019-2020
Álex Remiro,es ESP,24-210,90,5,1,4,80.0,0.9,5,17,29.4,30,1,36.7,36.6,6,100.0,64.0,12,0,0.0,0,16.0,9,2019-2020
Joel Robles,es ESP,29-125,90,4,3,2,25.0,0.8,5,11,45.5,28,5,28.6,32.2,5,60.0,40.6,22,0,0.0,0,8.6,9,2019-2020
Diego López,es ESP,37-351,90,5,1,4,80.0,1.8,6,19,31.6,24,3,66.7,45.4,5,60.0,47.4,3,0,0.0,2,23.7,9,2019-2020
Sergio Asenjo,es ESP,30-114,90,3,0,3,100.0,0.8,3,19,15.8,24,6,37.5,36.7,14,71.4,46.6,23,2,8.7,0,8.0,9,2019-2020
Unai Simón,es ESP,22-131,90,3,1,3,66.7,0.4,6,17,35.3,28,2,46.4,38.9,5,80.0,57.0,15,1,6.7,0,7.3,9,2019-2020
Jordi Masip,es ESP,30-290,90,7,1,6,85.7,1.5,13,27,48.1,25,4,68.0,41.8,11,90.9,57.5,16,0,0.0,1,23.5,9,2019-2020
Tomáš Vaclík,cz CZE,30-205,90,5,0,5,100.0,0.3,6,12,50.0,24,8,41.7,34.8,6,33.3,33.3,11,0,0.0,0,,9,2019-2020
Aitor Fernández,es ESP,28-170,90,5,1,4,80.0,1.3,12,29,41.4,19,1,89.5,51.5,12,100.0,66.8,29,1,3.4,1,10.3,9,2019-2020
