Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rui Silva,pt POR,25-359,90,4,1,3,100.0,1.5,10,30,33.3,26,0,69.2,45.0,14,85.7,58.7,21,0,0.0,3,20.0,22,2019-2020
Diego López,es ESP,38-090,90,2,2,0,0.0,1.1,3,8,37.5,17,3,35.3,35.9,9,22.2,36.1,11,2,18.2,0,13.0,22,2019-2020
Thibaut Courtois,be BEL,27-266,90,1,0,1,100.0,0.0,3,8,37.5,21,5,19.0,29.7,9,44.4,39.0,10,0,0.0,1,29.0,22,2019-2020
Jan Oblak,si SVN,27-025,90,5,1,4,80.0,1.8,11,21,52.4,23,3,73.9,43.0,9,44.4,45.2,15,0,0.0,1,21.0,22,2019-2020
Manolo Reina,es ESP,34-306,90,7,1,6,85.7,2.0,11,17,64.7,19,7,52.6,36.8,10,70.0,50.6,12,0,0.0,0,11.0,22,2019-2020
Jordi Masip,es ESP,31-029,90,4,0,4,100.0,0.7,8,24,33.3,16,2,68.8,47.7,15,86.7,55.8,14,0,0.0,0,15.0,22,2019-2020
Jaume Doménech,es ESP,29-088,90,3,0,3,100.0,0.2,7,19,36.8,28,6,46.4,34.4,8,75.0,49.9,19,0,0.0,0,7.7,22,2019-2020
Rubén Blanco,es ESP,24-191,90,5,1,4,80.0,2.0,4,17,23.5,23,2,56.5,39.4,6,66.7,48.8,17,0,0.0,0,,22,2019-2020
Juan Soriano,es ESP,22-163,90,1,1,0,0.0,0.4,4,18,22.2,23,4,56.5,42.5,5,100.0,69.2,3,1,33.3,0,15.7,22,2019-2020
Álex Remiro,es ESP,24-315,90,5,2,3,60.0,2.2,5,26,19.2,36,1,63.9,44.4,5,60.0,45.8,17,0,0.0,3,17.2,22,2019-2020
Marko Dmitrović,rs SRB,28-009,90,6,1,5,83.3,0.4,6,23,26.1,22,4,63.6,50.4,9,100.0,74.7,13,1,7.7,0,6.0,22,2019-2020
Joel Robles,es ESP,29-230,90,3,1,2,100.0,1.7,4,13,30.8,46,9,28.3,30.9,6,0.0,12.8,10,0,0.0,2,22.3,22,2019-2020
Unai Simón,es ESP,22-236,90,3,2,1,66.7,1.3,10,17,58.8,28,5,46.4,34.1,9,44.4,43.3,9,0,0.0,0,,22,2019-2020
David Soria,es ESP,26-304,90,2,0,2,100.0,0.2,9,32,28.1,22,0,100.0,58.3,11,90.9,62.1,16,1,6.3,0,3.5,22,2019-2020
Sergio Asenjo,es ESP,30-219,90,5,1,4,80.0,0.8,2,11,18.2,23,4,26.1,32.4,11,45.5,41.0,16,0,0.0,2,20.0,22,2019-2020
Sergio Herrera,es ESP,26-242,90,4,3,1,50.0,2.5,6,16,37.5,21,6,57.1,39.0,4,100.0,60.5,12,0,0.0,0,9.0,22,2019-2020
Tomáš Vaclík,cz CZE,30-310,90,3,1,2,66.7,1.9,3,6,50.0,19,2,26.3,29.2,2,50.0,37.5,5,0,0.0,3,29.8,22,2019-2020
Fernando Pacheco,es ESP,27-260,90,3,1,2,100.0,1.2,14,30,46.7,17,0,88.2,53.6,15,100.0,60.8,29,1,3.4,0,10.0,22,2019-2020
Marc-André ter Stegen,de GER,27-278,90,5,1,4,80.0,1.1,4,4,100.0,45,4,6.7,18.4,5,20.0,24.8,11,1,9.1,1,13.7,22,2019-2020
Aitor Fernández,es ESP,28-275,90,8,2,6,75.0,1.6,1,1,100.0,12,7,0.0,24.1,9,11.1,24.7,9,0,0.0,0,15.0,22,2019-2020
