player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Lucas Pérez,7,es ESP,FW,31-060,90,0,0,0,3,1,3,4,0,0,0,0,0,1,0,1,0.0,13,2019-2020
Joselu,9,es ESP,FW,29-227,76,0,0,0,1,1,0,0,0,0,0,0,0,6,7,1,87.5,13,2019-2020
   Pere Pons,20,es ESP,FW,26-262,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,13,2019-2020
Luis Rioja,11,es ESP,LM,26-024,60,1,0,0,3,0,0,2,2,0,0,0,0,1,1,3,25.0,13,2019-2020
   Oliver Burke,24,sct SCO,LM,22-216,30,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,66.7,13,2019-2020
Tomás Pina Isla,8,es ESP,CM,32-026,85,0,0,0,4,1,0,0,2,1,0,0,0,10,4,4,50.0,13,2019-2020
   Burgui,14,es ESP,CM,26-011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,2019-2020
Manu García,19,es ESP,CM,33-197,90,1,0,0,4,2,0,0,0,0,0,0,0,4,5,4,55.6,13,2019-2020
Aleix Vidal,18,es ESP,RM,30-080,90,0,0,0,1,3,0,4,1,0,0,0,0,4,0,1,0.0,13,2019-2020
Rubén Duarte,3,es ESP,LB,24-022,90,0,0,0,0,1,0,2,2,0,1,0,0,6,0,1,0.0,13,2019-2020
Víctor Laguardia,5,es ESP,CB,30-004,90,1,0,0,3,1,0,0,0,0,0,0,0,9,2,1,66.7,13,2019-2020
Ximo Navarro,23,es ESP,CB,29-290,90,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,50.0,13,2019-2020
Martin Agirregabiria,21,es ESP,RB,23-183,90,0,0,0,1,2,0,0,1,3,0,0,0,5,0,1,0.0,13,2019-2020
Fernando Pacheco,1,es ESP,GK,27-175,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,13,2019-2020
Enes Ünal,9,tr TUR,FW,22-183,90,0,0,0,3,3,0,0,0,0,0,0,0,0,7,11,38.9,13,2019-2020
Sergi Guardiola,7,es ESP,FW,28-164,45,0,0,0,0,2,1,2,0,0,0,0,0,3,2,1,66.7,13,2019-2020
   Sandro Ramírez,20,es ESP,FW,24-123,45,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,,13,2019-2020
Toni Villa,19,es ESP,LM,24-306,45,0,0,0,0,2,0,1,0,1,0,0,0,2,1,0,100.0,13,2019-2020
   Anuar,8,ma MAR,"LM,CM",24-298,45,0,0,0,1,3,0,0,0,1,0,0,0,4,2,1,66.7,13,2019-2020
Míchel,21,es ESP,"CM,LM",31-103,90,0,0,0,5,0,0,8,0,0,0,0,0,5,2,1,66.7,13,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-192,90,1,0,0,1,4,0,0,2,4,0,1,0,8,4,4,50.0,13,2019-2020
Óscar Plano,10,es ESP,RM,28-271,90,0,0,0,2,0,0,2,1,0,0,0,0,4,1,3,25.0,13,2019-2020
Federico Barba,3,it ITA,LB,26-069,90,1,0,0,3,2,0,0,3,3,0,0,0,5,1,1,50.0,13,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-206,90,0,0,0,0,0,0,0,1,1,0,0,0,6,1,2,33.3,13,2019-2020
Kiko Olivas,4,es ESP,CB,31-080,90,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,100.0,13,2019-2020
Javi Moyano,17,es ESP,RB,33-259,64,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,13,2019-2020
   Pedro Porro,2,es ESP,RB,20-057,26,1,0,0,1,1,0,2,0,1,0,0,0,2,0,1,0.0,13,2019-2020
Jordi Masip,1,es ESP,GK,30-310,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,2019-2020
Rodrigo,19,es ESP,FW,28-248,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,13,2019-2020
   Kévin Gameiro,9,fr FRA,FW,32-184,39,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,0.0,13,2019-2020
Maxi Gómez,22,uy URU,FW,23-087,90,0,0,0,3,2,2,3,0,1,0,0,0,2,4,4,50.0,13,2019-2020
Manu Vallejo,15,es ESP,LM,22-268,86,0,0,0,0,3,0,0,1,1,0,0,0,2,0,0,,13,2019-2020
   Lee Kang-in,16,kr KOR,LM,18-263,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-267,35,0,0,0,0,0,0,0,2,1,0,0,0,3,1,1,50.0,13,2019-2020
   Jaume Costa,3,es ESP,RB,31-236,55,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,,13,2019-2020
Daniel Parejo,10,es ESP,CM,30-207,90,0,0,0,1,4,0,8,0,2,0,0,0,9,0,1,0.0,13,2019-2020
Ferrán Torres,20,es ESP,RM,19-253,90,0,0,0,1,1,1,4,2,0,0,0,0,6,6,2,75.0,13,2019-2020
José Luis Gayà,14,es ESP,LB,24-168,90,0,0,0,3,0,0,4,2,0,0,0,0,4,1,2,33.3,13,2019-2020
Gabriel Paulista,5,br BRA,CB,28-348,90,0,0,0,1,1,0,0,2,0,0,0,0,2,1,3,25.0,13,2019-2020
Ezequiel Garay,24,ar ARG,CB,33-030,90,0,0,0,2,0,0,0,1,0,0,0,0,4,1,2,33.3,13,2019-2020
