Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rui Silva,pt POR,25-197,90,6,1,5,83.3,1.2,3,27,11.1,31,2,67.7,47.8,8,75.0,51.6,8,0,0.0,0,12.5,2,2019-2020
Tomáš Vaclík,cz CZE,30-147,90,0,0,0,,0.0,9,18,50.0,21,6,33.3,36.4,14,78.6,55.0,16,1,6.3,0,6.0,2,2019-2020
Aitor Fernández,es ESP,28-112,90,6,1,5,83.3,1.9,3,15,20.0,16,4,56.3,42.7,15,40.0,41.3,5,0,0.0,1,14.5,2,2019-2020
Andrés Fernández,es ESP,32-249,90,4,2,2,100.0,2.3,3,11,27.3,24,3,37.5,31.9,8,25.0,22.9,10,0,0.0,0,14.0,2,2019-2020
Rubén,es ESP,35-063,90,0,0,0,,0.0,8,32,25.0,20,0,95.0,57.1,14,92.9,64.5,17,1,5.9,0,11.3,2,2019-2020
Marko Dmitrović,rs SRB,27-212,90,2,0,2,100.0,0.6,11,23,47.8,20,0,75.0,55.8,9,88.9,70.9,14,1,7.1,1,25.3,2,2019-2020
Thibaut Courtois,be BEL,27-105,90,2,1,1,50.0,0.8,2,3,66.7,26,8,3.8,23.3,5,40.0,42.2,9,2,22.2,3,19.6,2,2019-2020
Jordi Masip,es ESP,30-233,90,4,1,3,75.0,0.8,14,34,41.2,21,3,71.4,50.5,26,73.1,54.0,24,0,0.0,0,7.5,2,2019-2020
David Soria,es ESP,26-142,90,2,1,1,50.0,0.5,6,23,26.1,24,3,75.0,48.9,6,83.3,56.3,11,0,0.0,1,15.7,2,2019-2020
Unai Simón,es ESP,22-074,90,2,1,1,50.0,0.3,15,21,71.4,20,7,65.0,40.2,8,100.0,60.6,19,1,5.3,1,18.5,2,2019-2020
Rubén Blanco,es ESP,24-030,90,1,0,1,100.0,0.3,8,20,40.0,29,7,37.9,36.3,11,81.8,58.6,16,0,0.0,0,,2,2019-2020
Jasper Cillessen,nl NED,30-124,90,6,1,4,83.3,1.7,1,3,33.3,13,4,15.4,25.3,5,20.0,32.8,11,0,0.0,1,17.0,2,2019-2020
Fernando Pacheco,es ESP,27-099,90,1,0,1,100.0,0.1,10,16,62.5,10,2,70.0,42.8,9,100.0,62.0,9,0,0.0,0,15.0,2,2019-2020
Diego López,es ESP,37-295,90,2,0,2,100.0,0.2,2,6,33.3,27,6,14.8,25.2,7,28.6,34.1,10,1,10.0,0,13.5,2,2019-2020
Manolo Reina,es ESP,34-146,90,4,1,3,75.0,1.2,4,14,28.6,20,5,45.0,35.4,9,55.6,48.4,12,0,0.0,1,22.0,2,2019-2020
Miguel Ángel Moyá,es ESP,35-145,90,4,0,4,100.0,0.8,4,9,44.4,30,7,16.7,28.8,7,57.1,36.0,12,0,0.0,2,30.0,2,2019-2020
Juan Soriano,es ESP,22-002,90,4,1,3,75.0,1.9,2,16,12.5,18,5,44.4,40.8,8,100.0,69.3,7,0,0.0,0,,2,2019-2020
Jan Oblak,si SVN,26-230,90,4,0,4,100.0,0.5,4,11,36.4,14,4,42.9,41.1,7,71.4,55.4,18,0,0.0,0,11.0,2,2019-2020
Marc-André ter Stegen,de GER,27-117,90,3,2,1,33.3,1.2,4,4,100.0,19,1,21.1,26.0,2,0.0,27.5,2,0,0.0,1,21.5,2,2019-2020
Daniel Martín,es ESP,21-048,90,7,5,2,28.6,3.0,5,10,50.0,27,7,22.2,29.2,9,44.4,41.9,15,0,0.0,1,15.7,2,2019-2020
