player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Roberto Soldado,9,es ESP,FW,34-250,60,7,12,58.3,109,2,3,5,60.0,4,7,57.1,0,0,,0,0.1,0.0,1,0,0,0,0,22,2019-2020
   Ramon Azeez,12,ng NGA,"RM,FW",27-051,30,4,9,44.4,42,19,4,6,66.7,0,2,0.0,0,0,,0,0.0,0.0,0,1,0,0,1,22,2019-2020
Darwin Machís,23,ve VEN,LW,26-359,68,11,22,50.0,139,71,7,7,100.0,4,9,44.4,0,4,0.0,1,0.1,0.0,1,1,2,0,2,22,2019-2020
   Dimitri Foulquier,2,fr FRA,RB,26-315,22,3,4,75.0,44,7,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,22,2019-2020
Antonio Puertas,10,es ESP,"RW,LM",27-345,90,12,19,63.2,125,5,10,13,76.9,1,1,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,1,22,2019-2020
Carlos Fernández,24,es ESP,"AM,FW",23-255,90,9,14,64.3,149,51,4,8,50.0,5,6,83.3,0,0,,1,0.5,0.3,2,0,1,0,2,22,2019-2020
Yangel Herrera,21,ve VEN,"DM,CM",22-018,90,32,40,80.0,613,184,10,12,83.3,15,20,75.0,5,5,100.0,0,0.0,0.0,0,4,0,0,10,22,2019-2020
Maxime Gonalons,4,fr FRA,"DM,CM",30-328,78,35,40,87.5,791,259,10,10,100.0,19,20,95.0,6,9,66.7,0,0.0,0.0,1,8,1,0,8,22,2019-2020
   Yan Brice Eteki,8,cm CMR,CM,22-159,12,1,1,100.0,12,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,22,2019-2020
Carlos Neva,15,es ESP,LB,23-234,90,21,33,63.6,268,82,12,14,85.7,6,10,60.0,1,3,33.3,0,0.0,0.0,0,1,0,0,2,22,2019-2020
Germán Sánchez,6,es ESP,CB,33-051,90,22,28,78.6,442,135,6,6,100.0,13,15,86.7,2,6,33.3,0,0.0,0.0,0,0,0,0,1,22,2019-2020
Domingos Duarte,22,pt POR,CB,24-328,90,21,29,72.4,431,110,4,4,100.0,13,14,92.9,3,8,37.5,0,0.0,0.0,0,2,0,0,2,22,2019-2020
Víctor Díaz,16,es ESP,"RB,CB",31-234,90,33,46,71.7,572,207,16,18,88.9,7,10,70.0,6,10,60.0,0,0.2,0.1,2,2,3,2,1,22,2019-2020
Rui Silva,1,pt POR,GK,25-359,90,19,40,47.5,711,589,5,5,100.0,2,2,100.0,12,33,36.4,0,0.0,0.0,0,0,0,0,0,22,2019-2020
Jonathan Calleri,12,ar ARG,FW,26-131,72,11,18,61.1,131,58,8,12,66.7,3,4,75.0,0,1,0.0,0,0.8,0.7,4,0,1,0,2,22,2019-2020
   Wu Lei,7,cn CHN,"LW,FW",28-074,18,1,1,100.0,6,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,1,0,0,0,0,22,2019-2020
Raúl de Tomás,11,es ESP,FW,25-107,90,17,22,77.3,333,63,7,10,70.0,6,7,85.7,3,3,100.0,0,0.0,0.0,1,2,0,0,3,22,2019-2020
Sergi Darder,10,es ESP,"LM,CM",26-041,90,29,39,74.4,647,208,8,10,80.0,16,21,76.2,5,8,62.5,0,0.0,0.1,1,5,2,0,8,22,2019-2020
Ander Iturraspe,8,es ESP,CM,30-330,60,15,19,78.9,234,65,10,11,90.9,3,4,75.0,2,4,50.0,0,0.0,0.0,0,6,0,0,4,22,2019-2020
   Matías Vargas,22,ar ARG,"RM,RW",22-269,30,9,15,60.0,135,57,5,8,62.5,3,4,75.0,1,3,33.3,0,0.0,0.0,0,1,1,1,1,22,2019-2020
David López,15,es ESP,"CM,CB",30-115,90,55,64,85.9,1032,429,21,29,72.4,30,30,100.0,4,5,80.0,0,0.0,0.0,2,8,0,0,11,22,2019-2020
Adri Embarba,23,es ESP,"RM,LM",27-270,90,17,29,58.6,289,70,10,10,100.0,4,8,50.0,2,9,22.2,0,0.8,0.8,3,2,1,1,1,22,2019-2020
Dídac Vilà,17,es ESP,"LB,CB",30-237,90,31,41,75.6,507,218,13,14,92.9,17,20,85.0,1,6,16.7,0,0.1,0.1,1,1,1,1,3,22,2019-2020
Leandro Cabrera,18,uy URU,CB,28-229,90,35,47,74.5,821,373,7,8,87.5,20,22,90.9,8,16,50.0,0,0.0,0.1,1,5,1,0,5,22,2019-2020
Naldo,5,br BRA,CB,31-160,80,18,30,60.0,428,150,3,4,75.0,11,19,57.9,4,7,57.1,0,0.0,0.0,0,0,0,0,2,22,2019-2020
   Óscar Melendo,14,es ESP,CM,22-162,10,4,4,100.0,79,6,3,3,100.0,0,0,,1,1,100.0,0,0.0,0.0,1,0,0,0,1,22,2019-2020
Javi López,16,es ESP,"RB,RM",34-011,90,40,55,72.7,708,277,15,22,68.2,22,25,88.0,2,5,40.0,0,0.0,0.0,0,3,0,0,3,22,2019-2020
Diego López,13,es ESP,GK,38-090,90,21,26,80.8,659,480,1,1,100.0,10,10,100.0,10,15,66.7,0,0.0,0.0,1,0,0,0,0,22,2019-2020
Karim Benzema,9,fr FRA,FW,32-044,90,35,38,92.1,516,113,24,27,88.9,4,4,100.0,5,5,100.0,0,0.1,0.0,2,4,2,0,8,22,2019-2020
Isco,22,es ESP,LW,27-286,45,28,33,84.8,464,89,17,18,94.4,7,9,77.8,4,5,80.0,0,0.0,0.0,0,6,1,0,2,22,2019-2020
   Lucas Vázquez,17,es ESP,RW,28-215,45,23,30,76.7,321,89,16,16,100.0,4,8,50.0,2,4,50.0,0,0.0,0.0,1,0,1,0,2,22,2019-2020
