Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Sergi Guardiola,7,es ESP,FW,28-118,67,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.0,0.0,0,0,13,21,61.9,1,18,3,1,1,6,2019-2020
   Enes Ünal,9,tr TUR,FW,22-137,23,0,0,0,0,1,1,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,7,1,0,0,6,2019-2020
Sandro Ramírez,20,es ESP,FW,24-077,90,0,0,0,0,2,1,1,0,36,2,2,3,0.1,0.1,0.0,1,0,11,19,57.9,2,17,1,3,1,6,2019-2020
Toni Villa,19,es ESP,LM,24-260,72,0,1,0,0,1,1,0,0,37,0,2,1,0.0,0.0,1.0,4,2,18,26,69.2,5,28,5,7,4,6,2019-2020
   Pablo Hervías,11,es ESP,"RM,LM",26-200,18,0,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.0,0,0,6,8,75.0,1,9,0,0,0,6,2019-2020
Fede San Emeterio,16,es ESP,CM,22-192,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,2,0,39,42,92.9,2,26,0,0,0,6,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-146,90,0,0,0,0,1,0,1,0,58,1,0,2,0.0,0.0,0.1,2,0,38,49,77.6,4,29,1,1,1,6,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-225,90,1,0,0,0,1,1,0,0,41,1,0,1,0.8,0.8,0.1,2,0,21,33,63.6,5,29,2,0,0,6,2019-2020
Nacho,22,es ESP,LB,30-201,90,0,0,0,0,0,0,0,0,53,2,0,2,0.0,0.0,0.1,2,0,24,42,57.1,4,20,4,2,1,6,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-160,90,0,0,0,0,0,0,0,0,48,0,1,1,0.0,0.0,0.0,0,0,27,39,69.2,5,30,1,0,0,6,2019-2020
Kiko Olivas,4,es ESP,CB,31-034,90,0,0,0,0,1,0,1,0,50,0,1,1,0.1,0.1,0.0,2,0,41,43,95.3,3,29,0,0,0,6,2019-2020
Javi Moyano,17,es ESP,RB,33-213,90,0,0,0,0,0,0,0,0,70,1,1,0,0.0,0.0,0.0,2,0,38,61,62.3,1,22,1,0,0,6,2019-2020
Jordi Masip,1,es ESP,GK,30-264,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,0,12,24,50.0,0,12,0,0,0,6,2019-2020
Sergi Guardiola,7,es ESP,FW,28-118,67,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.0,0.0,0,0,13,21,61.9,1,18,3,1,1,6,2019-2020
   Enes Ünal,9,tr TUR,FW,22-137,23,0,0,0,0,1,1,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,7,1,0,0,6,2019-2020
Sandro Ramírez,20,es ESP,FW,24-077,90,0,0,0,0,2,1,1,0,36,2,2,3,0.1,0.1,0.0,1,0,11,19,57.9,2,17,1,3,1,6,2019-2020
Toni Villa,19,es ESP,LM,24-260,72,0,1,0,0,1,1,0,0,37,0,2,1,0.0,0.0,1.0,4,2,18,26,69.2,5,28,5,7,4,6,2019-2020
   Pablo Hervías,11,es ESP,"RM,LM",26-200,18,0,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.0,0,0,6,8,75.0,1,9,0,0,0,6,2019-2020
Fede San Emeterio,16,es ESP,CM,22-192,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,2,0,39,42,92.9,2,26,0,0,0,6,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-146,90,0,0,0,0,1,0,1,0,58,1,0,2,0.0,0.0,0.1,2,0,38,49,77.6,4,29,1,1,1,6,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-225,90,1,0,0,0,1,1,0,0,41,1,0,1,0.8,0.8,0.1,2,0,21,33,63.6,5,29,2,0,0,6,2019-2020
Nacho,22,es ESP,LB,30-201,90,0,0,0,0,0,0,0,0,53,2,0,2,0.0,0.0,0.1,2,0,24,42,57.1,4,20,4,2,1,6,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-160,90,0,0,0,0,0,0,0,0,48,0,1,1,0.0,0.0,0.0,0,0,27,39,69.2,5,30,1,0,0,6,2019-2020
Kiko Olivas,4,es ESP,CB,31-034,90,0,0,0,0,1,0,1,0,50,0,1,1,0.1,0.1,0.0,2,0,41,43,95.3,3,29,0,0,0,6,2019-2020
Javi Moyano,17,es ESP,RB,33-213,90,0,0,0,0,0,0,0,0,70,1,1,0,0.0,0.0,0.0,2,0,38,61,62.3,1,22,1,0,0,6,2019-2020
Jordi Masip,1,es ESP,GK,30-264,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,0,12,24,50.0,0,12,0,0,0,6,2019-2020
Loren Morón,16,es ESP,FW,25-268,71,2,0,0,0,4,2,1,0,17,2,0,1,1.4,1.4,0.0,1,1,4,5,80.0,2,13,2,0,0,6,2019-2020
   Diego Lainez,20,mx MEX,"RM,LM",19-107,19,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,1,9,1,1,1,6,2019-2020
Borja Iglesias,9,es ESP,FW,26-250,87,1,0,0,0,5,2,0,0,33,1,0,0,0.8,0.8,0.4,2,0,15,16,93.8,2,20,1,3,1,6,2019-2020
   Raúl,35,es ESP,FW,18-325,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,6,2019-2020
Andrés Guardado,18,mx MEX,"CM,LM",32-361,90,0,0,0,0,1,1,0,0,56,0,1,0,0.0,0.0,0.1,2,0,40,50,80.0,8,31,0,1,0,6,2019-2020
Sergio Canales,10,es ESP,"CM,LM,FW",28-220,90,0,0,0,0,2,0,0,0,67,0,0,3,0.4,0.4,0.2,7,1,53,61,86.9,11,39,3,2,2,6,2019-2020
Joaquín,17,es ESP,RM,38-065,77,0,2,0,0,1,0,0,0,53,1,0,0,0.1,0.1,1.7,10,2,38,47,80.9,8,42,8,2,2,6,2019-2020
   Cristian Tello,11,es ESP,LM,28-044,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,4,0,0,0,6,2019-2020
William Carvalho,14,pt POR,"CM,DM",27-170,90,0,0,0,0,1,0,1,0,78,0,2,1,0.0,0.0,0.0,2,0,63,71,88.7,6,45,0,1,1,6,2019-2020
Álex Moreno,15,es ESP,LB,26-108,90,0,0,0,0,1,0,0,0,59,1,0,1,0.1,0.1,0.0,3,0,36,53,67.9,2,34,8,2,2,6,2019-2020
Marc Bartra,5,es ESP,CB,28-252,90,0,0,0,0,0,0,0,0,68,3,0,5,0.0,0.0,0.0,0,0,53,55,96.4,6,42,0,0,0,6,2019-2020
Aïssa Mandi,23,dz ALG,CB,27-337,90,0,0,0,0,1,0,0,0,72,1,0,1,0.1,0.1,0.0,0,0,65,67,97.0,1,47,0,0,0,6,2019-2020
Antonio Barragán,19,es ESP,RB,32-104,90,0,0,0,0,0,0,0,0,75,1,2,0,0.0,0.0,0.1,5,1,56,69,81.2,12,44,5,0,0,6,2019-2020
Joel Robles,1,es ESP,GK,29-099,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,17,0,0,0,6,2019-2020
Loren Morón,16,es ESP,FW,25-268,71,2,0,0,0,4,2,1,0,17,2,0,1,1.4,1.4,0.0,1,1,4,5,80.0,2,13,2,0,0,6,2019-2020
   Diego Lainez,20,mx MEX,"RM,LM",19-107,19,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,1,9,1,1,1,6,2019-2020
Borja Iglesias,9,es ESP,FW,26-250,87,1,0,0,0,5,2,0,0,33,1,0,0,0.8,0.8,0.4,2,0,15,16,93.8,2,20,1,3,1,6,2019-2020
   Raúl,35,es ESP,FW,18-325,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,6,2019-2020
Andrés Guardado,18,mx MEX,"CM,LM",32-361,90,0,0,0,0,1,1,0,0,56,0,1,0,0.0,0.0,0.1,2,0,40,50,80.0,8,31,0,1,0,6,2019-2020
Sergio Canales,10,es ESP,"CM,LM,FW",28-220,90,0,0,0,0,2,0,0,0,67,0,0,3,0.4,0.4,0.2,7,1,53,61,86.9,11,39,3,2,2,6,2019-2020
Joaquín,17,es ESP,RM,38-065,77,0,2,0,0,1,0,0,0,53,1,0,0,0.1,0.1,1.7,10,2,38,47,80.9,8,42,8,2,2,6,2019-2020
   Cristian Tello,11,es ESP,LM,28-044,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,4,0,0,0,6,2019-2020
William Carvalho,14,pt POR,"CM,DM",27-170,90,0,0,0,0,1,0,1,0,78,0,2,1,0.0,0.0,0.0,2,0,63,71,88.7,6,45,0,1,1,6,2019-2020
Álex Moreno,15,es ESP,LB,26-108,90,0,0,0,0,1,0,0,0,59,1,0,1,0.1,0.1,0.0,3,0,36,53,67.9,2,34,8,2,2,6,2019-2020
Marc Bartra,5,es ESP,CB,28-252,90,0,0,0,0,0,0,0,0,68,3,0,5,0.0,0.0,0.0,0,0,53,55,96.4,6,42,0,0,0,6,2019-2020
Aïssa Mandi,23,dz ALG,CB,27-337,90,0,0,0,0,1,0,0,0,72,1,0,1,0.1,0.1,0.0,0,0,65,67,97.0,1,47,0,0,0,6,2019-2020
Antonio Barragán,19,es ESP,RB,32-104,90,0,0,0,0,0,0,0,0,75,1,2,0,0.0,0.0,0.1,5,1,56,69,81.2,12,44,5,0,0,6,2019-2020
Joel Robles,1,es ESP,GK,29-099,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,17,0,0,0,6,2019-2020
Luis Suárez,9,uy URU,FW,32-243,77,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.1,1,0,24,29,82.8,4,18,1,4,1,6,2019-2020
   Ansu Fati,31,es ESP,LW,16-328,13,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,2,0,5,6,83.3,0,9,6,3,2,6,2019-2020
Antoine Griezmann,17,fr FRA,"LW,FW",28-187,90,1,0,0,0,3,1,1,0,64,1,1,2,0.2,0.2,0.1,2,0,41,55,74.5,8,35,1,1,1,6,2019-2020
Lionel Messi,10,ar ARG,RW,32-092,45,0,1,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.1,1,1,12,16,75.0,3,18,1,3,1,6,2019-2020
   Ousmane Dembélé,11,fr FRA,RW,22-132,45,0,0,0,0,0,0,0,0,40,1,0,1,0.0,0.0,0.1,1,0,20,32,62.5,1,28,6,4,1,6,2019-2020
Arthur Melo,8,br BRA,LM,23-043,90,1,0,0,0,1,1,0,0,93,3,0,2,0.0,0.0,0.0,3,0,66,77,85.7,8,66,2,3,3,6,2019-2020
Sergio Busquets,5,es ESP,CM,31-070,90,0,1,0,0,0,0,1,0,74,1,1,0,0.0,0.0,0.1,2,1,68,72,94.4,8,39,0,0,0,6,2019-2020
Sergi Roberto,20,es ESP,RM,27-229,62,0,0,0,0,0,0,1,0,49,1,1,1,0.0,0.0,0.0,3,2,39,43,90.7,2,28,1,0,0,6,2019-2020
   Frenkie de Jong,21,nl NED,RM,22-135,28,0,0,0,0,0,0,0,0,36,1,0,1,0.0,0.0,0.0,1,0,28,32,87.5,2,23,1,1,0,6,2019-2020
Junior Firpo,24,es ESP,LB,23-033,90,0,0,0,0,0,0,1,0,74,4,0,2,0.0,0.0,0.0,0,0,57,66,86.4,4,40,5,1,1,6,2019-2020
Clément Lenglet,15,fr FRA,CB,24-099,90,0,0,0,0,0,0,0,0,90,2,2,4,0.0,0.0,0.0,0,0,72,80,90.0,5,59,1,0,0,6,2019-2020
Gerard Piqué,3,es ESP,CB,32-234,90,0,0,0,0,1,1,0,0,77,0,1,2,0.1,0.1,0.0,0,0,63,68,92.6,2,48,0,0,0,6,2019-2020
Nélson Semedo,2,pt POR,RB,25-312,90,0,0,0,0,0,0,0,0,75,0,3,1,0.0,0.0,0.0,0,0,65,69,94.2,4,45,3,3,3,6,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-147,90,0,0,0,0,0,0,0,0,39,0,1,0,0.0,0.0,0.0,0,0,34,37,91.9,0,24,0,0,0,6,2019-2020
Luis Suárez,9,uy URU,FW,32-243,77,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.1,1,0,24,29,82.8,4,18,1,4,1,6,2019-2020
   Ansu Fati,31,es ESP,LW,16-328,13,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,2,0,5,6,83.3,0,9,6,3,2,6,2019-2020
Antoine Griezmann,17,fr FRA,"LW,FW",28-187,90,1,0,0,0,3,1,1,0,64,1,1,2,0.2,0.2,0.1,2,0,41,55,74.5,8,35,1,1,1,6,2019-2020
Lionel Messi,10,ar ARG,RW,32-092,45,0,1,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.1,1,1,12,16,75.0,3,18,1,3,1,6,2019-2020
   Ousmane Dembélé,11,fr FRA,RW,22-132,45,0,0,0,0,0,0,0,0,40,1,0,1,0.0,0.0,0.1,1,0,20,32,62.5,1,28,6,4,1,6,2019-2020
Arthur Melo,8,br BRA,LM,23-043,90,1,0,0,0,1,1,0,0,93,3,0,2,0.0,0.0,0.0,3,0,66,77,85.7,8,66,2,3,3,6,2019-2020
Sergio Busquets,5,es ESP,CM,31-070,90,0,1,0,0,0,0,1,0,74,1,1,0,0.0,0.0,0.1,2,1,68,72,94.4,8,39,0,0,0,6,2019-2020
Sergi Roberto,20,es ESP,RM,27-229,62,0,0,0,0,0,0,1,0,49,1,1,1,0.0,0.0,0.0,3,2,39,43,90.7,2,28,1,0,0,6,2019-2020
   Frenkie de Jong,21,nl NED,RM,22-135,28,0,0,0,0,0,0,0,0,36,1,0,1,0.0,0.0,0.0,1,0,28,32,87.5,2,23,1,1,0,6,2019-2020
Junior Firpo,24,es ESP,LB,23-033,90,0,0,0,0,0,0,1,0,74,4,0,2,0.0,0.0,0.0,0,0,57,66,86.4,4,40,5,1,1,6,2019-2020
Clément Lenglet,15,fr FRA,CB,24-099,90,0,0,0,0,0,0,0,0,90,2,2,4,0.0,0.0,0.0,0,0,72,80,90.0,5,59,1,0,0,6,2019-2020
Gerard Piqué,3,es ESP,CB,32-234,90,0,0,0,0,1,1,0,0,77,0,1,2,0.1,0.1,0.0,0,0,63,68,92.6,2,48,0,0,0,6,2019-2020
Nélson Semedo,2,pt POR,RB,25-312,90,0,0,0,0,0,0,0,0,75,0,3,1,0.0,0.0,0.0,0,0,65,69,94.2,4,45,3,3,3,6,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-147,90,0,0,0,0,0,0,0,0,39,0,1,0,0.0,0.0,0.0,0,0,34,37,91.9,0,24,0,0,0,6,2019-2020
Ante Budimir,22,hr CRO,FW,28-065,66,0,0,0,0,1,0,1,0,19,2,0,0,0.1,0.1,0.0,3,0,7,13,53.8,4,13,0,0,0,6,2019-2020
   Álex Alegría,10,es ESP,FW,26-350,24,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,5,60.0,0,5,0,0,0,6,2019-2020
Lago Junior,11,ci CIV,LM,28-268,61,0,0,0,0,0,0,0,0,30,3,0,0,0.0,0.0,0.0,1,0,8,13,61.5,0,21,4,0,0,6,2019-2020
   Aleksandar Trajkovski,17,mk MKD,LM,27-020,29,0,0,0,0,0,0,0,0,30,0,1,1,0.0,0.0,0.0,0,0,13,22,59.1,1,21,0,0,0,6,2019-2020
Salva Sevilla,8,es ESP,CM,35-191,90,0,0,0,0,2,1,0,0,95,1,0,0,0.1,0.1,0.1,3,0,77,91,84.6,15,74,2,0,0,6,2019-2020
Takefusa Kubo,26,jp JPN,"CM,RM",18-113,90,0,0,0,0,2,0,0,0,43,2,0,0,0.1,0.1,0.1,3,0,23,31,74.2,4,38,1,4,2,6,2019-2020
Dani Rodríguez,14,es ESP,"RM,CM",31-111,90,0,0,0,0,0,0,0,0,46,1,0,3,0.0,0.0,0.1,1,0,31,37,83.8,9,36,4,3,2,6,2019-2020
Iddrisu Baba,12,gh GHA,DM,23-246,66,0,0,0,0,0,0,1,0,29,2,1,0,0.0,0.0,0.0,0,0,22,25,88.0,0,17,0,0,0,6,2019-2020
   Abdón Prats,9,es ESP,FW,26-292,24,0,0,0,0,1,1,0,0,8,1,0,0,0.1,0.1,0.0,0,0,4,5,80.0,0,5,0,0,0,6,2019-2020
