Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Fyodor Smolov,9,ru RUS,FW,30-013,64,0,0,0,0,0,0,0,0,19,0,1,1,0.0,0.0,0.0,3,0,7,14,50.0,2,14,0,3,2,25,2019-2020
   Fran Beltrán,8,es ESP,CM,21-019,26,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,3,1,0,0,25,2019-2020
Iago Aspas,10,es ESP,FW,32-205,82,1,0,0,0,1,1,0,0,36,2,1,0,0.1,0.1,0.0,1,0,14,24,58.3,0,22,1,1,0,25,2019-2020
   Santi Mina,22,es ESP,FW,24-077,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,1,0,0,25,2019-2020
Denis Suárez,6,es ESP,LM,26-047,77,0,0,0,0,0,0,1,0,38,0,3,1,0.0,0.0,0.0,0,0,17,22,77.3,2,19,0,6,3,25,2019-2020
   Joseph Aidoo,18,gh GHA,"CB,LM",24-146,13,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,25,2019-2020
Filip Bradarić,14,hr CRO,CM,28-042,20,0,0,0,0,0,0,0,1,21,0,0,0,0.0,0.0,0.0,0,0,17,20,85.0,2,15,0,0,0,25,2019-2020
Okay Yokuşlu,5,tr TUR,CM,25-350,90,0,0,0,0,0,0,0,0,40,0,1,0,0.0,0.0,0.0,0,0,20,26,76.9,2,17,0,1,1,25,2019-2020
Rafinha,12,br BRA,"RM,CM",27-010,90,0,0,0,0,1,0,0,0,61,4,4,2,0.0,0.0,0.0,0,0,29,37,78.4,2,31,0,4,1,25,2019-2020
Lucas Olaza,15,uy URU,LB,25-216,90,0,1,0,0,1,0,0,0,59,1,1,1,0.0,0.0,0.1,2,2,39,49,79.6,2,28,1,0,0,25,2019-2020
Néstor Araujo,4,mx MEX,CB,28-177,90,0,0,0,0,0,0,0,0,59,1,1,0,0.0,0.0,0.0,0,0,37,45,82.2,2,31,1,0,0,25,2019-2020
Jeison Murillo,21,co COL,CB,27-271,90,0,0,0,0,0,0,1,0,40,0,0,1,0.0,0.0,0.0,0,0,25,30,83.3,0,20,0,0,0,25,2019-2020
Hugo Mallo,2,es ESP,RB,28-245,90,0,0,0,0,0,0,0,0,75,2,1,2,0.0,0.0,0.0,0,0,35,57,61.4,0,27,1,1,0,25,2019-2020
Rubén Blanco,13,es ESP,GK,24-212,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,11,31,35.5,0,14,0,0,0,25,2019-2020
Fyodor Smolov,9,ru RUS,FW,30-013,64,0,0,0,0,0,0,0,0,19,0,1,1,0.0,0.0,0.0,3,0,7,14,50.0,2,14,0,3,2,25,2019-2020
   Fran Beltrán,8,es ESP,CM,21-019,26,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,3,1,0,0,25,2019-2020
Iago Aspas,10,es ESP,FW,32-205,82,1,0,0,0,1,1,0,0,36,2,1,0,0.1,0.1,0.0,1,0,14,24,58.3,0,22,1,1,0,25,2019-2020
   Santi Mina,22,es ESP,FW,24-077,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,1,0,0,25,2019-2020
Denis Suárez,6,es ESP,LM,26-047,77,0,0,0,0,0,0,1,0,38,0,3,1,0.0,0.0,0.0,0,0,17,22,77.3,2,19,0,6,3,25,2019-2020
   Joseph Aidoo,18,gh GHA,"CB,LM",24-146,13,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,25,2019-2020
Filip Bradarić,14,hr CRO,CM,28-042,20,0,0,0,0,0,0,0,1,21,0,0,0,0.0,0.0,0.0,0,0,17,20,85.0,2,15,0,0,0,25,2019-2020
Okay Yokuşlu,5,tr TUR,CM,25-350,90,0,0,0,0,0,0,0,0,40,0,1,0,0.0,0.0,0.0,0,0,20,26,76.9,2,17,0,1,1,25,2019-2020
Rafinha,12,br BRA,"RM,CM",27-010,90,0,0,0,0,1,0,0,0,61,4,4,2,0.0,0.0,0.0,0,0,29,37,78.4,2,31,0,4,1,25,2019-2020
Lucas Olaza,15,uy URU,LB,25-216,90,0,1,0,0,1,0,0,0,59,1,1,1,0.0,0.0,0.1,2,2,39,49,79.6,2,28,1,0,0,25,2019-2020
Néstor Araujo,4,mx MEX,CB,28-177,90,0,0,0,0,0,0,0,0,59,1,1,0,0.0,0.0,0.0,0,0,37,45,82.2,2,31,1,0,0,25,2019-2020
Jeison Murillo,21,co COL,CB,27-271,90,0,0,0,0,0,0,1,0,40,0,0,1,0.0,0.0,0.0,0,0,25,30,83.3,0,20,0,0,0,25,2019-2020
Hugo Mallo,2,es ESP,RB,28-245,90,0,0,0,0,0,0,0,0,75,2,1,2,0.0,0.0,0.0,0,0,35,57,61.4,0,27,1,1,0,25,2019-2020
Rubén Blanco,13,es ESP,GK,24-212,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,11,31,35.5,0,14,0,0,0,25,2019-2020
