player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Álvaro Morata,9,es ESP,FW,27-254,61,27,2,3,7,17,5,26,1,1,100.0,0,0.0,17,87,31,0,1,0,5,2,19,6,34,2019-2020
   Diego Costa,19,es ESP,FW,31-270,29,12,0,1,0,11,6,12,0,0,,0,,9,13,11,0,0,0,3,0,11,2,34,2019-2020
João Félix,7,pt POR,FW,20-236,53,26,0,3,10,14,5,26,3,1,33.3,2,66.7,15,114,71,3,1,2,3,1,21,7,34,2019-2020
   Ángel Correa,10,ar ARG,"RM,FW",25-116,37,21,0,3,4,14,4,21,0,0,,0,,12,32,21,1,1,1,3,1,15,5,34,2019-2020
Yannick Carrasco,21,be BEL,LM,26-303,54,38,0,9,9,21,3,38,6,2,33.3,4,66.7,25,183,81,2,3,1,0,3,23,7,34,2019-2020
   Vitolo,20,es ESP,"FW,LM",30-244,36,24,0,4,8,12,1,24,0,0,,0,,18,114,50,1,1,1,0,0,21,3,34,2019-2020
Saúl Ñíguez,8,es ESP,CM,25-225,79,57,2,16,33,8,0,57,0,0,,0,,23,70,31,0,0,0,1,1,37,0,34,2019-2020
   Thomas Partey,5,gh GHA,CM,27-020,11,10,0,7,2,1,0,10,0,0,,0,,7,18,4,0,0,0,1,0,8,0,34,2019-2020
Koke,6,es ESP,"CM,LM",28-177,90,77,4,22,41,15,2,77,0,0,,0,,38,138,32,0,1,0,2,1,54,1,34,2019-2020
Marcos Llorente,14,es ESP,"RM,CM",25-155,90,40,1,7,18,17,6,40,2,1,50.0,1,50.0,24,166,117,5,3,2,2,2,30,7,34,2019-2020
Manu Sánchez,35,es ESP,LB,19-314,61,44,1,10,20,14,4,44,1,0,0.0,1,100.0,23,149,90,1,1,0,1,1,22,7,34,2019-2020
   Renan Lodi,12,br BRA,LB,22-086,29,19,2,11,3,5,1,19,0,0,,0,,8,33,29,1,1,1,0,0,10,1,34,2019-2020
José María Giménez,2,uy URU,CB,25-165,90,74,14,41,32,1,1,74,0,0,,0,,45,190,114,0,0,0,0,0,50,0,34,2019-2020
Stefan Savić,15,me MNE,CB,29-177,90,64,2,25,38,1,0,64,0,0,,0,,44,214,114,0,1,0,0,0,45,0,34,2019-2020
Kieran Trippier,23,eng ENG,RB,29-288,90,80,7,17,36,29,1,80,0,0,,0,,45,210,120,7,6,0,2,0,45,3,34,2019-2020
Jan Oblak,13,si SVN,GK,27-178,90,27,22,27,0,0,0,27,0,0,,0,,14,49,32,0,0,0,0,0,11,0,34,2019-2020
Cucho,29,co COL,FW,21-074,69,28,0,0,17,11,1,28,2,0,0.0,2,100.0,22,86,20,0,0,0,2,1,24,3,34,2019-2020
   Abdón Prats,9,es ESP,FW,27-209,21,5,0,0,3,2,1,5,1,0,0.0,1,100.0,2,2,0,0,0,0,0,0,3,1,34,2019-2020
Aleksandar Trajkovski,17,mk MKD,FW,27-302,56,32,1,5,18,9,0,32,2,1,50.0,1,50.0,23,129,50,1,1,0,2,1,23,2,34,2019-2020
   Lago Junior,11,ci CIV,RM,29-185,34,12,0,1,6,5,3,12,5,3,60.0,2,40.0,9,65,38,2,0,1,0,0,11,1,34,2019-2020
Dani Rodríguez,14,es ESP,LM,32-027,90,53,0,7,27,19,3,53,3,1,33.3,2,66.7,39,171,105,3,2,0,4,2,38,6,34,2019-2020
Aleix Febas,23,es ESP,CM,24-152,56,44,0,13,29,2,0,44,1,1,100.0,0,0.0,34,124,42,0,0,0,0,1,31,1,34,2019-2020
   Salva Sevilla,8,es ESP,CM,36-107,34,33,0,4,19,10,0,33,0,0,,0,,26,136,67,0,2,0,0,0,27,1,34,2019-2020
