Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Borja Mayoral,21,es ESP,FW,22-211,90,1,0,0,0,2,1,0,0,35,1,0,2,0.1,0.1,0.0,1,1,20,28,71.4,4,27,2,0,0,12,2019-2020
José Luis Morales,11,es ESP,FW,32-102,81,0,1,0,0,0,0,0,0,32,2,0,0,0.0,0.0,0.2,2,0,14,21,66.7,2,17,4,2,2,12,2019-2020
   Nikola Vukčević,17,me MNE,FW,27-324,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,12,2019-2020
Enis Bardhi,10,mk MKD,LM,24-123,61,0,0,0,0,0,0,1,0,32,2,0,0,0.0,0.0,0.1,3,0,14,24,58.3,4,17,2,1,0,12,2019-2020
   Rubén Rochina,16,es ESP,LM,28-224,29,0,0,0,0,1,0,0,0,17,3,0,0,0.1,0.1,0.0,1,0,12,12,100.0,0,9,0,2,2,12,2019-2020
Gonzalo Melero,22,es ESP,CM,25-304,90,0,0,0,0,1,0,0,0,56,1,0,3,0.4,0.4,0.0,1,1,39,48,81.3,3,27,2,2,1,12,2019-2020
Nemanja Radoja,5,rs SRB,CM,26-269,90,1,0,0,0,1,1,0,0,40,2,1,1,0.1,0.1,0.4,3,2,30,35,85.7,3,18,0,0,0,12,2019-2020
José Campaña,24,es ESP,RM,26-155,86,1,1,0,0,4,1,0,0,62,1,1,0,0.4,0.4,0.2,4,1,38,50,76.0,7,33,1,1,1,12,2019-2020
   Erick Cabaco,18,uy URU,RM,24-197,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,12,2019-2020
Carlos Clerc,19,es ESP,LB,27-254,90,0,0,0,0,0,0,0,0,47,0,2,4,0.0,0.0,0.0,0,0,30,40,75.0,0,18,3,0,0,12,2019-2020
Rúben Vezo,14,pt POR,CB,25-191,90,0,0,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.0,1,1,19,22,86.4,3,11,0,0,0,12,2019-2020
Sergio Postigo,15,es ESP,CB,30-363,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,1,9,0,0,0,12,2019-2020
Jorge Miramón,20,es ESP,RB,30-153,90,0,0,0,0,0,0,0,0,62,2,1,0,0.0,0.0,0.0,0,0,42,53,79.2,4,26,1,0,0,12,2019-2020
Aitor Fernández,13,es ESP,GK,28-183,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,11,21,52.4,0,7,0,0,0,12,2019-2020
Borja Mayoral,21,es ESP,FW,22-211,90,1,0,0,0,2,1,0,0,35,1,0,2,0.1,0.1,0.0,1,1,20,28,71.4,4,27,2,0,0,12,2019-2020
