Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,27-265,90,1,1,0,0.0,0.2,5,18,27.8,19,1,68.4,44.0,7,71.4,50.6,16,0,0.0,1,22.0,23,2019-2020
Marko Dmitrović,rs SRB,28-014,90,5,2,3,60.0,1.8,6,17,35.3,23,2,65.2,49.1,3,66.7,62.7,5,1,20.0,2,21.5,23,2019-2020
Aitor Fernández,es ESP,28-281,90,4,0,4,100.0,0.9,9,29,31.0,26,3,65.4,46.8,15,80.0,59.1,20,3,15.0,0,8.8,23,2019-2020
Juan Soriano,es ESP,22-169,90,5,2,3,60.0,1.1,6,11,54.5,24,8,33.3,31.0,4,75.0,51.5,9,0,0.0,2,21.3,23,2019-2020
David Soria,es ESP,26-310,90,0,0,0,,0.0,11,23,47.8,21,0,85.7,54.1,5,100.0,62.6,4,0,0.0,2,30.5,23,2019-2020
Jaume Doménech,es ESP,29-095,90,10,3,7,70.0,4.0,11,26,42.3,20,4,75.0,43.2,14,78.6,53.1,24,0,0.0,0,7.5,23,2019-2020
Jordi Masip,es ESP,31-036,90,3,1,2,66.7,1.0,6,25,24.0,23,5,78.3,47.4,7,100.0,63.9,22,0,0.0,0,6.0,23,2019-2020
Sergio Asenjo,es ESP,30-225,90,1,1,0,0.0,0.2,4,13,30.8,17,1,47.1,36.7,9,55.6,42.0,9,0,0.0,0,,23,2019-2020
Jan Oblak,si SVN,27-032,90,1,0,1,100.0,0.8,3,16,18.8,9,2,77.8,51.0,11,81.8,52.0,12,1,8.3,0,13.0,23,2019-2020
Aarón Escandell,es ESP,24-134,90,3,1,2,66.7,0.9,11,27,40.7,30,5,73.3,46.9,8,62.5,52.0,5,0,0.0,1,18.0,23,2019-2020
Diego López,es ESP,38-098,90,3,0,3,100.0,0.6,7,19,36.8,20,1,75.0,49.6,4,100.0,66.5,16,2,12.5,1,10.3,23,2019-2020
Manolo Reina,es ESP,34-314,90,7,1,6,85.7,1.6,5,18,27.8,30,10,46.7,34.6,7,57.1,41.9,10,2,20.0,0,6.7,23,2019-2020
Álex Remiro,es ESP,24-322,90,3,1,2,66.7,0.4,5,11,45.5,22,4,45.5,37.2,1,100.0,56.0,9,1,11.1,1,19.0,23,2019-2020
Unai Simón,es ESP,22-243,90,4,2,2,50.0,2.0,5,27,18.5,25,4,80.0,49.6,7,100.0,66.4,17,2,11.8,0,6.5,23,2019-2020
Sergio Herrera,es ESP,26-249,90,6,4,2,33.3,2.4,9,24,37.5,29,3,69.0,43.5,5,80.0,54.0,16,3,18.8,2,10.3,23,2019-2020
Thibaut Courtois,be BEL,27-274,90,4,1,3,75.0,0.8,1,14,7.1,29,7,31.0,33.4,6,83.3,61.7,17,0,0.0,1,13.5,23,2019-2020
Rubén Blanco,es ESP,24-199,90,4,1,3,75.0,0.9,5,15,33.3,22,4,45.5,38.2,9,55.6,38.9,14,3,21.4,0,8.1,23,2019-2020
Tomáš Vaclík,cz CZE,30-317,90,7,2,5,71.4,1.8,3,10,30.0,22,7,31.8,31.8,5,60.0,40.0,10,0,0.0,1,12.3,23,2019-2020
Joel Robles,es ESP,29-237,90,6,3,3,50.0,2.4,4,7,57.1,27,3,25.9,30.4,2,0.0,19.5,10,0,0.0,4,28.8,23,2019-2020
Marc-André ter Stegen,de GER,27-285,90,3,2,1,66.7,1.3,3,9,33.3,51,4,15.7,26.6,2,50.0,34.5,2,0,0.0,2,20.3,23,2019-2020
