Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Joel Robles,es ESP,29-109,90,2,1,1,100.0,1.1,5,14,35.7,32,3,37.5,32.5,8,25.0,26.8,19,1,5.3,3,16.8,8,2019-2020
Marko Dmitrović,rs SRB,27-253,90,3,1,2,66.7,1.6,6,20,30.0,16,0,81.3,56.7,7,100.0,69.6,15,1,6.7,0,8.7,8,2019-2020
Juan Soriano,es ESP,22-043,90,2,2,0,50.0,1.1,4,7,57.1,17,6,23.5,30.1,6,50.0,42.8,8,0,0.0,0,17.0,8,2019-2020
Aitor Fernández,es ESP,28-155,90,10,1,8,90.0,1.8,7,23,30.4,20,9,50.0,41.3,14,92.9,65.2,29,0,0.0,3,20.6,8,2019-2020
Alphonse Areola,fr FRA,26-220,90,5,2,3,80.0,2.3,3,7,42.9,19,5,21.1,29.6,7,42.9,40.4,10,1,10.0,1,13.7,8,2019-2020
Rui Silva,pt POR,25-240,90,10,4,6,60.0,4.5,9,20,45.0,33,7,51.5,38.3,3,100.0,73.7,14,1,7.1,3,20.0,8,2019-2020
Jasper Cillessen,nl NED,30-166,90,4,1,3,75.0,1.0,6,17,35.3,23,1,47.8,37.0,9,66.7,48.3,15,1,6.7,1,15.3,8,2019-2020
Antonio Sivera,es ESP,23-055,90,3,2,1,66.7,1.5,7,17,41.2,15,4,46.7,37.8,10,100.0,63.6,14,0,0.0,0,6.0,8,2019-2020
Rubén,es ESP,35-105,90,5,1,4,80.0,1.8,7,13,53.8,18,7,44.4,40.3,8,62.5,45.8,18,0,0.0,0,1.0,8,2019-2020
Sergio Asenjo,es ESP,30-099,90,4,2,2,50.0,1.5,3,20,15.0,21,5,61.9,40.8,12,58.3,46.0,22,0,0.0,0,8.0,8,2019-2020
Manolo Reina,es ESP,34-188,90,3,0,3,100.0,0.9,6,11,54.5,17,4,41.2,35.4,8,50.0,48.8,15,0,0.0,0,14.0,8,2019-2020
Diego López,es ESP,37-337,90,3,2,1,33.3,1.0,1,3,33.3,30,9,3.3,22.2,6,33.3,32.7,5,0,0.0,1,15.0,8,2019-2020
Rubén Blanco,es ESP,24-073,90,2,0,2,100.0,0.4,7,18,38.9,18,1,61.1,43.5,10,70.0,49.7,12,0,0.0,0,6.0,8,2019-2020
Unai Simón,es ESP,22-117,90,2,1,1,50.0,0.9,6,18,33.3,19,3,63.2,42.4,7,85.7,55.6,18,0,0.0,1,25.0,8,2019-2020
Jordi Masip,es ESP,30-276,90,1,0,1,100.0,0.5,5,19,26.3,22,0,40.9,41.0,12,83.3,61.6,11,0,0.0,0,9.3,8,2019-2020
Jan Oblak,si SVN,26-272,90,1,0,1,100.0,0.0,5,15,33.3,12,0,33.3,30.6,11,100.0,62.2,7,0,0.0,0,10.0,8,2019-2020
Miguel Ángel Moyá,es ESP,35-187,90,4,2,2,50.0,0.4,10,29,34.5,27,1,70.4,45.0,10,100.0,54.2,18,1,5.6,2,13.0,8,2019-2020
David Soria,es ESP,26-185,90,3,1,2,66.7,1.2,7,24,29.2,25,2,72.0,50.2,6,100.0,64.0,6,1,16.7,3,22.0,8,2019-2020
Marc-André ter Stegen,de GER,27-159,90,4,0,4,100.0,0.7,1,8,12.5,31,5,16.1,26.6,11,27.3,32.9,20,1,5.0,1,7.9,8,2019-2020
Tomáš Vaclík,cz CZE,30-191,90,8,4,4,50.0,3.0,3,7,42.9,14,9,35.7,29.2,7,28.6,34.9,5,0,0.0,0,,8,2019-2020
