player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Maxi Gómez,22,uy URU,FW,23-184,90,0,1,0,0,2,0,1,0,24,1,1,0,0.2,0.2,0.4,2,1,11,15,73.3,3,11,1,1,0,24,2019-2020
Gonçalo Guedes,7,pt POR,FW,23-077,59,0,0,0,0,1,0,0,0,34,0,0,0,0.0,0.0,0.0,2,0,21,26,80.8,4,25,2,7,5,24,2019-2020
   Kévin Gameiro,9,fr FRA,FW,32-281,31,0,0,0,0,1,0,0,0,19,0,0,0,0.3,0.3,0.0,0,0,8,14,57.1,0,14,3,1,0,24,2019-2020
Carlos Soler,8,es ESP,LM,23-043,79,0,0,0,0,0,0,0,0,27,0,1,0,0.0,0.0,0.0,1,1,21,25,84.0,5,19,0,0,0,24,2019-2020
   Denis Cheryshev,11,ru RUS,LM,29-050,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,1,0,3,3,100.0,1,3,0,1,0,24,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-364,90,1,0,0,0,2,1,0,0,88,4,5,1,0.3,0.3,0.0,0,0,62,76,81.6,6,50,2,1,1,24,2019-2020
Daniel Parejo,10,es ESP,CM,30-304,90,0,1,0,0,0,0,0,0,111,2,0,1,0.0,0.0,0.4,4,2,84,102,82.4,10,63,3,3,1,24,2019-2020
Ferrán Torres,20,es ESP,RM,19-350,90,0,0,0,0,0,0,0,0,59,0,1,0,0.0,0.0,0.4,5,0,32,45,71.1,6,37,6,12,8,24,2019-2020
José Luis Gayà,14,es ESP,LB,24-265,90,0,0,0,0,1,1,0,0,69,1,1,0,0.0,0.0,0.0,2,0,34,54,63.0,6,44,4,5,2,24,2019-2020
Eliaquim Mangala,4,fr FRA,CB,29-001,90,0,0,0,0,0,0,1,0,58,0,0,0,0.0,0.0,0.0,0,0,50,54,92.6,5,32,0,0,0,24,2019-2020
Gabriel Paulista,5,br BRA,CB,29-080,89,1,0,0,0,1,1,1,0,97,1,3,0,0.4,0.4,0.0,0,0,70,85,82.4,5,50,0,1,1,24,2019-2020
   Mouctar Diakhaby,12,gn GUI,CB,23-057,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,24,2019-2020
Daniel Wass,18,dk DEN,RB,30-259,90,0,0,0,0,1,0,0,0,99,3,2,0,0.0,0.0,0.0,1,0,66,88,75.0,12,40,3,0,0,24,2019-2020
Jaume Doménech,1,es ESP,GK,29-101,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,23,30,76.7,0,16,0,0,0,24,2019-2020
Ángel Correa,10,ar ARG,"FW,LM",24-342,90,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,1,1,11,16,68.8,1,18,1,1,0,24,2019-2020
Vitolo,20,es ESP,FW,30-104,90,0,0,0,0,0,0,0,0,52,2,0,0,0.0,0.0,0.0,2,1,31,42,73.8,2,40,2,4,3,24,2019-2020
Saúl Ñíguez,8,es ESP,"LM,LB",25-085,90,0,0,0,0,1,0,0,0,58,5,1,2,0.0,0.0,0.0,0,0,31,41,75.6,6,24,3,0,0,24,2019-2020
Koke,6,es ESP,CM,28-037,76,0,0,0,0,0,0,0,0,60,1,3,1,0.0,0.0,0.0,1,0,42,49,85.7,5,49,1,1,1,24,2019-2020
   Yannick Carrasco,21,be BEL,CM,26-163,14,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,5,2,2,0,24,2019-2020
Thomas Partey,5,gh GHA,CM,26-246,90,1,0,0,0,5,1,0,0,63,2,3,3,0.2,0.2,0.0,1,1,35,47,74.5,10,44,2,4,4,24,2019-2020
