player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Joselu,9,es ESP,FW,30-114,90,0,0,0,0,4,0,0,0,45,0,0,0,0.1,0.1,0.0,2,0,20,35,57.1,0,28,0,2,1,38,2019-2020
Lucas Pérez,7,es ESP,FW,31-313,45,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,15,17,88.2,3,11,0,1,0,38,2019-2020
   Pere Pons,20,es ESP,CM,27-150,45,0,0,0,0,0,0,0,0,23,1,0,2,0.0,0.0,0.0,0,0,14,16,87.5,2,13,0,0,0,38,2019-2020
Oliver Burke,24,sct SCO,LM,23-103,45,0,0,0,0,0,0,0,0,18,1,0,2,0.0,0.0,0.0,0,0,7,14,50.0,0,12,3,1,1,38,2019-2020
   Luis Rioja,11,es ESP,LM,26-277,45,0,0,0,0,1,0,0,0,21,0,0,1,0.0,0.0,0.0,0,0,12,17,70.6,1,15,0,1,0,38,2019-2020
Manu García,19,es ESP,"CM,DM",34-084,58,0,0,0,0,1,0,0,0,32,2,5,2,0.1,0.1,0.0,1,0,22,22,100.0,4,17,0,0,0,38,2019-2020
   Ljubomir Fejsa,15,rs SRB,DM,31-340,32,0,0,0,0,0,0,0,0,20,2,2,0,0.0,0.0,0.0,1,0,15,16,93.8,1,14,0,0,0,38,2019-2020
Víctor Camarasa,10,es ESP,CM,26-052,64,0,0,0,0,0,0,0,0,45,0,2,0,0.0,0.0,0.0,0,0,34,40,85.0,3,34,0,4,1,38,2019-2020
   Abdallahi Mahmoud,36,mr MTN,CM,20-076,26,0,0,0,0,0,0,0,0,10,0,2,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,1,1,38,2019-2020
Édgar Méndez,16,es ESP,RM,30-199,90,0,0,0,0,1,0,0,0,35,0,1,0,0.0,0.0,0.0,2,0,20,26,76.9,1,29,3,4,3,38,2019-2020
Adrián Marín,17,es ESP,LB,23-192,90,0,0,0,0,0,0,0,0,38,2,1,0,0.0,0.0,0.0,1,0,26,30,86.7,1,22,0,3,1,38,2019-2020
Lisandro Magallán,6,ar ARG,CB,26-296,90,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,0,0,24,26,92.3,1,16,0,0,0,38,2019-2020
Víctor Laguardia,5,es ESP,CB,30-257,45,0,0,0,0,1,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,14,14,100.0,0,9,0,0,0,38,2019-2020
   Tachi,27,es ESP,CB,22-313,45,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,11,0,0,0,38,2019-2020
Martin Agirregabiria,21,es ESP,RB,24-070,90,0,0,0,0,0,0,0,0,52,0,1,0,0.0,0.0,0.1,4,0,37,50,74.0,2,37,2,1,1,38,2019-2020
Roberto,13,es ESP,GK,34-160,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,1,0,16,30,53.3,0,15,0,0,0,38,2019-2020
Luis Suárez,9,uy URU,FW,33-177,90,1,0,0,0,5,3,0,0,35,0,1,0,1.6,1.6,0.0,5,0,19,27,70.4,3,29,2,1,1,38,2019-2020
Ansu Fati,31,es ESP,LW,17-262,77,1,0,0,0,2,1,0,0,55,1,0,4,0.1,0.1,0.0,2,0,37,42,88.1,0,45,5,3,1,38,2019-2020
   Martin Braithwaite,19,dk DEN,LW,29-044,13,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.5,1,0,5,6,83.3,0,10,0,0,0,38,2019-2020
Lionel Messi,10,ar ARG,RW,33-025,90,2,1,0,0,4,2,0,0,70,0,0,0,0.9,0.9,0.8,9,3,48,59,81.4,10,64,6,9,5,38,2019-2020
Riqui Puig,28,es ESP,LM,20-341,90,0,2,0,0,1,0,0,0,78,2,0,0,0.0,0.0,1.4,5,2,63,70,90.0,8,71,1,1,1,38,2019-2020
Sergio Busquets,5,es ESP,CM,32-003,58,0,0,0,0,0,0,0,0,68,2,0,3,0.0,0.0,0.0,1,0,60,63,95.2,5,57,0,1,1,38,2019-2020
   Frenkie de Jong,21,nl NED,CM,23-068,32,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.1,2,1,49,52,94.2,7,52,0,3,3,38,2019-2020
Arturo Vidal,22,cl CHI,"RM,CB",33-058,90,0,0,0,0,2,1,0,0,98,3,0,1,0.4,0.4,0.0,2,1,79,88,89.8,4,77,1,0,0,38,2019-2020
