player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Fyodor Smolov,9,ru RUS,FW,30-013,64,7,14,50.0,88,6,4,9,44.4,2,2,100.0,0,1,0.0,0,0.0,0.0,1,0,1,0,2,25,2019-2020
   Fran Beltrán,8,es ESP,CM,21-019,26,5,6,83.3,61,40,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,25,2019-2020
Iago Aspas,10,es ESP,FW,32-205,82,14,24,58.3,162,13,7,8,87.5,2,6,33.3,1,2,50.0,0,0.0,0.0,0,1,0,0,0,25,2019-2020
   Santi Mina,22,es ESP,FW,24-077,8,1,3,33.3,11,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Denis Suárez,6,es ESP,LM,26-047,77,17,22,77.3,201,69,14,16,87.5,1,1,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,25,2019-2020
   Joseph Aidoo,18,gh GHA,"CB,LM",24-146,13,2,2,100.0,34,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Filip Bradarić,14,hr CRO,CM,28-042,20,17,20,85.0,313,67,7,9,77.8,7,7,100.0,3,4,75.0,0,0.0,0.0,0,2,0,0,2,25,2019-2020
Okay Yokuşlu,5,tr TUR,CM,25-350,90,20,26,76.9,274,71,9,10,90.0,10,11,90.9,0,0,,0,0.0,0.0,0,1,0,0,2,25,2019-2020
Rafinha,12,br BRA,"RM,CM",27-010,90,29,37,78.4,577,102,10,13,76.9,12,13,92.3,5,7,71.4,0,0.0,0.0,0,0,0,0,2,25,2019-2020
Lucas Olaza,15,uy URU,LB,25-216,90,39,49,79.6,654,299,15,18,83.3,21,23,91.3,3,7,42.9,1,0.1,0.1,1,2,0,0,2,25,2019-2020
Néstor Araujo,4,mx MEX,CB,28-177,90,37,45,82.2,809,223,9,10,90.0,25,30,83.3,3,4,75.0,0,0.0,0.0,0,1,0,0,2,25,2019-2020
Jeison Murillo,21,co COL,CB,27-271,90,25,30,83.3,649,172,2,2,100.0,17,18,94.4,6,10,60.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Hugo Mallo,2,es ESP,RB,28-245,90,35,57,61.4,575,231,18,19,94.7,10,17,58.8,6,17,35.3,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Rubén Blanco,13,es ESP,GK,24-212,90,11,31,35.5,346,288,4,4,100.0,3,3,100.0,4,24,16.7,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Guido Carrillo,18,ar ARG,FW,28-273,90,11,21,52.4,129,31,9,16,56.3,2,3,66.7,0,1,0.0,0,0.0,0.0,1,2,0,0,3,25,2019-2020
Kévin Rodrigues,24,pt POR,"AM,LB,WB",25-354,90,32,47,68.1,678,170,17,21,81.0,6,8,75.0,8,15,53.3,0,0.0,0.1,0,2,2,1,3,25,2019-2020
Javier Eraso,17,es ESP,AM,29-337,45,11,20,55.0,191,23,7,7,100.0,3,5,60.0,1,5,20.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
   Óscar Rodríguez Arnaiz,27,es ESP,AM,21-239,45,21,29,72.4,341,124,10,10,100.0,9,13,69.2,1,3,33.3,0,0.0,0.1,0,5,3,1,7,25,2019-2020
Recio,8,es ESP,"CM,DM",29-042,90,51,58,87.9,837,235,27,27,100.0,17,17,100.0,6,9,66.7,0,0.0,0.0,1,6,0,0,9,25,2019-2020
Rubén Pérez,21,es ESP,"CM,DM",30-302,90,44,56,78.6,787,269,19,24,79.2,16,19,84.2,6,10,60.0,0,0.0,0.0,0,6,0,0,9,25,2019-2020
Jonathan Silva,5,ar ARG,WB,25-238,54,26,38,68.4,260,82,13,13,100.0,7,15,46.7,0,4,0.0,0,0.1,0.1,2,3,1,0,2,25,2019-2020
   Roger Assalé,20,ci CIV,"RW,AM,WB",26-101,36,8,12,66.7,104,37,5,7,71.4,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2,25,2019-2020
Unai Bustinza,3,es ESP,WB,28-020,66,21,29,72.4,338,65,13,18,72.2,6,7,85.7,2,4,50.0,0,0.0,0.1,1,1,1,1,2,25,2019-2020
   Bryan Gil,26,es ESP,"LW,WB",19-011,24,5,10,50.0,54,2,5,7,71.4,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Dimitris Siovas,22,gr GRE,CB,31-159,90,33,43,76.7,537,163,13,15,86.7,16,20,80.0,3,5,60.0,0,0.0,0.0,0,2,1,0,1,25,2019-2020
Kenneth Omeruo,4,ng NGA,CB,26-128,90,29,39,74.4,690,319,5,8,62.5,19,22,86.4,5,8,62.5,0,0.0,0.0,0,3,0,0,3,25,2019-2020
Chidozie Awaziem,12,ng NGA,"CB,RB",23-052,90,46,59,78.0,823,350,23,25,92.0,16,21,76.2,7,13,53.8,0,0.0,0.0,0,4,1,0,5,25,2019-2020
Juan Soriano,13,es ESP,GK,22-183,90,13,19,68.4,396,269,1,1,100.0,4,4,100.0,8,14,57.1,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Antoine Griezmann,17,fr FRA,FW,28-338,71,24,27,88.9,310,34,12,13,92.3,7,7,100.0,1,1,100.0,0,0.6,0.5,1,0,1,0,2,25,2019-2020
   Martin Braithwaite,19,dk DEN,FW,28-262,19,2,4,50.0,32,5,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Arturo Vidal,22,cl CHI,LW,32-276,90,41,50,82.0,549,90,27,30,90.0,11,13,84.6,2,2,100.0,1,0.4,0.2,2,0,1,0,3,25,2019-2020
Lionel Messi,10,ar ARG,RW,32-243,90,39,56,69.6,500,213,26,31,83.9,9,11,81.8,2,5,40.0,0,0.0,0.2,0,6,3,0,10,25,2019-2020
Arthur Melo,8,br BRA,LM,23-194,90,64,75,85.3,998,230,32,37,86.5,23,25,92.0,4,4,100.0,0,0.4,0.1,1,5,0,0,7,25,2019-2020
Sergio Busquets,5,es ESP,CM,31-221,58,54,62,87.1,778,223,33,38,86.8,16,17,94.1,3,3,100.0,0,0.0,0.0,0,3,0,0,4,25,2019-2020
   Frenkie de Jong,21,nl NED,CM,22-286,32,22,27,81.5,303,65,15,19,78.9,6,6,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Ivan Rakitić,4,hr CRO,RM,31-349,90,73,84,86.9,850,228,51,55,92.7,17,18,94.4,1,2,50.0,1,0.3,0.1,1,4,1,0,3,25,2019-2020
Junior Firpo,24,es ESP,LB,23-184,90,53,59,89.8,645,141,35,38,92.1,15,15,100.0,0,0,,0,0.0,0.0,1,3,1,0,4,25,2019-2020
Clément Lenglet,15,fr FRA,CB,24-250,90,76,84,90.5,1569,485,25,26,96.2,42,44,95.5,9,11,81.8,0,0.0,0.0,0,4,0,0,6,25,2019-2020
Gerard Piqué,3,es ESP,CB,33-020,67,58,66,87.9,1311,331,17,19,89.5,28,30,93.3,12,15,80.0,0,0.0,0.0,0,1,0,0,2,25,2019-2020
   Samuel Umtiti,23,fr FRA,CB,26-100,23,16,19,84.2,245,70,9,11,81.8,6,6,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Nélson Semedo,2,pt POR,RB,26-098,90,61,74,82.4,837,203,36,41,87.8,18,21,85.7,3,5,60.0,0,0.3,0.1,1,1,1,0,4,25,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-298,90,52,64,81.3,1044,726,25,25,100.0,14,15,93.3,12,23,52.2,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Sergi Enrich,9,es ESP,FW,29-361,65,9,15,60.0,114,5,7,10,70.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
   Quique,7,es ESP,FW,29-282,25,3,4,75.0,59,0,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Takashi Inui,22,jp JPN,LW,31-265,65,10,17,58.8,88,20,9,14,64.3,0,0,,0,0,,0,0.0,0.0,0,1,0,0,1,25,2019-2020
   Pablo de Blasis,16,ar ARG,LW,32-018,25,12,12,100.0,187,33,8,8,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1,25,2019-2020
Fabián Orellana,14,cl CHI,RW,34-026,90,23,39,59.0,272,65,13,19,68.4,6,7,85.7,0,4,0.0,0,0.0,0.0,1,3,1,0,2,25,2019-2020
Gonzalo Escalante,5,ar ARG,AM,26-332,90,12,20,60.0,143,15,10,13,76.9,1,2,50.0,1,2,50.0,0,0.0,0.0,0,2,0,0,0,25,2019-2020
Edu Expósito,10,es ESP,DM,23-205,82,29,34,85.3,523,161,14,16,87.5,10,12,83.3,4,5,80.0,0,0.1,0.0,2,3,0,0,6,25,2019-2020
   Sebastián Cristóforo,18,uy URU,DM,26-183,8,4,5,80.0,57,3,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Papakouli Diop,8,sn SEN,DM,33-340,90,18,27,66.7,285,80,9,12,75.0,8,9,88.9,0,2,0.0,0,0.0,0.0,0,1,0,0,0,25,2019-2020
José Ángel,15,es ESP,LB,30-170,90,34,54,63.0,636,282,16,23,69.6,12,16,75.0,6,11,54.5,0,0.0,0.0,0,3,0,0,2,25,2019-2020
Anaitz Arbilla,23,es ESP,CB,32-283,90,29,36,80.6,627,252,8,8,100.0,15,18,83.3,6,10,60.0,0,0.0,0.0,0,2,0,0,2,25,2019-2020
Esteban Burgos,2,ar ARG,CB,28-044,90,15,20,75.0,337,145,6,6,100.0,6,8,75.0,3,6,50.0,0,0.0,0.0,0,2,0,0,3,25,2019-2020
Álvaro Tejero,24,es ESP,RB,23-217,90,29,38,76.3,430,166,20,22,90.9,6,8,75.0,3,5,60.0,0,0.2,0.1,4,1,3,3,4,25,2019-2020
Marko Dmitrović,1,rs SRB,GK,28-029,90,8,21,38.1,308,262,2,2,100.0,2,2,100.0,4,17,23.5,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Alexander Isak,19,se SWE,FW,20-154,83,13,17,76.5,139,22,9,10,90.0,3,5,60.0,0,0,,0,0.0,0.0,1,1,1,0,3,25,2019-2020
   Luca Sangalli,23,es ESP,FW,25-012,7,3,3,100.0,52,49,2,2,100.0,1,1,100.0,0,0,,0,0.2,0.0,2,1,0,0,1,25,2019-2020
Mikel Oyarzabal,10,es ESP,LW,22-307,88,36,41,87.8,538,131,19,22,86.4,9,11,81.8,3,3,100.0,1,0.2,0.3,2,1,2,0,6,25,2019-2020
   Aihen Muñoz,12,es ESP,LW,22-190,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Adnan Januzaj,11,be BEL,RW,25-017,71,13,23,56.5,212,69,8,9,88.9,3,5,60.0,2,4,50.0,0,0.0,0.1,1,3,1,0,3,25,2019-2020
   Willian José,9,br BRA,RW,28-091,19,7,7,100.0,95,5,4,4,100.0,1,1,100.0,1,1,100.0,0,0.1,0.0,1,0,0,0,0,25,2019-2020
Mikel Merino,8,es ESP,LM,23-245,90,41,52,78.8,690,187,22,25,88.0,15,19,78.9,3,3,100.0,0,0.0,0.1,1,6,0,0,7,25,2019-2020
Igor Zubeldia,5,es ESP,CM,22-329,90,35,44,79.5,565,167,14,17,82.4,19,23,82.6,1,2,50.0,0,0.1,0.1,1,3,1,1,2,25,2019-2020
Martin Ødegaard,21,no NOR,RM,21-067,90,40,47,85.1,603,219,22,23,95.7,14,17,82.4,3,6,50.0,0,0.1,0.2,2,6,0,0,7,25,2019-2020
Nacho Monreal,20,es ESP,LB,33-361,90,43,52,82.7,641,318,25,28,89.3,17,21,81.0,1,2,50.0,0,0.2,0.1,3,3,1,1,3,25,2019-2020
Robin Le Normand,24,es ESP,CB,23-103,90,40,49,81.6,740,166,14,15,93.3,23,27,85.2,3,7,42.9,0,0.0,0.0,0,3,0,0,1,25,2019-2020
Aritz Elustondo,6,es ESP,CB,25-331,90,42,46,91.3,712,214,18,18,100.0,22,23,95.7,1,3,33.3,1,0.4,0.0,1,0,0,0,4,25,2019-2020
Joseba Zaldúa,2,es ESP,RB,27-243,90,49,57,86.0,753,289,26,28,92.9,19,23,82.6,3,4,75.0,1,0.3,0.2,1,5,1,1,3,25,2019-2020
Álex Remiro,1,es ESP,GK,24-335,90,14,27,51.9,531,439,0,0,,7,7,100.0,7,20,35.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Kévin Gameiro,9,fr FRA,FW,32-289,90,13,20,65.0,152,4,10,12,83.3,3,4,75.0,0,1,0.0,0,0.0,0.0,1,0,1,0,1,25,2019-2020
Denis Cheryshev,11,ru RUS,LW,29-058,90,26,42,61.9,359,95,14,22,63.6,8,10,80.0,2,5,40.0,0,0.1,0.1,1,2,1,1,3,25,2019-2020
Ferrán Torres,20,es ESP,RW,19-358,79,11,17,64.7,150,36,6,7,85.7,3,4,75.0,1,2,50.0,0,0.0,0.2,0,0,1,0,2,25,2019-2020
   Rubén Sobrino,23,es ESP,RW,27-266,11,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,25,2019-2020
Carlos Soler,8,es ESP,AM,23-051,63,16,23,69.6,323,128,7,9,77.8,4,4,100.0,4,5,80.0,0,0.0,0.0,1,2,1,0,3,25,2019-2020
   Lee Kang-in,16,kr KOR,AM,19-003,27,19,25,76.0,302,81,11,11,100.0,3,5,60.0,3,5,60.0,0,0.1,0.0,1,2,1,0,3,25,2019-2020
Daniel Parejo,10,es ESP,DM,30-312,90,71,87,81.6,1369,401,31,33,93.9,28,33,84.8,9,16,56.3,0,0.1,0.2,1,4,0,0,5,25,2019-2020
Geoffrey Kondogbia,6,cf CTA,DM,27-007,90,48,54,88.9,814,112,22,24,91.7,20,23,87.0,4,5,80.0,0,0.0,0.0,0,2,0,0,1,25,2019-2020
Jaume Costa,3,es ESP,LB,31-341,90,47,62,75.8,731,271,28,31,90.3,16,21,76.2,2,6,33.3,0,0.0,0.0,0,2,1,0,3,25,2019-2020
Eliaquim Mangala,4,fr FRA,CB,29-009,45,18,22,81.8,330,100,4,7,57.1,14,14,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,25,2019-2020
   Hugo Guillamón,33,,"DF,MF",20-022,45,,,,,,,,,,,,,,,0,,,,,,,,25,2019-2020
Mouctar Diakhaby,12,gn GUI,CB,23-065,90,36,39,92.3,737,216,6,7,85.7,27,27,100.0,2,4,50.0,0,0.0,0.0,0,1,0,0,0,25,2019-2020
