player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Karl Toko Ekambi,17,cm CMR,FW,27-013,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,2019-2020
   Javier Ontiveros,24,es ESP,"LM,FW",22-018,11,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,7,2019-2020
Moi Gómez,23,es ESP,LW,25-096,56,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,7,2019-2020
   Samuel Chukwueze,11,ng NGA,RM,20-128,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,7,2019-2020
Gerard Moreno,7,es ESP,"RW,FW",27-173,90,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,2,0,7,2019-2020
Santi Cazorla,8,es ESP,"AM,LM,FW",34-288,84,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,0,0,7,2019-2020
   Manu Trigueros,14,es ESP,FW,27-345,6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,7,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,"DM,CM",23-315,90,3,3,0,2,1,0,1,0.0,1,0,0,0,1,4,1,0,7,2019-2020
Vicente Iborra,10,es ESP,"DM,CM",31-254,90,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,1,0,7,2019-2020
Xavi Quintillà,16,es ESP,LB,23-035,90,3,2,1,1,1,2,2,100.0,0,1,0,1,2,5,2,0,7,2019-2020
Pau Torres,4,es ESP,CB,22-254,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,7,2019-2020
Raúl Albiol,3,es ESP,CB,34-023,90,3,2,3,0,0,1,1,100.0,0,1,1,0,3,6,3,0,7,2019-2020
Rubén Peña,20,es ESP,RB,28-071,90,3,2,1,2,0,1,7,14.3,6,0,0,0,0,3,2,0,7,2019-2020
Sergio Asenjo,1,es ESP,GK,30-091,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,7,2019-2020
Borja Iglesias,9,es ESP,FW,26-253,90,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,7,2019-2020
Loren Morón,16,es ESP,FW,25-271,78,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,7,2019-2020
   Raúl,35,es ESP,FW,18-328,12,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,7,2019-2020
Álex Moreno,15,es ESP,"LM,LB",26-111,90,3,1,2,1,0,1,3,33.3,2,1,1,0,2,5,0,0,7,2019-2020
Sergio Canales,10,es ESP,CM,28-223,90,2,2,1,0,1,1,2,50.0,1,1,0,1,1,3,2,0,7,2019-2020
William Carvalho,14,pt POR,CM,27-173,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,7,2019-2020
Joaquín,17,es ESP,RM,38-068,79,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,7,2019-2020
   Diego Lainez,20,mx MEX,RM,19-110,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,2019-2020
Alfonso Pedraza,6,es ESP,LB,23-171,74,5,3,3,1,1,3,3,100.0,0,1,0,1,2,7,1,0,7,2019-2020
   Cristian Tello,11,es ESP,"LB,LM",28-047,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,2019-2020
Zouhair Feddal,4,ma MAR,CB,30-269,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,7,2019-2020
