Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jan Oblak,si SVN,27-178,90,1,0,1,100.0,0.2,4,12,33.3,17,2,35.3,34.9,9,66.7,46.3,15,1,6.7,0,5.3,34,2019-2020
Manolo Reina,es ESP,35-093,90,3,3,0,33.3,2.1,4,11,36.4,26,3,38.5,33.0,10,10.0,22.7,8,1,12.5,0,5.5,34,2019-2020
Rubén Blanco,es ESP,24-345,90,3,1,2,66.7,0.2,6,16,37.5,30,4,43.3,37.3,6,50.0,42.2,18,1,5.6,1,15.7,34,2019-2020
Joel Robles,es ESP,30-017,90,1,1,0,0.0,0.2,4,14,28.6,21,1,47.6,34.0,8,50.0,41.1,6,1,16.7,1,10.8,34,2019-2020
Jordi Masip,es ESP,31-183,90,0,0,0,,0.0,3,10,30.0,20,3,30.0,34.0,7,57.1,48.0,11,0,0.0,1,21.0,34,2019-2020
Roberto,es ESP,34-145,90,3,1,2,66.7,0.6,7,18,38.9,16,2,68.8,46.7,7,100.0,75.1,10,1,10.0,0,10.3,34,2019-2020
Rui Silva,pt POR,26-148,90,3,2,1,33.3,1.6,4,8,50.0,20,8,20.0,27.5,6,66.7,54.0,8,0,0.0,2,20.8,34,2019-2020
Jasper Cillessen,nl NED,31-073,90,4,2,2,75.0,2.1,9,25,36.0,21,7,66.7,46.5,11,100.0,62.3,20,0,0.0,0,5.5,34,2019-2020
Unai Simón,es ESP,23-024,90,4,1,3,100.0,1.6,9,16,56.3,23,7,34.8,38.8,9,88.9,63.4,13,0,0.0,0,10.0,34,2019-2020
Thibaut Courtois,be BEL,28-055,90,1,0,1,100.0,0.0,2,9,22.2,23,6,26.1,30.9,6,50.0,44.5,17,0,0.0,0,,34,2019-2020
Diego López,es ESP,38-245,90,2,1,1,50.0,0.2,2,6,33.3,24,7,20.8,26.1,6,16.7,23.7,5,0,0.0,0,16.0,34,2019-2020
Iván Cuéllar,es ESP,36-039,90,2,0,2,100.0,1.0,4,25,16.0,18,2,83.3,53.2,10,100.0,62.7,11,1,9.1,2,14.7,34,2019-2020
Sergio Herrera,es ESP,27-030,90,1,0,1,100.0,0.0,7,40,17.5,36,1,83.3,52.9,11,90.9,63.0,15,1,6.7,2,18.3,34,2019-2020
David Soria,es ESP,27-092,90,2,0,2,100.0,0.9,14,34,41.2,28,2,96.4,58.2,7,100.0,51.3,8,1,12.5,1,15.0,34,2019-2020
Sergio Asenjo,es ESP,31-007,90,12,4,9,66.7,3.1,2,9,22.2,21,7,38.1,34.9,6,16.7,25.3,5,1,20.0,2,22.3,34,2019-2020
Marc-André ter Stegen,de GER,28-066,90,4,1,3,75.0,1.0,7,12,58.3,43,3,25.6,27.4,4,25.0,20.8,5,0,0.0,2,17.7,34,2019-2020
Aitor Fernández,es ESP,29-064,90,3,1,2,66.7,0.4,3,9,33.3,12,2,58.3,36.1,6,33.3,32.2,13,0,0.0,0,5.0,34,2019-2020
Miguel Ángel Moyá,es ESP,36-095,90,4,1,3,75.0,1.8,4,8,50.0,26,7,11.5,25.0,5,100.0,59.8,12,0,0.0,1,14.8,34,2019-2020
Lucas Ocampos,ar ARG,25-361,1,1,0,1,100.0,0.4,0,0,,0,0,,,0,,,0,0,,0,,34,2019-2020
Tomáš Vaclík,cz CZE,31-099,89,1,,1,,0.0,8,8,100.0,25,6,28.0,29.9,12,8.3,22.5,19,,,,9.0,34,2019-2020
Marko Dmitrović,rs SRB,28-164,90,3,1,2,66.7,1.4,7,24,29.2,17,0,100.0,62.2,7,100.0,75.0,20,1,5.0,0,7.5,34,2019-2020
