Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Sergio Asenjo,es ESP,30-119,90,3,1,2,66.7,0.5,1,7,14.3,18,3,16.7,28.5,8,50.0,41.4,11,0,0.0,0,,10,2019-2020
Fernando Pacheco,es ESP,27-160,90,8,4,4,50.0,2.9,13,20,65.0,19,4,63.2,42.7,8,100.0,58.9,10,0,0.0,1,26.0,10,2019-2020
Iván Cuéllar,es ESP,35-152,90,1,0,1,100.0,0.1,11,19,57.9,16,1,81.3,55.2,7,85.7,59.7,18,0,0.0,0,9.5,10,2019-2020
Manolo Reina,es ESP,34-208,90,3,1,2,66.7,1.2,5,14,35.7,33,4,36.4,33.1,8,25.0,40.9,10,1,10.0,2,15.8,10,2019-2020
Jordi Masip,es ESP,30-296,90,3,0,3,100.0,0.6,14,31,45.2,26,3,73.1,47.8,13,92.3,60.8,22,0,0.0,0,2.0,10,2019-2020
Marko Dmitrović,rs SRB,27-275,90,4,2,2,50.0,2.1,7,14,50.0,29,10,41.4,37.5,2,100.0,64.5,6,0,0.0,2,24.7,10,2019-2020
Jan Oblak,si SVN,26-292,90,2,0,2,100.0,0.8,8,16,50.0,11,0,54.5,41.9,10,100.0,64.8,19,1,5.3,0,8.0,10,2019-2020
Unai Simón,es ESP,22-137,90,2,2,0,0.0,1.0,6,14,42.9,20,8,40.0,36.0,9,66.7,52.8,15,1,6.7,2,20.0,10,2019-2020
Rubén Blanco,es ESP,24-094,90,4,1,3,75.0,1.8,7,22,31.8,20,2,60.0,42.7,11,90.9,63.7,16,0,0.0,0,,10,2019-2020
Álex Remiro,es ESP,24-217,90,1,0,1,100.0,0.0,4,11,36.4,28,4,32.1,32.8,7,28.6,38.0,14,0,0.0,6,21.4,10,2019-2020
Rui Silva,pt POR,25-262,90,0,0,0,,0.0,11,21,52.4,31,1,41.9,36.1,10,80.0,55.6,6,0,0.0,0,16.5,10,2019-2020
Joel Robles,es ESP,29-132,90,3,1,2,66.7,0.8,2,10,20.0,28,5,21.4,29.1,5,80.0,51.0,13,1,7.7,1,22.0,10,2019-2020
Aitor Fernández,es ESP,28-177,90,3,1,2,66.7,0.8,10,17,58.8,25,3,44.0,38.0,8,75.0,52.1,18,1,5.6,5,18.8,10,2019-2020
Diego López,es ESP,37-358,90,3,0,3,100.0,0.6,5,23,21.7,21,4,71.4,45.5,10,80.0,49.4,16,3,18.8,0,4.3,10,2019-2020
Tomáš Vaclík,cz CZE,30-212,90,4,0,4,100.0,0.4,5,12,41.7,24,5,37.5,37.0,6,50.0,45.3,10,1,10.0,2,24.3,10,2019-2020
David Soria,es ESP,26-206,90,8,2,6,75.0,2.3,10,32,31.3,31,0,96.8,56.7,3,66.7,50.7,15,0,0.0,1,12.0,10,2019-2020
Rubén,es ESP,35-127,90,1,1,0,0.0,0.9,6,14,42.9,25,4,52.0,41.2,2,50.0,39.5,5,0,0.0,1,20.0,10,2019-2020
Jaume Doménech,es ESP,28-356,90,14,3,11,78.6,2.9,8,20,40.0,24,4,37.5,33.3,13,84.6,54.8,22,0,0.0,0,3.5,10,2019-2020
Fernando Pacheco,es ESP,27-164,90,3,1,2,66.7,1.6,11,22,50.0,22,4,59.1,44.4,9,100.0,60.7,6,1,16.7,0,9.0,11,2019-2020
Jan Oblak,si SVN,26-295,90,3,1,2,66.7,1.1,8,24,33.3,26,4,69.2,47.2,8,75.0,49.0,14,0,0.0,0,,11,2019-2020
