Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Aitor Fernández,es ESP,28-183,90,6,1,5,100.0,2.5,0,10,0.0,18,3,50.0,45.4,3,33.3,26.0,5,1,20.0,1,13.3,12,2019-2020
Marc-André ter Stegen,de GER,27-186,90,3,3,0,0.0,0.9,3,5,60.0,27,4,18.5,29.5,5,0.0,24.0,9,0,0.0,1,11.0,12,2019-2020
Tomáš Vaclík,cz CZE,30-218,90,4,1,2,75.0,1.9,4,12,33.3,23,2,39.1,37.6,6,50.0,40.7,9,0,0.0,0,8.0,12,2019-2020
Jan Oblak,si SVN,26-299,90,4,1,3,75.0,0.4,7,21,33.3,22,5,63.6,43.7,7,100.0,63.4,15,1,6.7,1,20.0,12,2019-2020
Thibaut Courtois,be BEL,27-175,90,3,0,3,100.0,0.6,0,5,0.0,21,5,19.0,29.3,8,12.5,27.9,6,2,33.3,2,16.0,12,2019-2020
Joel Robles,es ESP,29-138,90,7,0,7,100.0,1.1,5,23,21.7,34,3,47.1,38.9,12,58.3,46.5,19,0,0.0,0,7.3,12,2019-2020
Jordi Masip,es ESP,30-304,90,1,0,1,100.0,0.0,9,26,34.6,16,3,75.0,50.5,14,100.0,64.8,17,1,5.9,0,4.0,12,2019-2020
Fabricio,es ESP,31-307,90,6,3,3,66.7,2.3,6,14,42.9,24,6,41.7,38.0,9,44.4,40.1,7,0,0.0,0,8.3,12,2019-2020
Sergio Asenjo,es ESP,30-128,90,1,0,1,100.0,0.2,4,6,66.7,20,2,20.0,28.5,12,16.7,22.0,25,0,0.0,2,23.3,12,2019-2020
Unai Simón,es ESP,22-145,90,7,0,7,100.0,1.0,13,28,46.4,34,6,61.8,44.8,7,100.0,74.7,25,0,0.0,0,,12,2019-2020
Rubén,es ESP,35-134,90,3,2,1,66.7,1.8,9,27,33.3,28,3,71.4,46.9,8,87.5,58.4,10,0,0.0,0,3.0,12,2019-2020
Fernando Pacheco,es ESP,27-169,90,6,4,2,66.7,3.7,11,25,44.0,17,3,70.6,42.3,13,100.0,58.9,20,0,0.0,1,26.0,12,2019-2020
Rubén Blanco,es ESP,24-101,90,4,1,3,75.0,0.8,10,22,45.5,30,5,63.3,40.1,4,75.0,48.8,8,1,12.5,3,16.2,12,2019-2020
David Soria,es ESP,26-213,90,2,0,2,100.0,0.5,12,26,46.2,17,0,100.0,53.9,9,100.0,61.3,16,0,0.0,0,6.0,12,2019-2020
Iván Cuéllar,es ESP,35-160,90,4,2,2,50.0,1.4,14,26,53.8,30,6,63.3,44.3,8,87.5,60.8,10,1,10.0,3,20.8,12,2019-2020
Marko Dmitrović,rs SRB,27-283,90,5,1,4,80.0,1.2,10,20,50.0,14,2,85.7,61.8,8,100.0,72.9,17,0,0.0,0,,12,2019-2020
Rui Silva,pt POR,25-269,90,5,2,3,60.0,1.2,4,24,16.7,27,5,63.0,44.5,7,100.0,64.7,18,1,5.6,1,13.6,12,2019-2020
Álex Remiro,es ESP,24-224,90,3,1,2,66.7,0.6,6,10,60.0,45,1,20.0,28.9,6,16.7,25.2,17,0,0.0,0,9.5,12,2019-2020
Álex Remiro,es ESP,24-229,90,2,1,1,50.0,0.7,11,20,55.0,32,1,50.0,40.2,4,100.0,61.5,10,0,0.0,3,24.5,13,2019-2020
Iván Cuéllar,es ESP,35-165,90,5,1,4,80.0,1.9,6,16,37.5,14,2,85.7,58.6,4,100.0,70.5,19,2,10.5,0,8.2,13,2019-2020
