player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Joselu,9,es ESP,FW,30-114,90,20,35,57.1,189,24,13,20,65.0,3,5,60.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,38,2019-2020
Lucas Pérez,7,es ESP,FW,31-313,45,15,17,88.2,266,83,10,10,100.0,3,3,100.0,2,3,66.7,0,0.0,0.0,1,2,0,0,3,38,2019-2020
   Pere Pons,20,es ESP,CM,27-150,45,14,16,87.5,200,47,8,8,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,1,0,2,38,2019-2020
Oliver Burke,24,sct SCO,LM,23-103,45,7,14,50.0,68,6,6,9,66.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,38,2019-2020
   Luis Rioja,11,es ESP,LM,26-277,45,12,17,70.6,134,41,8,9,88.9,3,4,75.0,0,1,0.0,0,0.0,0.2,0,0,0,0,1,38,2019-2020
Manu García,19,es ESP,"CM,DM",34-084,58,22,22,100.0,420,133,10,10,100.0,9,9,100.0,2,2,100.0,0,0.0,0.0,1,1,1,0,4,38,2019-2020
   Ljubomir Fejsa,15,rs SRB,DM,31-340,32,15,16,93.8,342,94,3,3,100.0,10,11,90.9,2,2,100.0,0,0.0,0.0,0,0,0,0,1,38,2019-2020
Víctor Camarasa,10,es ESP,CM,26-052,64,34,40,85.0,709,124,13,15,86.7,15,15,100.0,5,9,55.6,0,0.0,0.0,0,2,0,0,3,38,2019-2020
   Abdallahi Mahmoud,36,mr MTN,CM,20-076,26,4,4,100.0,41,8,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,38,2019-2020
Édgar Méndez,16,es ESP,RM,30-199,90,20,26,76.9,204,34,12,14,85.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,38,2019-2020
