Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Roberto,es ESP,34-160,90,8,5,3,37.5,4.5,7,21,33.3,23,3,65.2,45.2,7,85.7,63.7,5,0,0.0,0,12.8,38,2019-2020
Neto,br BRA,31-000,90,0,0,0,,0.0,2,3,66.7,16,2,12.5,22.6,6,16.7,24.0,8,0,0.0,2,20.7,38,2019-2020
Churripi,es ESP,26-077,90,3,0,3,100.0,0.5,4,22,18.2,16,1,81.3,52.3,9,100.0,70.0,22,2,9.1,0,6.0,38,2019-2020
Daniel Martín,es ESP,22-011,90,4,2,2,50.0,1.0,3,6,50.0,15,6,40.0,30.4,7,0.0,16.3,9,0,0.0,4,24.3,38,2019-2020
Andrés Fernández,es ESP,33-215,90,3,0,3,100.0,0.2,3,8,37.5,42,3,11.9,24.3,13,23.1,25.8,18,2,11.1,0,11.3,38,2019-2020
Yoel,es ESP,31-326,90,5,4,1,20.0,3.7,8,23,34.8,18,1,83.3,60.3,8,100.0,70.3,9,0,0.0,1,16.5,38,2019-2020
Yassine Bounou,ma MAR,29-105,90,2,0,2,100.0,0.5,3,10,30.0,19,2,26.3,30.1,9,55.6,42.2,14,1,7.1,1,16.8,38,2019-2020
Jaume Doménech,es ESP,29-257,90,4,1,3,75.0,0.9,8,20,40.0,21,5,42.9,37.1,13,84.6,58.4,19,3,15.8,0,9.8,38,2019-2020
Jan Oblak,si SVN,27-194,90,3,1,3,66.7,0.6,7,22,31.8,24,3,62.5,45.5,8,87.5,56.8,17,0,0.0,0,18.0,38,2019-2020
Miguel Ángel Moyá,es ESP,36-108,90,3,1,2,66.7,2.1,2,3,66.7,28,6,10.7,26.5,5,0.0,22.0,9,0,0.0,4,30.8,38,2019-2020
Koke Vegas,es ESP,24-296,90,4,0,4,100.0,0.3,5,8,62.5,16,7,31.3,32.4,12,25.0,24.8,23,0,0.0,0,7.7,38,2019-2020
David Soria,es ESP,27-106,90,5,1,4,80.0,1.4,11,31,35.5,20,0,90.0,56.4,13,100.0,62.5,18,1,5.6,3,23.8,38,2019-2020
Rui Silva,pt POR,26-163,90,3,0,3,100.0,0.5,16,28,57.1,23,2,65.2,49.8,13,100.0,66.6,17,1,5.9,1,12.0,38,2019-2020
Iago Herrerín,es ESP,32-176,90,6,4,2,33.3,2.0,6,14,42.9,29,4,31.0,31.7,8,62.5,49.9,6,0,0.0,0,14.0,38,2019-2020
Iván Cuéllar,es ESP,36-053,90,4,2,2,50.0,1.1,6,21,28.6,25,8,64.0,42.9,6,83.3,69.7,8,1,12.5,2,23.7,38,2019-2020
Alphonse Areola,fr FRA,27-143,90,7,2,5,71.4,0.7,2,7,28.6,30,10,10.0,25.9,10,40.0,36.9,15,0,0.0,0,11.5,38,2019-2020
Rubén,es ESP,36-027,90,4,2,2,50.0,0.9,9,24,37.5,21,5,66.7,47.9,11,90.9,61.7,19,0,0.0,1,13.0,38,2019-2020
Miquel Parera,es ESP,24-062,90,5,2,3,60.0,0.6,6,12,50.0,21,3,47.6,37.6,4,50.0,57.0,12,0,0.0,0,,38,2019-2020
Oier Olazábal,es ESP,30-309,90,3,0,3,100.0,0.5,5,15,33.3,26,8,34.6,35.1,9,66.7,46.8,14,1,7.1,0,6.0,38,2019-2020
Iván Villar,es ESP,23-010,90,1,0,1,100.0,0.1,1,6,16.7,23,4,17.4,24.3,8,25.0,26.1,11,0,0.0,1,11.8,38,2019-2020
