Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rubén Blanco,es ESP,24-212,90,2,0,2,100.0,0.3,4,24,16.7,20,1,70.0,44.5,11,90.9,62.7,32,2,6.3,1,10.3,25,2019-2020
Juan Soriano,es ESP,22-183,90,1,1,0,0.0,0.6,1,7,14.3,15,6,40.0,40.4,4,25.0,52.8,5,0,0.0,0,,25,2019-2020
Marc-André ter Stegen,de GER,27-298,90,5,0,5,100.0,0.9,5,12,41.7,59,10,18.6,24.1,5,20.0,25.2,11,0,0.0,0,13.0,25,2019-2020
Marko Dmitrović,rs SRB,28-029,90,11,5,6,54.5,5.3,4,16,25.0,19,1,73.7,52.5,2,100.0,63.0,4,0,0.0,1,13.7,25,2019-2020
Álex Remiro,es ESP,24-335,90,1,0,1,100.0,0.0,7,18,38.9,22,1,59.1,42.9,5,100.0,61.6,17,1,5.9,3,18.1,25,2019-2020
Jaume Doménech,es ESP,29-109,90,7,3,4,57.1,1.9,4,10,40.0,30,6,26.7,29.7,5,40.0,35.4,14,0,0.0,2,17.5,25,2019-2020
Aitor Fernández,es ESP,28-295,90,7,0,7,100.0,0.6,10,26,38.5,33,4,66.7,47.5,6,66.7,44.5,24,1,4.2,1,11.8,25,2019-2020
Thibaut Courtois,be BEL,27-287,90,2,1,1,50.0,0.3,1,6,16.7,20,9,25.0,31.9,1,100.0,63.0,14,0,0.0,0,6.0,25,2019-2020
Sergio Herrera,es ESP,26-263,90,4,3,1,25.0,1.2,15,29,51.7,31,3,74.2,51.0,6,100.0,67.2,3,1,33.3,4,20.8,25,2019-2020
Rui Silva,pt POR,26-016,90,1,0,1,100.0,0.1,12,36,33.3,28,0,92.9,57.6,12,83.3,54.6,21,0,0.0,4,16.5,25,2019-2020
Fernando Pacheco,es ESP,27-281,90,4,1,3,75.0,0.8,13,27,48.1,24,7,66.7,45.5,12,91.7,58.0,20,1,5.0,0,12.3,25,2019-2020
Unai Simón,es ESP,22-257,90,4,2,2,75.0,2.7,4,9,44.4,18,5,44.4,36.9,1,100.0,64.0,9,1,11.1,0,12.0,25,2019-2020
Jordi Masip,es ESP,31-051,90,2,1,1,100.0,1.2,4,8,50.0,15,4,33.3,32.6,9,33.3,36.7,8,0,0.0,1,16.5,25,2019-2020
Diego López,es ESP,38-112,90,6,2,4,66.7,1.2,8,26,30.8,14,2,78.6,50.5,18,83.3,58.2,23,2,8.7,0,7.5,25,2019-2020
David Soria,es ESP,26-325,90,5,3,2,40.0,3.0,14,21,66.7,17,2,82.4,53.4,7,100.0,56.9,13,0,0.0,1,17.0,25,2019-2020
Tomáš Vaclík,cz CZE,30-331,45,1,,1,,0.2,3,13,23.1,15,1,53.3,40.7,6,83.3,52.0,12,,,,,25,2019-2020
Yassine Bounou,ma MAR,28-324,45,1,0,1,100.0,0.3,6,12,50.0,7,0,85.7,53.6,6,100.0,59.2,10,0,0.0,0,10.0,25,2019-2020
Jan Oblak,si SVN,27-047,90,4,1,3,75.0,0.8,6,12,50.0,17,3,41.2,33.1,7,71.4,49.4,7,0,0.0,0,10.0,25,2019-2020
Sergio Asenjo,es ESP,30-240,90,9,3,6,66.7,2.1,7,11,63.6,41,8,24.4,31.3,3,33.3,29.3,19,0,0.0,1,25.5,25,2019-2020
Álex Remiro,es ESP,24-341,90,1,0,1,100.0,0.3,6,12,50.0,22,3,31.8,30.7,5,100.0,63.4,16,2,12.5,4,16.4,26,2019-2020
Jordi Masip,es ESP,31-056,90,4,1,3,75.0,0.9,3,18,16.7,18,6,66.7,40.7,9,66.7,50.0,15,0,0.0,0,6.3,26,2019-2020
