player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sergi Enrich,9,es ESP,FW,29-297,72,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,18,2019-2020
   Quique,7,es ESP,FW,29-218,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Kiké,17,es ESP,FW,30-025,36,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,2019-2020
   Charles,19,br BRA,FW,35-260,54,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,0,0,18,2019-2020
Takashi Inui,22,jp JPN,LM,31-201,90,1,0,1,0,0,1,2,50.0,1,3,0,3,1,2,1,0,18,2019-2020
Edu Expósito,10,es ESP,CM,23-141,90,2,0,0,1,1,0,0,,0,3,2,1,1,3,1,0,18,2019-2020
Gonzalo Escalante,5,ar ARG,CM,26-268,83,2,2,0,0,2,2,3,66.7,1,1,1,0,1,3,2,0,18,2019-2020
   Papakouli Diop,8,sn SEN,CM,33-276,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Pedro León,21,es ESP,RM,33-026,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,0,0,18,2019-2020
José Ángel,15,es ESP,LB,30-106,90,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,2,0,18,2019-2020
Pedro Bigas,3,es ESP,CB,29-096,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,10,0,18,2019-2020
Paulo Oliveira,12,pt POR,CB,27-346,90,1,0,1,0,0,0,0,,0,1,1,0,3,4,8,0,18,2019-2020
Álvaro Tejero,24,es ESP,RB,23-153,90,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,4,0,18,2019-2020
Marko Dmitrović,1,rs SRB,GK,27-330,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Roberto Soldado,9,es ESP,FW,34-207,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Antonio Puertas,10,es ESP,"LW,WB",27-302,75,2,2,1,0,1,1,5,20.0,4,3,1,2,0,2,3,0,18,2019-2020
   Álex Martínez,3,es ESP,WB,29-130,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Álvaro Vadillo,7,es ESP,RW,25-099,55,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
   Darwin Machís,23,ve VEN,WB,26-316,35,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2019-2020
Carlos Fernández,24,es ESP,AM,23-212,90,3,1,1,1,1,0,3,0.0,3,3,1,2,0,3,1,0,18,2019-2020
Maxime Gonalons,4,fr FRA,"DM,CM",30-285,90,5,3,4,1,0,2,3,66.7,1,0,0,0,4,9,2,0,18,2019-2020
Yan Brice Eteki,8,cm CMR,"DM,CM",22-116,90,5,4,0,4,1,1,1,100.0,0,0,0,0,0,5,0,0,18,2019-2020
Carlos Neva,15,es ESP,LB,23-191,55,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,1,0,18,2019-2020
   Adrián Ramos,20,co COL,FW,33-332,35,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
José Martínez,5,es ESP,CB,26-311,90,1,1,0,1,0,0,2,0.0,2,0,0,0,6,7,6,0,18,2019-2020
Domingos Duarte,22,pt POR,CB,24-285,90,1,0,1,0,0,0,0,,0,1,0,1,1,2,6,1,18,2019-2020
Víctor Díaz,16,es ESP,"RB,CB",31-191,90,3,2,0,3,0,1,2,50.0,1,0,0,0,0,3,4,0,18,2019-2020
Rui Silva,1,pt POR,GK,25-316,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2019-2020
Ante Budimir,22,hr CRO,FW,28-152,68,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2019-2020
   Pablo Chavarría,19,ar ARG,FW,31-353,22,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2019-2020
Dani Rodríguez,14,es ESP,"FW,CM",31-198,90,0,0,0,0,0,0,5,0.0,5,0,0,0,4,4,2,0,18,2019-2020
Lago Junior,11,ci CIV,LM,28-355,90,1,1,0,0,1,0,1,0.0,1,1,0,1,1,2,0,0,18,2019-2020
Salva Sevilla,8,es ESP,CM,35-278,56,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,18,2019-2020
   Cucho,29,co COL,FW,20-245,34,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,18,2019-2020
Iddrisu Baba,12,gh GHA,CM,23-333,77,4,4,1,2,1,2,3,66.7,1,0,0,0,3,7,0,0,18,2019-2020
   Aleix Febas,23,es ESP,CM,23-322,13,2,1,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,18,2019-2020
Takefusa Kubo,26,jp JPN,RM,18-200,90,1,0,1,0,0,1,4,25.0,3,0,0,0,3,4,0,0,18,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-128,90,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,2,0,18,2019-2020
Martin Valjent,24,sk SVK,CB,24-010,90,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,4,0,18,2019-2020
Aleksandar Sedlar,20,rs SRB,CB,28-008,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,4,0,18,2019-2020
Fran Gámez,15,es ESP,RB,28-147,90,5,1,2,3,0,2,4,50.0,2,2,0,2,4,9,2,0,18,2019-2020
Manolo Reina,1,es ESP,GK,34-264,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,18,2019-2020
Luuk de Jong,19,nl NED,FW,29-116,65,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2019-2020
   Jules Koundé,12,fr FRA,"RB,FW",21-039,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2019-2020
Lucas Ocampos,5,ar ARG,LW,25-163,89,2,1,0,2,0,0,2,0.0,2,1,0,1,2,4,1,0,18,2019-2020
   Nemanja Gudelj,17,rs SRB,DM,28-035,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2019-2020
Munir El Haddadi,11,ma MAR,"RW,FW",24-111,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,18,2019-2020
