player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Enes Ünal,9,tr TUR,FW,22-238,90,25,25,0,0,0,0,1,0,0,0,0,0,16,0,0,19,2019-2020
Sergi Guardiola,7,es ESP,"FW,RW",28-219,90,29,26,3,0,0,0,3,0,0,0,0,0,21,0,1,19,2019-2020
Toni Villa,19,es ESP,LM,24-361,57,33,32,0,0,0,1,3,0,0,0,0,0,24,1,0,19,2019-2020
   Sandro Ramírez,20,es ESP,LW,24-178,33,10,10,0,0,0,0,1,0,0,0,0,0,6,0,0,19,2019-2020
Joaquín Fernández,24,es ESP,"CM,CB",23-217,90,66,64,2,2,0,0,0,0,0,0,0,0,55,0,0,19,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-247,90,100,93,7,6,0,1,2,0,1,1,0,0,86,0,2,19,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-326,90,43,41,1,1,0,0,3,0,0,0,0,0,31,1,1,19,2019-2020
Javi Moyano,17,es ESP,LB,33-314,58,47,38,9,0,0,0,0,9,0,0,0,0,38,0,0,19,2019-2020
   Míchel,21,es ESP,CM,31-158,32,40,37,3,0,1,0,4,0,3,2,1,0,29,0,0,19,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-261,90,52,50,2,0,0,0,1,2,0,0,0,0,44,0,0,19,2019-2020
Kiko Olivas,4,es ESP,CB,31-135,90,51,48,3,3,0,1,0,0,0,0,0,0,47,0,0,19,2019-2020
Antoñito,18,es ESP,"RB,RM",32-010,89,65,51,13,1,0,0,7,12,0,0,0,0,44,1,2,19,2019-2020
   Pablo Hervías,11,es ESP,RM,26-301,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,2019-2020
Jordi Masip,1,es ESP,GK,31-000,90,23,10,13,1,0,0,0,0,0,0,0,0,15,0,0,19,2019-2020
Youssef En-Nesyri,26,ma MAR,"FW,RW",22-216,90,21,21,0,0,0,0,1,0,0,0,0,0,15,0,1,19,2019-2020
