playerId,tid,tp,mins,g,ga,oaa,pae,pw,ps,s,ec,og,gc,yc,syc,rc,tsa,wc,br,pla,pc,pid,avg,Temporada,Jornada
663,13,1,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,1.0,2020,3
690,19,1,90,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,10,0,2,1.0,2020,3
691,10,1,30,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1,4,0,4,1.0,2020,3
728,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1.0,2020,3
731,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1.0,2020,3
766,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1.0,2020,3
801,162,1,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,10,0,2,1.0,2020,3
808,162,1,90,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,6,7,0,2,1.0,2020,3
814,162,1,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,4,1.0,2020,3
838,7,1,90,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,4,7,0,2,1.0,2020,3
841,7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,1.0,2020,3
850,13,1,90,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,12,0,2,1.0,2020,3
852,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1.0,2020,3
873,13,1,29,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,3,5,0,3,1.0,2020,3
888,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,1.0,2020,3
911,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,2020,3
920,13,1,29,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,3,1.0,2020,3
924,7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1.0,2020,3
963,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.0,2020,3
984,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1.0,2020,3
71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
135,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
146,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
179,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
209,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
212,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
224,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
231,15,0,90,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,7,16,0,2,0.0,2020,3
236,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
245,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
247,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
253,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
277,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
282,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
288,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
307,20,0,45,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,7,0,3,0.0,2020,3
314,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
341,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
366,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
367,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
368,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
389,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
540,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
557,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
566,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
583,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
592,10,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,3,0.0,2020,3
597,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
608,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
638,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
642,13,0,90,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,13,0,2,0.0,2020,3
648,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
649,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
650,13,0,90,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,6,20,0,2,0.0,2020,3
651,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
661,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
669,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
674,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
679,10,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0.0,2020,3
700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
705,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
736,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
739,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
742,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
743,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
750,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
751,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
754,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
757,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
776,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
783,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
788,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
789,20,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,4,0.0,2020,3
792,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
804,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
806,162,0,90,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,4,8,0,2,0.0,2020,3
807,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
815,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
818,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
821,162,0,19,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,3,0.0,2020,3
824,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
826,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
827,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
858,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
859,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
877,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
880,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
882,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
885,10,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,4,0.0,2020,3
887,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
901,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
908,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
909,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
921,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
923,7,0,87,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,10,0,3,0.0,2020,3
939,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
941,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
954,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
959,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
962,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
969,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
973,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
974,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2020,3
977,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
980,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
981,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2020,3
982,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
983,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
986,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2020,3
988,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2020,3
88,19,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1.0,2020,3
601,10,-1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,-1.0,2020,3
606,10,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.0,2020,3
653,20,-1,90,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,10,22,0,2,-1.0,2020,3
906,27,-1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,26,0,2,-1.0,2020,3
121,5,-2,90,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,6,10,1,2,-2.0,2020,3
234,10,-2,90,0,0,0,0,0,0,0,5,0,6,0,0,0,0,2,4,9,0,2,-2.0,2020,3
356,20,-2,84,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,14,0,4,-2.0,2020,3
574,20,-2,84,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,7,0,2,-2.0,2020,3
805,162,-2,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,-2.0,2020,3
952,7,-2,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,3,-2.0,2020,3
343,20,-3,90,0,0,0,1,0,0,0,1,0,4,0,0,0,0,3,6,12,1,2,-3.0,2020,3
718,20,-3,90,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,8,4,0,2,-3.0,2020,3
593,10,-5,90,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,7,24,0,2,-5.0,2020,3
660,5,-5,67,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,6,11,0,2,-5.0,2020,3
673,10,-5,84,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,5,11,1,2,-5.0,2020,3
768,10,-5,90,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,6,19,0,2,-5.0,2020,3
97,4,15,90,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,6,0,2,15.0,2020,4
202,9,15,73,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,8,0,4,15.0,2020,4
387,9,14,90,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,18,0,3,14.0,2020,4
789,20,14,84,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,10,0,4,14.0,2020,4
926,9,14,62,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,4,14.0,2020,4
284,17,13,90,0,1,1,4,0,0,0,0,0,0,1,0,0,0,1,11,17,0,2,13.0,2020,4
230,15,12,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,8,4,0,1,12.0,2020,4
298,18,11,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,15,0,1,11.0,2020,4
684,9,11,86,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,5,14,0,2,11.0,2020,4
732,4,11,72,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,12,0,4,11.0,2020,4
924,7,11,83,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,20,0,4,11.0,2020,4
930,10,11,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,9,0,4,11.0,2020,4
947,162,11,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,15,29,0,1,11.0,2020,4
343,20,10,90,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,4,9,0,2,10.0,2020,4
356,20,10,83,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,5,22,0,4,10.0,2020,4
544,4,10,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,3,10.0,2020,4
844,7,10,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,16,21,0,1,10.0,2020,4
876,18,10,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,6,0,2,10.0,2020,4
904,4,10,72,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,10,0,3,10.0,2020,4
916,63,10,90,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,8,16,0,2,10.0,2020,4
114,4,9,90,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,8,13,0,1,9.0,2020,4
160,18,9,89,1,0,0,0,0,0,0,3,0,0,1,0,0,2,0,2,12,0,4,9.0,2020,4
192,9,9,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,13,15,0,2,9.0,2020,4
233,15,9,90,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4,1,0,2,9.0,2020,4
240,15,9,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,9,11,0,3,9.0,2020,4
268,16,9,67,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,7,11,0,3,9.0,2020,4
302,18,9,90,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,15,0,2,9.0,2020,4
606,10,9,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,8,0,3,9.0,2020,4
691,10,9,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,14,0,4,9.0,2020,4
805,162,9,90,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,4,0,2,9.0,2020,4
808,162,9,90,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,11,0,2,9.0,2020,4
831,63,9,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,10,9,0,3,9.0,2020,4
843,7,9,90,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,11,0,2,9.0,2020,4
53,2,8,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,0,1,8.0,2020,4
235,15,8,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,8,0,2,8.0,2020,4
247,15,8,32,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,8,0,4,8.0,2020,4
296,17,8,86,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,8,0,3,8.0,2020,4
340,63,8,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,16,0,1,8.0,2020,4
599,10,8,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,7,17,0,1,8.0,2020,4
673,10,8,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,14,0,2,8.0,2020,4
680,20,8,83,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,2,9,0,3,8.0,2020,4
794,21,8,75,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,5,16,0,3,8.0,2020,4
809,162,8,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,4,0,2,8.0,2020,4
851,7,8,90,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,9,0,2,8.0,2020,4
872,10,8,65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,9,11,0,3,8.0,2020,4
95,4,7,90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,6,9,0,2,7.0,2020,4
184,9,7,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,21,0,1,7.0,2020,4
197,9,7,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,7,0,3,7.0,2020,4
215,11,7,90,0,0,0,2,0,0,0,1,0,1,0,0,0,0,5,7,17,0,3,7.0,2020,4
243,15,7,90,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,7,0,3,7.0,2020,4
304,18,7,90,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,12,15,0,2,7.0,2020,4
415,17,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,7.0,2020,4
537,2,7,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,9,0,2,7.0,2020,4
541,2,7,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,12,0,4,7.0,2020,4
566,17,7,90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,6,0,2,7.0,2020,4
601,10,7,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,10,0,2,7.0,2020,4
669,17,7,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,7,6,0,3,7.0,2020,4
710,9,7,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,7,0,2,7.0,2020,4
728,11,7,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,3,7.0,2020,4
734,17,7,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,1,7.0,2020,4
828,63,7,90,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,15,17,0,2,7.0,2020,4
829,63,7,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,2,7.0,2020,4
832,63,7,82,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,7,20,0,4,7.0,2020,4
833,63,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,0,3,7.0,2020,4
838,7,7,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,0,2,7.0,2020,4
107,4,6,90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,14,10,0,3,6.0,2020,4
193,9,6,86,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,8,15,0,3,6.0,2020,4
217,11,6,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,0,3,6.0,2020,4
274,16,6,90,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,7,5,0,1,6.0,2020,4
300,18,6,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,2,6.0,2020,4
310,20,6,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,13,0,3,6.0,2020,4
539,2,6,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,17,0,2,6.0,2020,4
564,17,6,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,7,0,2,6.0,2020,4
597,10,6,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,0,2,6.0,2020,4
676,2,6,90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,9,18,0,2,6.0,2020,4
742,18,6,90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,10,0,2,6.0,2020,4
817,162,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,3,6.0,2020,4
821,162,6,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,0,3,6.0,2020,4
830,63,6,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,7,0,2,6.0,2020,4
846,7,6,90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,9,14,0,3,6.0,2020,4
864,162,6,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,3,6.0,2020,4
879,19,6,63,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,6.0,2020,4
889,16,6,67,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,2,0,3,6.0,2020,4
892,21,6,66,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,5,14,0,4,6.0,2020,4
915,63,6,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,5,0,3,6.0,2020,4
922,7,6,90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,8,11,0,4,6.0,2020,4
984,21,6,66,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,10,11,0,4,6.0,2020,4
67,2,5,61,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,11,0,3,5.0,2020,4
94,4,5,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,16,0,2,5.0,2020,4
111,4,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,19,0,4,5.0,2020,4
131,5,5,90,0,0,0,1,0,0,0,0,0,3,0,0,0,1,6,11,19,0,3,5.0,2020,4
166,2,5,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,12,0,2,5.0,2020,4
187,9,5,73,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,15,0,2,5.0,2020,4
190,9,5,90,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,5,11,0,2,5.0,2020,4
216,11,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,13,0,3,5.0,2020,4
228,11,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,5.0,2020,4
232,15,5,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,14,0,2,5.0,2020,4
244,15,5,90,0,0,0,1,0,0,0,3,0,0,1,0,0,1,1,6,17,0,3,5.0,2020,4
250,15,5,87,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,10,0,4,5.0,2020,4
294,17,5,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,5.0,2020,4
309,18,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0,3,5.0,2020,4
311,2,5,90,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,5,0,3,5.0,2020,4
379,27,5,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,6,0,1,5.0,2020,4
390,27,5,90,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,5,15,0,3,5.0,2020,4
547,6,5,90,0,0,0,2,0,0,0,1,0,3,0,0,0,0,4,9,21,0,3,5.0,2020,4
561,16,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,4,5.0,2020,4
565,17,5,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,4,5.0,2020,4
572,19,5,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,3,5.0,2020,4
653,20,5,77,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,7,0,2,5.0,2020,4
688,10,5,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,19,0,3,5.0,2020,4
705,19,5,74,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,7,0,3,5.0,2020,4
718,20,5,90,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,5,10,0,2,5.0,2020,4
778,19,5,90,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,7,17,0,1,5.0,2020,4
793,2,5,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,7,0,3,5.0,2020,4
801,162,5,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,8,0,2,5.0,2020,4
813,162,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,17,0,4,5.0,2020,4
845,7,5,90,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,11,25,0,4,5.0,2020,4
