playerId,tid,tp,mins,g,ga,oaa,pae,pw,ps,s,ec,og,gc,yc,syc,rc,tsa,wc,br,pla,pc,pid,avg,Temporada,Jornada
58,2,6,90,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,12,0,3,6.0,2020,10
62,2,6,90,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,4,6,0,3,6.0,2020,10
99,4,6,90,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,12,6,0,2,6.0,2020,10
111,4,6,90,0,0,1,3,0,0,0,0,0,1,0,0,0,1,4,1,23,0,4,6.0,2020,10
112,4,6,90,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,8,15,0,4,6.0,2020,10
166,2,6,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,16,0,2,6.0,2020,10
235,15,6,90,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,4,0,2,6.0,2020,10
258,16,6,90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,12,0,2,6.0,2020,10
294,17,6,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,4,6.0,2020,10
312,18,6,90,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,9,0,4,6.0,2020,10
381,27,6,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,13,0,2,6.0,2020,10
384,27,6,90,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,14,28,0,2,6.0,2020,10
390,27,6,62,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,9,0,3,6.0,2020,10
394,27,6,88,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,2,12,0,4,6.0,2020,10
567,17,6,81,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,1,21,0,4,6.0,2020,10
585,27,6,90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8,23,0,2,6.0,2020,10
691,10,6,90,0,0,0,4,0,0,0,1,0,3,0,0,0,2,2,7,18,0,4,6.0,2020,10
806,162,6,90,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,6,3,0,2,6.0,2020,10
832,63,6,86,0,0,0,2,0,0,0,1,0,1,0,0,0,2,1,13,22,0,4,6.0,2020,10
947,162,6,90,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,10,15,0,1,6.0,2020,10
953,7,6,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,11,12,0,3,6.0,2020,10
92,3,5,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,12,0,3,5.0,2020,10
97,4,5,89,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,7,7,0,2,5.0,2020,10
102,17,5,90,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,6,12,0,3,5.0,2020,10
187,9,5,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,21,0,2,5.0,2020,10
190,9,5,90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,6,19,0,2,5.0,2020,10
193,9,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,0,3,5.0,2020,10
264,16,5,84,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,8,0,4,5.0,2020,10
270,16,5,89,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,9,0,3,5.0,2020,10
271,16,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,20,0,3,5.0,2020,10
284,17,5,90,0,1,1,3,0,0,0,0,0,2,1,0,0,0,2,3,21,0,2,5.0,2020,10
321,19,5,90,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,9,18,0,1,5.0,2020,10
329,19,5,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,6,19,0,3,5.0,2020,10
350,20,5,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,3,5.0,2020,10
541,2,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,0,4,5.0,2020,10
574,20,5,90,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,7,0,2,5.0,2020,10
653,20,5,29,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,6,0,2,5.0,2020,10
684,9,5,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,2,5.0,2020,10
731,9,5,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,24,0,3,5.0,2020,10
788,9,5,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,9,0,2,5.0,2020,10
827,63,5,90,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,8,11,0,2,5.0,2020,10
828,63,5,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,6,12,0,2,5.0,2020,10
838,7,5,90,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,9,5,0,2,5.0,2020,10
846,7,5,90,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,6,16,0,3,5.0,2020,10
853,10,5,90,0,0,0,2,0,0,0,1,0,3,0,0,0,0,3,10,19,0,3,5.0,2020,10
878,19,5,90,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,14,0,2,5.0,2020,10
880,3,5,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,11,0,3,5.0,2020,10
911,27,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,4,5.0,2020,10
919,11,5,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,7,0,3,5.0,2020,10
923,7,5,79,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,10,11,0,3,5.0,2020,10
94,4,4,90,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,9,13,0,2,4.0,2020,10
95,4,4,62,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,4,0,2,4.0,2020,10
211,11,4,81,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,9,0,2,4.0,2020,10
213,11,4,90,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,7,0,2,4.0,2020,10
236,15,4,90,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,5,0,2,4.0,2020,10
265,16,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,4.0,2020,10
306,18,4,32,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,5,0,3,4.0,2020,10
324,19,4,90,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,8,0,2,4.0,2020,10
330,19,4,76,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,8,0,3,4.0,2020,10
340,63,4,90,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,9,25,0,1,4.0,2020,10
343,20,4,89,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,5,0,2,4.0,2020,10
353,20,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,0,3,4.0,2020,10
393,27,4,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,16,0,3,4.0,2020,10
544,4,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,3,4.0,2020,10
555,15,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,4,4.0,2020,10
637,13,4,45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,6,0,3,4.0,2020,10
649,13,4,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11,12,0,2,4.0,2020,10
655,13,4,90,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,9,14,0,3,4.0,2020,10
680,20,4,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,0,3,4.0,2020,10
704,21,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,0,4,4.0,2020,10
718,20,4,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,4,0,2,4.0,2020,10
817,162,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,13,0,3,4.0,2020,10
818,162,4,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,5,0,3,4.0,2020,10
822,162,4,72,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5,13,0,4,4.0,2020,10
831,63,4,90,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,13,11,0,3,4.0,2020,10
833,63,4,86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,8,14,0,3,4.0,2020,10
876,18,4,90,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,7,10,1,2,4.0,2020,10
879,19,4,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,11,0,3,4.0,2020,10
887,11,4,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,6,0,2,4.0,2020,10
905,5,4,90,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,12,6,0,1,4.0,2020,10
916,63,4,90,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,14,0,2,4.0,2020,10
926,9,4,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,18,0,4,4.0,2020,10
989,21,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,3,4.0,2020,10
93,4,3,90,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,1,0,1,3.0,2020,10
128,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3.0,2020,10
217,11,3,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,0,3,3.0,2020,10
246,15,3,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,5,0,3,3.0,2020,10
277,17,3,90,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,3,7,0,1,3.0,2020,10
310,20,3,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,8,0,3,3.0,2020,10
313,6,3,90,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,4,6,0,4,3.0,2020,10
323,19,3,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,14,0,2,3.0,2020,10
339,20,3,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,1,3.0,2020,10
344,20,3,61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,14,0,2,3.0,2020,10
357,20,3,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,4,3.0,2020,10
371,21,3,90,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,5,0,2,3.0,2020,10
374,21,3,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,0,3,3.0,2020,10
387,9,3,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20,0,3,3.0,2020,10
395,27,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3.0,2020,10
553,11,3,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,10,0,2,3.0,2020,10
559,15,3,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,9,17,0,2,3.0,2020,10
654,13,3,45,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,6,0,3,3.0,2020,10
729,13,3,90,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,11,24,0,3,3.0,2020,10
751,13,3,78,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,6,16,0,2,3.0,2020,10
768,10,3,90,0,1,1,1,0,0,0,2,0,3,0,0,0,0,1,4,21,0,2,3.0,2020,10
805,162,3,90,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,8,0,2,3.0,2020,10
842,7,3,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,18,0,4,3.0,2020,10
864,162,3,72,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,12,0,3,3.0,2020,10
875,18,3,90,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,5,12,0,3,3.0,2020,10
888,11,3,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,8,0,4,3.0,2020,10
896,3,3,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,9,0,4,3.0,2020,10
913,18,3,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,8,0,3,3.0,2020,10
915,63,3,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,7,13,0,3,3.0,2020,10
955,7,3,90,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,7,0,2,3.0,2020,10
958,7,3,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,8,0,2,3.0,2020,10
961,162,3,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,10,0,3,3.0,2020,10
86,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,2020,10
124,5,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,0,3,2.0,2020,10
133,5,2,29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,2.0,2020,10
138,6,2,90,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,10,0,1,2.0,2020,10
179,5,2,28,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,5,0,4,2.0,2020,10
200,9,2,90,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,13,0,4,2.0,2020,10
202,9,2,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,7,0,4,2.0,2020,10
222,11,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2.0,2020,10
230,15,2,90,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,5,1,1,2.0,2020,10
238,15,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,3,2.0,2020,10
242,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2.0,2020,10
245,15,2,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,20,0,3,2.0,2020,10
247,15,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10,0,4,2.0,2020,10
275,16,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,2.0,2020,10
296,17,2,81,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,4,12,0,3,2.0,2020,10
301,18,2,90,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,2,0,2,2.0,2020,10
302,18,2,89,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,6,13,0,2,2.0,2020,10
332,19,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,2.0,2020,10
348,20,2,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,12,0,3,2.0,2020,10
362,21,2,90,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,7,15,0,1,2.0,2020,10
365,21,2,90,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,10,0,2,2.0,2020,10
564,17,2,90,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,5,4,0,2,2.0,2020,10
565,17,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2.0,2020,10
572,19,2,77,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,5,0,3,2.0,2020,10
581,21,2,90,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,13,0,4,2.0,2020,10
606,10,2,80,0,0,1,3,0,0,0,2,0,2,1,0,0,0,0,4,11,0,3,2.0,2020,10
642,13,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2.0,2020,10
652,13,2,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,21,0,4,2.0,2020,10
663,13,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,4,2.0,2020,10
665,6,2,41,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,4,0,2,2.0,2020,10
666,4,2,83,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,6,0,4,2.0,2020,10
674,10,2,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,4,2.0,2020,10
675,17,2,68,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,11,0,3,2.0,2020,10
690,19,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2020,10
695,13,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2.0,2020,10
766,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2.0,2020,10
775,5,2,90,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,10,15,0,3,2.0,2020,10
801,162,2,90,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,16,0,2,2.0,2020,10
807,162,2,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,2.0,2020,10
812,162,2,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,4,2.0,2020,10
814,162,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2.0,2020,10
815,162,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,0,3,2.0,2020,10
825,63,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2.0,2020,10
830,63,2,90,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,9,10,0,2,2.0,2020,10
850,13,2,45,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,6,0,2,2.0,2020,10
860,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2.0,2020,10
867,63,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,0,4,2.0,2020,10
874,17,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.0,2020,10
886,11,2,75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,12,0,4,2.0,2020,10
898,6,2,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,9,0,3,2.0,2020,10
909,27,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2.0,2020,10
912,17,2,33,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,7,0,2,2.0,2020,10
918,4,2,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,3,2.0,2020,10
928,4,2,83,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,9,0,3,2.0,2020,10
938,4,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2.0,2020,10
942,13,2,78,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,8,0,4,2.0,2020,10
59,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,1.0,2020,10
71,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.0,2020,10
73,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,2020,10
122,5,1,90,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,10,8,0,2,1.0,2020,10
125,5,1,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,3,1.0,2020,10
147,6,1,49,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,2,7,0,2,1.0,2020,10
150,6,1,90,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,6,15,0,3,1.0,2020,10
214,11,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,1.0,2020,10
224,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1.0,2020,10
298,18,1,90,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,9,11,0,1,1.0,2020,10
305,18,1,58,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,9,0,3,1.0,2020,10
311,2,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,1.0,2020,10
320,6,1,90,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,6,0,2,1.0,2020,10
360,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1.0,2020,10
372,21,1,34,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,7,0,3,1.0,2020,10
389,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,2020,10
537,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.0,2020,10
547,6,1,90,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,8,14,0,3,1.0,2020,10
592,10,1,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,8,0,3,1.0,2020,10
651,13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.0,2020,10
687,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1.0,2020,10
688,10,1,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,0,3,1.0,2020,10
700,11,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1.0,2020,10
